period_date,analysis_period,clean_treated_value,clean_scm_synthetic_value,clean_augmented_synthetic_value,visual_treated_value,display_treated_value
2015-08-01,pre,467.75660352660066,440.7867183305359,464.8884544528554,467.75660352660066,467.75660352660066
2015-10-01,pre,457.59119111154223,422.6218384159822,458.8699999397809,457.59119111154223,457.59119111154223
2015-12-01,pre,458.1436795016248,434.8417480286341,457.3907191566332,458.1436795016248,458.1436795016248
2016-02-01,pre,451.38325953841024,444.37111815716133,453.2923120070656,451.38325953841024,451.38325953841024
2016-04-01,pre,457.4559195285973,446.749497936788,455.1105219253066,457.4559195285973,457.4559195285973
2016-06-01,pre,455.3128036786435,444.51951150458893,459.7032312867729,455.3128036786435,455.3128036786435
2016-08-01,pre,448.1624237634117,424.5276109379168,447.0011582187183,448.1624237634117,448.1624237634117
2016-10-01,pre,459.3792121622155,419.3628391593551,463.1979219250812,459.3792121622155,459.3792121622155
2016-12-01,pre,458.83323007701193,433.7709569108549,448.4668811702028,458.83323007701193,458.83323007701193
2017-02-01,pre,468.16360819118023,442.58287132452983,472.18469326259225,468.16360819118023,468.16360819118023
2017-04-01,pre,473.9555136616891,438.7572244942728,478.4614126215121,473.9555136616891,473.9555136616891
2017-06-01,pre,467.2663678175701,442.80176072020794,460.88735654167425,467.2663678175701,467.2663678175701
2017-08-01,pre,463.2158907328065,434.9643617737244,461.6526357134501,463.2158907328065,463.2158907328065
2017-10-01,pre,460.0875256280114,442.4813585627887,464.6927164774747,460.0875256280114,460.0875256280114
2017-12-01,pre,464.3877533970464,464.8660113806453,473.6413269852479,464.3877533970464,464.3877533970464
2018-02-01,pre,483.2467683653606,472.4332115537157,469.102469215769,483.2467683653606,483.2467683653606
2018-04-01,pre,399.72207438507553,469.3087410579664,407.76531154199967,399.72207438507553,399.72207438507553
2018-06-01,pre,366.0798191805477,458.39253653284703,364.37673391198234,366.0798191805477,366.0798191805477
2019-08-01,post,397.51503716477856,482.7280878028508,488.03431843682904,397.51503716477856,397.51503716477856
2019-10-01,post,422.4540271987738,466.7535475031197,471.85859854269154,422.4540271987738,422.4540271987738
2019-12-01,post,834.2334808415428,498.0660352087483,505.7186554176869,834.2334808415428,834.2334808415428
2020-02-01,post,891.896484450325,506.82713079063575,513.4981764365695,891.896484450325,891.896484450325
2020-04-01,post,822.9212687503309,468.80344842751913,473.278736568674,822.9212687503309,822.9212687503309
2020-06-01,post,805.083310288278,434.1800983573679,437.2794981842475,805.083310288278,805.083310288278
2020-08-01,post,414.3442444991396,423.5603415250981,427.11932249267767,414.3442444991396,414.3442444991396
2020-10-01,post,357.4964309944229,438.97400144176135,444.0742526754646,357.4964309944229,357.4964309944229
2020-12-01,post,440.7493746283667,470.46886483340654,475.2702230165589,440.7493746283667,440.7493746283667
