period_date,analysis_period,clean_treated_value,clean_scm_synthetic_value,clean_augmented_synthetic_value,visual_treated_value,display_treated_value
2015-08-01,pre,620.5404006473832,585.6998936299267,621.3140016540401,620.5404006473832,620.5404006473832
2015-10-01,pre,591.1353455060826,578.7591448785402,587.8522513445231,591.1353455060826,591.1353455060826
2015-12-01,pre,595.1431955839469,587.6047694659848,598.7590675703754,595.1431955839469,595.1431955839469
2016-02-01,pre,603.6534683030543,579.1458438497808,601.9714827063408,603.6534683030543,603.6534683030543
2016-04-01,pre,602.6828260057939,571.2333268845032,607.703327510404,602.6828260057939,602.6828260057939
2016-06-01,pre,611.352307130851,572.7297254394023,610.6011417310758,611.352307130851,611.352307130851
2016-08-01,pre,590.0412563927077,559.3732029349948,590.5976183262927,590.0412563927077,590.0412563927077
2016-10-01,pre,574.1264754030773,559.114919349788,574.10433936563,574.1264754030773,574.1264754030773
2016-12-01,pre,613.0972088316676,584.8718851684555,608.7614609381101,613.0972088316676,613.0972088316676
2017-02-01,pre,630.8339853397274,576.37276524048,639.9328478707268,630.8339853397274,630.8339853397274
2017-04-01,pre,644.0408831190226,566.0104373038341,638.8758928220434,644.0408831190226,644.0408831190226
2017-06-01,pre,648.3310022494807,584.9898238749064,648.4954026480596,648.3310022494807,648.3310022494807
2017-08-01,pre,614.725983556139,571.7797645926078,613.1817422442653,614.725983556139,614.725983556139
2017-10-01,pre,589.9364357585969,607.4096767233042,593.2446092371003,589.9364357585969,589.9364357585969
2017-12-01,pre,598.1395531020825,632.398018414772,597.6923333064939,598.1395531020825,598.1395531020825
2018-02-01,pre,554.9449323482874,634.3666406175068,552.0672956058459,554.9449323482874,554.9449323482874
2018-04-01,pre,515.911299937429,626.2417035209077,521.9721782063144,515.911299937429,515.911299937429
2018-06-01,pre,480.3924488012244,600.7570795547808,477.8076749819968,480.3924488012244,480.3924488012244
2018-08-01,pre,422.9663327066826,596.083037735338,418.9032961035358,422.9663327066826,422.9663327066826
2018-10-01,pre,415.0482232641419,591.9972808970648,418.2245190444546,415.0482232641419,415.0482232641419
2019-08-01,post,610.6737080885329,606.0200164673224,573.2345558625686,610.6737080885329,610.6737080885329
2019-10-01,post,597.6166428851895,630.2292321220871,603.3540023848306,597.6166428851895,597.6166428851895
2019-12-01,post,616.938387127544,656.6907411811437,642.5091227904959,616.938387127544,616.938387127544
2020-02-01,post,607.8143831754485,646.9655576047268,623.4940616941094,607.8143831754485,607.8143831754485
2020-04-01,post,596.865944527624,616.3686394666826,586.0408007748013,596.865944527624,596.865944527624
2020-06-01,post,570.1247386701768,575.1607803093871,528.3279684286438,570.1247386701768,570.1247386701768
2020-08-01,post,579.4249539227229,561.985942555882,522.8244012809474,579.4249539227229,579.4249539227229
2020-10-01,post,594.6826967803906,593.7595731665317,562.0793243826992,594.6826967803906,594.6826967803906
2020-12-01,post,628.2172900296978,640.4947762510778,612.4219855879479,628.2172900296978,628.2172900296978
