scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count
32.278480141721474,28.020122584582925,32.5181699434412,36.276081873802184,30.1643874757691,16.481762821701288,-32.278480141721474,-5.57830444715996,-3.496601775957014,-36.276081873802184,-5.431406650198222,-1.7384540630296867,1,6,23,public_investment_liquidated_real_pc,24
