scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count
296.3372073211188,75.38289054083486,80.23943252916152,283.87380735090943,66.39646791944944,16.744629573387282,-296.3372073211188,-57.51896207475581,-22.47979548346379,-283.87380735090943,-24.01413868031587,-3.573248453675052,1,6,23,state_tax_revenue_real_pc,24
