period_date,analysis_period,clean_treated_value,clean_scm_synthetic_value,clean_augmented_synthetic_value,visual_treated_value,display_treated_value
2015-08-01,pre,315.0253148691046,312.71629356161105,315.19802846040926,315.0253148691046,315.0253148691046
2015-10-01,pre,308.8612681006013,299.3548506175938,308.94061223339213,308.8612681006013,308.8612681006013
2015-12-01,pre,309.72945015086975,307.92732494448467,309.37980097125205,309.72945015086975,309.72945015086975
2016-02-01,pre,305.6640787354914,313.51647464075717,305.56800863502974,305.6640787354914,305.6640787354914
2016-04-01,pre,310.0298380730531,315.0984193054011,309.48480739924014,310.0298380730531,310.0298380730531
2016-06-01,pre,308.188965142381,310.59550299859205,309.7516669447394,308.188965142381,308.188965142381
2016-08-01,pre,304.0264315117596,292.27683785868265,303.55513270268466,304.0264315117596,304.0264315117596
2016-10-01,pre,313.55825145319886,290.22378927357005,313.4279218093071,313.55825145319886,313.55825145319886
2016-12-01,pre,314.5618769133411,301.2854797937771,314.2280922443365,314.5618769133411,314.5618769133411
2017-02-01,pre,323.0248299924752,310.27464665252927,323.2676808245018,323.0248299924752,323.0248299924752
2017-04-01,pre,327.0693313551082,310.5187495511749,327.0071056677888,327.0693313551082,327.0693313551082
2017-06-01,pre,320.2979915882348,312.5659696415731,319.9948800904328,320.2979915882348,320.2979915882348
2017-08-01,pre,314.64823777656875,303.50095036883215,314.69081518520176,314.64823777656875,314.64823777656875
2017-10-01,pre,308.00388432810075,306.739705708775,307.5217144488419,308.00388432810075,308.00388432810075
2017-12-01,pre,306.1582966736265,320.155238202205,306.8250784270963,306.1582966736265,306.1582966736265
2018-12-01,crisis,251.33995374159764,790.6378553752869,808.3907038925382,251.33995374159764,251.33995374159764
2019-02-01,post,234.8999473071838,406.1669689262323,415.7293633960164,234.8999473071838,234.8999473071838
2019-04-01,post,238.68865792324567,338.55500659063,345.6180468717884,238.68865792324567,238.68865792324567
2019-06-01,post,252.71309183293124,327.8818640314069,334.351047546524,252.71309183293124,252.71309183293124
2019-08-01,post,254.0788816170239,350.2514796853863,357.6031659275012,254.0788816170239,254.0788816170239
2019-10-01,post,268.9132862275206,337.5479548600671,344.5452579542213,268.9132862275206,268.9132862275206
2019-12-01,post,527.753662322478,361.8652394070878,370.4061306694798,527.753662322478,527.753662322478
