event_id,state_abbrev,state_name,governor_name,removal_date,instability_start_date,instability_start_type,instability_start_confidence,instability_duration_days,instability_coding_notes,main_monthly_window_start,main_monthly_window_end,main_bimonthly_window_start,main_bimonthly_window_end,main_quarterly_window_start,main_quarterly_window_end,donor_exclusion_window_start,donor_exclusion_window_end,donor_exclusion_rule,donor_excluded_states
RR_2018_01,RR,Roraima,Suely Campos,2018-12-10,2018-11-07,pgr_intervention_request_public,medium,33,PGR request is coded as public instability onset; decree/removal occurred on 2018-12-10 and this is not an individual legal process against Suely.,2015-11-01,2019-12-01,2015-01-01,2019-12-01,2015-01-01,2019-12-31,2015-01-01,2019-12-31,exclude_treated_state_and_any_state_with_coded_rupture_between_2015_01_01_and_2019_12_31,"AM,RR,TO"
