state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method,original_liquidated_expenditure_total_missing,liquidated_expenditure_total_recovered_from_raw,liquidated_expenditure_total_flow_is_derived,liquidated_expenditure_total_negative_flow_flag,liquidated_expenditure_total_imputed_adjacent_mean,liquidated_expenditure_total_imputation_method,quarter,icms_revenue_cumulative_nominal,icms_revenue_nominal,icms_revenue_flow_is_derived,icms_revenue_negative_flow_flag,pnadc_population,resident_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,fiscal_deflator_factor,fiscal_population_denominator,fiscal_population_source,icms_revenue_real,icms_revenue_real_pc,state_tax_revenue_real_pc,total_revenue_real_pc,public_investment_liquidated_real_pc,liquidated_expenditure_total_real_pc,liquidated_expenditure_health_real_pc,liquidated_expenditure_education_real_pc,liquidated_expenditure_public_security_real_pc,public_investment_share_total,priority_expenditure_share_total,instability_start_date,removal_date,icms_revenue_real_pc_ma4_clean,state_tax_revenue_real_pc_ma4_clean,total_revenue_real_pc_ma4_clean,public_investment_liquidated_real_pc_ma4_clean,liquidated_expenditure_total_real_pc_ma4_clean,priority_expenditure_share_total_ma4_clean,icms_revenue_real_pc_ma4_visual,state_tax_revenue_real_pc_ma4_visual,total_revenue_real_pc_ma4_visual,public_investment_liquidated_real_pc_ma4_visual,liquidated_expenditure_total_real_pc_ma4_visual,priority_expenditure_share_total_ma4_visual
AC,2015B6,2015-12-01,2015,6,12,Acre,North,866025450.25,1464090444.4722817,223198263.51,377335844.7300404,,,0,0,0,0.2577271412122683,1270157522.8800006,2147310441.8425171,169972251.26,287352697.1099632,239330178.2,404608232.789598,92480533.86,156346289.69048744,362537770.08,105837433.35,178927276.08695006,TRUE,FALSE,201512,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,817890500.51,163070608.26,TRUE,FALSE,575000,815589.1666666666,FALSE,TRUE,FALSE,,pre,1.6905859337616869,815589.1666666666,resident_population_interpolated,275684876.5343183,338.01929672637675,462.65431194019095,1795.1322851136633,219.38407644406354,2632.8334529241342,352.3252991262511,496.09319167791546,191.69735950451457,0.08332622642742801,0.3950556952827704,2018-11-07,2018-12-10,285.6396816817104,388.1991407479453,1591.086581734339,163.01904094272024,1905.1161297454262,0.4383248414965306,285.6396816817104,388.1991407479453,1591.086581734339,163.01904094272024,1905.1161297454262,0.4383248414965306
AC,2016B1,2016-02-01,2016,1,12,Acre,North,806219976.99,1333887912.2608936,179559474.74,297080473.96916837,,,0,0,0,0.22271771956132907,570513513.65,943912457.342476,87155301.16,144198117.16997904,110429045.8,182704439.92849812,58318092.44,96487064.06687596,10169268.83,10169268.83,16825016.938319713,TRUE,FALSE,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,134352291.12,134352291.12,TRUE,FALSE,574000,817764.6666666666,FALSE,TRUE,FALSE,,pre,1.6544962297274335,817764.6666666666,resident_population_interpolated,222285359.11328256,271.8206938670407,363.28357787835665,1631.1390876033124,20.574399486958814,1154.2592824290232,176.3320464281644,223.4193373421589,117.98879066293233,0.017824764158415125,0.44854755106991484,2018-11-07,2018-12-10,290.95509379502835,392.56299177319954,1587.683941952416,147.55129426518732,1803.4649690773404,0.42920707625534454,290.95509379502835,392.56299177319954,1587.683941952416,147.55129426518732,1803.4649690773404,0.42920707625534454
AC,2016B2,2016-04-01,2016,2,12,Acre,North,738998185.4,1210053076.8444154,190524208.01,311968836.555476,,,0,0,0,0.2578141756963508,736223956.8100001,1205510489.450399,115628164.05,189332285.8470084,144341564.36,236348285.45054537,66484929.23,108863992.85946706,40035651.6,29866382.770000003,48903920.3059612,TRUE,FALSE,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,275362799.36,141010508.24,TRUE,FALSE,582000,819920,FALSE,TRUE,FALSE,,pre,1.637423610437482,819920,resident_population_interpolated,230893935.51196513,281.6054438383807,380.48692135266367,1475.818466245994,59.644746202021174,1470.2781850063407,230.91555986804616,288.2577391093587,132.77392045500423,0.04056698032404252,0.44341759680641485,2018-11-07,2018-12-10,291.37742007218355,392.67159291533045,1582.072335243136,117.24631179914061,1771.1814316320467,0.42142102246580115,291.37742007218355,392.67159291533045,1582.072335243136,117.24631179914061,1771.1814316320467,0.42142102246580115
AC,2016B3,2016-06-01,2016,3,12,Acre,North,821849230.22,1330644987.9852755,177577958.89,287514074.7048953,,,0,0,0,0.21607121155599832,785362104.3199999,1271569175.269814,121663517.09,196983757.2192323,160408067.55,259714535.54890335,70723961.36,114508210.5740447,76819804.4,36784152.8,59556724.95732832,TRUE,FALSE,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,403978085.82,128615286.45999998,TRUE,FALSE,582000,822075.3333333334,FALSE,TRUE,FALSE,,pre,1.6190864930652507,822075.3333333334,resident_population_interpolated,208239273.10910398,253.30923416074273,349.7417609394621,1618.6411804740628,72.44679720025049,1546.77938105001,239.61764723009847,315.92546937981757,139.29162685095935,0.04683718834619516,0.4492138646102177,2018-11-07,2018-12-10,286.1886671481352,389.04164302766833,1630.1827548592582,93.0125048333235,1701.037575352377,0.43405867694232947,286.1886671481352,389.04164302766833,1630.1827548592582,93.0125048333235,1701.037575352377,0.43405867694232947
AC,2016B4,2016-08-01,2016,4,12,Acre,North,722930064.77,1159329377.525207,186874593.3,299682108.24748605,,,0,0,0,0.25849608752881803,714258789.51,1145423656.0184886,126840689.35,203408523.9984972,164604614.99,263968778.07930964,64604670.9,103603510.97522368,133785460.48,56965656.08,91353177.60584858,TRUE,FALSE,201608,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,536877276.88,132899191.06,TRUE,FALSE,588000,824230.6666666666,FALSE,TRUE,FALSE,,pre,1.6036535676435693,824230.6666666666,resident_population_interpolated,213124261.88031334,258.5735650218224,363.59009724723427,1406.5593824769205,110.83448032247678,1389.6882296927665,246.78592076792887,320.2608065371381,125.69722914365033,0.07975492484884913,0.4984887557131211,2018-11-07,2018-12-10,266.3272342219966,364.27558935442914,1533.0395292000724,65.87510580292681,1390.251269544535,0.4599169420499171,266.3272342219966,364.27558935442914,1533.0395292000724,65.87510580292681,1390.251269544535,0.4599169420499171
AC,2016B5,2016-10-01,2016,5,12,Acre,North,688336946.67,1100110122.5852478,182147140.13,291110209.36238223,,,0,0,0,0.26461915347008724,791836747.75,1265525010.460291,124739217.23,199360031.7721605,153704041.63,245652035.52918175,68675542.98,109758251.93145774,174858388.77,41072928.29000001,65643351.55135775,TRUE,FALSE,201610,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,673074534.1,136197257.22000003,TRUE,FALSE,593000,826386,FALSE,TRUE,FALSE,,pre,1.5982145487138275,826386,resident_population_interpolated,217672437.98392344,263.4028625653429,352.2690478328314,1331.2303482697525,79.43424931128764,1531.396962751415,241.2432347258551,297.26064518176946,132.81717252162758,0.05187044982025464,0.438371675508034,2018-11-07,2018-12-10,264.22277639657216,361.52195684304786,1458.0623443666825,80.59006825900902,1484.535689625133,0.4573729731594469,264.22277639657216,361.52195684304786,1458.0623443666825,80.59006825900902,1484.535689625133,0.4573729731594469
AC,2016B6,2016-12-01,2016,6,12,Acre,North,1311851767.17,2086593397.8437436,232278482.66,369455422.1054085,,,0,0,0,0.17706153124379603,1316655447.87,2094233993.134164,187737532.32,298609877.4798728,258699239.48,411479512.11793727,105307026.46,167498304.04391846,269456474.35,94598085.58,150464973.07062468,TRUE,FALSE,201612,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,844675125.44,171600591.34000003,TRUE,FALSE,593000,828541.3333333334,FALSE,TRUE,FALSE,,pre,1.590571015767322,828541.3333333334,resident_population_interpolated,272942926.873937,329.42584261409246,445.91067125044873,2518.3938494041054,181.60225328202256,2527.615592463901,360.404321989013,496.6312428403539,202.16046841024843,0.0718472594580721,0.41904949328434815,2018-11-07,2018-12-10,276.17787609050015,377.8778943174941,1718.7061901562104,111.07944502900936,1748.8700414895231,0.45128094727893026,276.17787609050015,377.8778943174941,1718.7061901562104,111.07944502900936,1748.8700414895231,0.45128094727893026
AC,2017B1,2017-02-01,2017,1,12,Acre,North,912879839.64,1441744947.385373,197653476.99,312161458.0686345,,,0,0,0,0.2165164224329304,614345740.63,970258985.947505,115590616.95,182556543.2779641,108523293.52,171394857.58364645,66947514.57,105732689.75834753,15140347.86,15140347.86,23911712.233036235,TRUE,FALSE,201702,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,152458276.82,152458276.82,TRUE,FALSE,598000,832922.8333333334,FALSE,TRUE,FALSE,,pre,1.5793370439136158,832922.8333333334,resident_population_interpolated,240783004.23306254,289.08200687626226,374.77836550520925,1730.9466011581783,28.708196337159166,1164.8846052935735,219.17581794147486,205.7751939609209,126.9417592206091,0.024644669700930714,0.4737746285040115,2018-11-07,2018-12-10,285.12106926938,384.1370454589309,1746.7825453272392,100.14479481323653,1653.396347550414,0.4574211382523787,285.12106926938,384.1370454589309,1746.7825453272392,100.14479481323653,1653.396347550414,0.4574211382523787
AC,2017B2,2017-04-01,2017,2,12,Acre,North,776019084.45,1220831325.8940363,190069245.76,299016472.61332405,,,0,0,0,0.2449285714341815,743934416.34,1170355804.4867723,130733734.6,205669991.5620188,153535485.44,241541650.22158912,82464345.34,129732706.42147788,54743423.44,39603075.58,62303461.65272473,TRUE,FALSE,201704,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,289446406.15,136988129.32999998,TRUE,FALSE,597000,839530.5,FALSE,TRUE,FALSE,,pre,1.5731975544896488,839530.5,resident_population_interpolated,215509390.0560677,256.70227592215855,356.17106539110137,1454.1834107206782,74.2122670382133,1394.059899535243,244.98215557626412,287.71039315616184,154.53006939173488,0.05323463293288507,0.4929649137409876,2018-11-07,2018-12-10,284.65324699446404,382.2822874948977,1758.6885523881786,90.98924149217066,1654.4892650110332,0.4560401777593453,284.65324699446404,382.2822874948977,1758.6885523881786,90.98924149217066,1654.4892650110332,0.4560401777593453
AC,2017B3,2017-06-01,2017,3,12,Acre,North,938052622.71,1474572436.3169284,214360113.07,336963520.5172509,,,0,0,0,0.2285160852178222,966236710.39,1518876431.4548595,134005038.68,210649308.5582472,185682705.09,291884050.2097561,85851727.77,134954679.8495157,91772328.4,37028904.96000001,58207611.46989023,TRUE,FALSE,201706,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,436235066.78,146788660.63,TRUE,FALSE,597000,846138.1666666666,FALSE,TRUE,FALSE,,pre,1.5719506567306873,846138.1666666666,resident_population_interpolated,230744531.4779465,272.703135927501,398.2369946089391,1742.7088085695955,68.79208829356699,1795.0690458018494,248.9537960308459,344.9602697389525,159.49484985550907,0.038322809060995125,0.4197102709710885,2018-11-07,2018-12-10,286.9783153350036,393.7742741889246,1861.5581674631394,88.3287012377405,1720.4072857736417,0.4513748266251089,286.9783153350036,393.7742741889246,1861.5581674631394,88.3287012377405,1720.4072857736417,0.4513748266251089
