state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method,original_liquidated_expenditure_total_missing,liquidated_expenditure_total_recovered_from_raw,liquidated_expenditure_total_flow_is_derived,liquidated_expenditure_total_negative_flow_flag,liquidated_expenditure_total_imputed_adjacent_mean,liquidated_expenditure_total_imputation_method,quarter,icms_revenue_cumulative_nominal,icms_revenue_nominal,icms_revenue_flow_is_derived,icms_revenue_negative_flow_flag,pnadc_population,resident_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,fiscal_deflator_factor,fiscal_population_denominator,fiscal_population_source,icms_revenue_real,icms_revenue_real_pc,state_tax_revenue_real_pc,total_revenue_real_pc,public_investment_liquidated_real_pc,liquidated_expenditure_total_real_pc,liquidated_expenditure_health_real_pc,liquidated_expenditure_education_real_pc,liquidated_expenditure_public_security_real_pc,public_investment_share_total,priority_expenditure_share_total,instability_start_date,removal_date,icms_revenue_real_pc_ma4_clean,state_tax_revenue_real_pc_ma4_clean,total_revenue_real_pc_ma4_clean,public_investment_liquidated_real_pc_ma4_clean,liquidated_expenditure_total_real_pc_ma4_clean,priority_expenditure_share_total_ma4_clean,icms_revenue_real_pc_ma4_visual,state_tax_revenue_real_pc_ma4_visual,total_revenue_real_pc_ma4_visual,public_investment_liquidated_real_pc_ma4_visual,liquidated_expenditure_total_real_pc_ma4_visual,priority_expenditure_share_total_ma4_visual
AC,2018B6,2018-12-01,2018,6,12,Acre,North,1220045296.31,1816954026.0571637,391129058.98,582489453.9334292,545851580.33,15635967.17,561487547.5,836196051.9799151,0.4602186076190832,0.3205856865830812,1432214320.8099997,2132927018.5647664,175276193.6,261030296.65922785,355434156.54,529330774.58420247,133740525.67,199173249.7949521,400370322.94,135583545.77,201917969.84832004,TRUE,FALSE,201812,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,1201129953.11,311649281.56999993,TRUE,FALSE,620000,880879.1666666666,FALSE,TRUE,FALSE,,crisis,1.4892512856305422,880879.1666666666,resident_population_interpolated,464124093.2439572,526.8873539151215,661.2592010066791,2062.659777654518,229.2232322991557,2421.361634236364,296.32928843917625,600.9119009900554,226.10734517498383,0.09466707866272396,0.46393257360687107,2018-11-07,2018-12-10,,,,,,,526.8873539151215,661.2592010066791,2062.659777654518,229.2232322991557,2421.361634236364,0.46393257360687107
AC,2019B1,2019-02-01,2019,1,12,Acre,North,1048849462.53,1550352877.7059636,250975393.87,370978331.991673,591537401.3,4167478.47,595704879.77,880538921.559955,0.5679603232412975,0.23928638268508567,689144830.49,1018656832.3438509,109433707.16,161759021.55137438,129866591.7,191961812.77940217,96909481.6,143246384.77016497,145288.01,145288.01,214756.9240835933,TRUE,FALSE,201902,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,231491019.88,231491019.88,TRUE,FALSE,622000,882979.5833333334,FALSE,TRUE,FALSE,,post,1.4781462288842229,882979.5833333334,resident_population_interpolated,342177578.05618465,387.5260362922902,420.14372585059544,1755.8196213928657,0.24321844823734784,1153.65842152128,183.1967857520764,217.4023232278234,162.2306874066057,2.1082362309341623e-4,0.4878651998607404,2018-11-07,2018-12-10,,,,,,,387.5260362922902,420.14372585059544,1755.8196213928657,0.24321844823734784,1153.65842152128,0.4878651998607404
AC,2019B2,2019-04-01,2019,2,12,Acre,North,947510324.19,1382254915.2246444,248901629.4,363104751.32784194,469860759.5,9403272.56,479264032.06,699163953.2494164,0.5058140474297305,0.26269015022372344,759631104.1299999,1108171384.1364577,129232270.93,188527699.52806884,160265170.26,233799372.6037518,93882238.78,136958070.7385798,6606321.64,6461033.63,9425538.977777274,TRUE,FALSE,201904,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,376608218.21,145117198.32999998,TRUE,FALSE,620000,885068.75,FALSE,TRUE,FALSE,,post,1.4588283419563741,885068.75,resident_population_interpolated,211701081.82910818,239.19168067916553,410.2559844394483,1561.7486384245794,10.649499236954501,1252.073789902149,213.00910186702313,264.1595611682729,154.742861205505,0.008505488512611363,0.5046919193877428,2018-11-07,2018-12-10,,,,,,,313.35885848572786,415.19985514502184,1658.7841299087227,5.446358842595925,1202.8661057117145,0.4962785596242416
AC,2019B3,2019-06-01,2019,3,12,Acre,North,977538892.89,1424067685.1971223,248523009.47,362045530.2477571,522482756.02,1044558.4,523527314.42,762668714.4686825,0.5355565064754013,0.2542333724802146,1010335164.2000004,1471844925.066784,123130318.03,179374865.03086773,217449726.04,316778319.7792181,100996006.15,147129847.966437,25980983.85,19374662.21,28224790.405322105,TRUE,FALSE,201906,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,546221630.77,169613412.56,TRUE,FALSE,620000,887157.9166666666,FALSE,TRUE,FALSE,,post,1.456788773883976,887157.9166666666,resident_population_interpolated,247090915.31755936,278.5196532382399,408.0959245768519,1605.2020259795413,31.81484364291262,1659.0562936043807,202.19045748341617,357.0709496336961,165.84403430592207,0.019176470241279952,0.4370589739590496,2018-11-07,2018-12-10,,,,,,,301.74579006989853,412.83187828896524,1640.9234285989955,14.235853776034823,1354.9295016759365,0.4765386977358443
AC,2019B4,2019-08-01,2019,4,12,Acre,North,970887968.3,1410143613.2269356,320487935.91,465485236.91265315,441866624.34,22973188.98,464839813.32,675145758.6548804,0.4787780140420554,0.3300977521342305,1134053753.6299996,1647129957.267364,163060439.64,236833337.14696133,263492847.39,382704048.262731,114490761.75,166289439.90102303,47758293,21777309.15,31629945.38382416,TRUE,FALSE,201908,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,789525136.36,243303505.59000003,TRUE,FALSE,623000,889247.0833333334,FALSE,TRUE,FALSE,,post,1.4524267055199591,889247.0833333334,resident_population_interpolated,353380509.06554073,397.39293576414957,523.4599535235883,1585.7725480988108,35.569355218191596,1852.2747930677654,266.330181549985,430.3686291870297,187.000264625765,0.019203066063044078,0.47708853927617506,2018-11-07,2018-12-10,325.6575764934613,440.488897097621,1627.1357084739493,19.569229136574016,1479.2658245238938,0.47667615812092695,325.6575764934613,440.488897097621,1627.1357084739493,19.569229136574016,1479.2658245238938,0.47667615812092695
AC,2019B5,2019-10-01,2019,5,12,Acre,North,939602144.31,1363884383.8075447,281660136.46,408845237.3009421,421138836.71,8032277.88,429171114.59,622965565.4951975,0.45675833882346367,0.29976531893383246,959529732.2799996,1392810377.8613286,138007837.89,200325995.50891733,216489854.01,314246974.55734795,104883574.85,152244299.0600807,66589173.61,18830880.61,27334062.776308153,TRUE,FALSE,201910,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,992764653.7,203239517.34000003,TRUE,FALSE,629000,891336.25,FALSE,TRUE,FALSE,,post,1.4515552056441057,891336.25,resident_population_interpolated,295013379.3874725,330.97877415786974,458.68799490758073,1530.1569792629266,30.6663874338199,1562.6093720089682,224.747950629089,352.5571573660871,170.80456344065522,0.01962511423721571,0.4787566776679602,2018-11-07,2018-12-10,311.5207609598562,450.12496436186734,1570.7200479414646,27.175021382969653,1581.5035621458157,0.4743990275727319,311.5207609598562,450.12496436186734,1570.7200479414646,27.175021382969653,1581.5035621458157,0.4743990275727319
AC,2019B6,2019-12-01,2019,6,12,Acre,North,1316705081.99,1879951187.6797931,310438231.28,443234198.4387378,745624777.26,30531717.62,776156494.88,1108172471.0667768,0.5894687470234088,0.23576899301612755,1347444272.8200006,1923839662.8589408,180288606.8,257410550.8627249,340801979.78,486586628.55825573,149015946.29,212760404.0137223,135808109.76,69218936.14999999,98828676.97940011,TRUE,FALSE,201912,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,1201090624.31,208325970.6099999,TRUE,FALSE,629000,893425.4166666666,FALSE,TRUE,FALSE,,post,1.4277693717400497,893425.4166666666,resident_population_interpolated,297441440.17497563,332.92251891010375,496.10654697112415,2104.2060731759943,110.6177137293965,2153.329899698519,288.11644045578316,544.630384899604,238.1400842697341,0.0513705372060657,0.49731669530760375,2018-11-07,2018-12-10,334.95347051759074,471.58760499478626,1706.3344066293182,52.167075006080154,1806.8175895949084,0.47255522155269714,334.95347051759074,471.58760499478626,1706.3344066293182,52.167075006080154,1806.8175895949084,0.47255522155269714
AC,2015B1,2015-02-01,2015,1,12,Acre,North,816467799.02,1490734623.4821749,186453327.33,340432814.4329886,,,0,0,0,0.2283658064087751,549535893.16,1003361288.4220386,80867425.4,147650490.4422922,101184913.86,184746850.57538745,65328459,119278918.0993164,24439497.69,24439497.69,44622464.51204279,TRUE,FALSE,201502,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,145024367.43,145024367.43,TRUE,FALSE,568000,804610.8333333334,FALSE,TRUE,FALSE,,pre,1.8258339462640072,804610.8333333334,resident_population_interpolated,264790413.08915827,329.09128502805174,423.10244944459305,1852.7399355367552,55.45844358965602,1247.0143911253642,183.50547162111565,229.6101952915798,148.2442357943019,0.04447297800597772,0.4501631309967481,2018-11-07,2018-12-10,,,,,,,329.09128502805174,423.10244944459305,1852.7399355367552,55.45844358965602,1247.0143911253642,0.4501631309967481
AC,2015B2,2015-04-01,2015,2,12,Acre,North,835031264.38,1494155181.9928613,181348808.6,324494750.887092,,,0,0,0,0.21717607032911415,672801209.33,1203870389.3534849,124294390.42,222404975.071895,133623478.17,239097888.73816141,63620826.94,113839316.33464336,54984647.7,30545150.01,54655671.133556075,TRUE,FALSE,201504,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,280562339.68,135537972.25,TRUE,FALSE,567000,806806.5,FALSE,TRUE,FALSE,,pre,1.789340406436461,806806.5,resident_population_interpolated,242523570.3533888,300.5969465459051,402.19650050798055,1851.9374620715887,67.74322112372182,1492.1426505035406,275.6608617703192,296.3509698275378,141.09866037847164,0.04539996300009325,0.4779104006816515,2018-11-07,2018-12-10,,,,,,,314.8441157869784,412.6494749762868,1852.338698804172,61.600832356688926,1369.5785208144525,0.46403676583919984
AC,2015B3,2015-06-01,2015,3,12,Acre,North,755050416.24,1330606027.8296168,158758329.62,279775741.8802442,,,0,0,0,0.21026189272311735,716541243.03,1262742297.2788432,120741340.22,212779374.26352137,160472027.98,282795748.6488689,66322470.96,116878393.47125116,92832610.33,37847962.629999995,66698496.06511631,TRUE,FALSE,201506,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,395585748.81,115023409.13,TRUE,FALSE,567000,809002.1666666666,FALSE,TRUE,FALSE,,pre,1.7622744113641688,809002.1666666666,resident_population_interpolated,202702810.61767071,250.55904541376884,345.82817377733954,1644.749646731004,82.4453861970905,1560.8639251013665,263.01459134557905,349.561175854538,144.47228732751788,0.05282035472229669,0.4850186120346592,2018-11-07,2018-12-10,,,,,,,293.41575899590856,390.375707909971,1783.142348113116,68.54901697015612,1433.3403222434238,0.4710307145710196
AC,2015B4,2015-08-01,2015,4,12,Acre,North,695472488.93,1215389235.0284204,176414778.85,308297778.16817474,,,0,0,0,0.25366176471109314,742423641.1300001,1297439820.5862403,122199661.14,213552879.57138088,163148498.78,285113979.7540106,66977748.46,117048532.84702504,176787328.22,83954717.89,146717033.3514431,TRUE,FALSE,201508,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,525518696.31,129932947.5,TRUE,FALSE,572000,811197.8333333334,FALSE,TRUE,FALSE,,pre,1.7475734186097343,811197.8333333334,resident_population_interpolated,227067365.2526141,279.91613872976006,380.0525167841401,1498.264893083114,180.86467606620798,1599.4123347875152,263.25622529569654,351.47280729589056,144.29098308368884,0.11308195649887631,0.4745618119645883,2018-11-07,2018-12-10,290.04085392937145,387.7949101285133,1711.9229843556154,96.62793174416908,1474.8583253794466,0.47191348891941176,290.04085392937145,387.7949101285133,1711.9229843556154,96.62793174416908,1474.8583253794466,0.47191348891941176
AC,2015B5,2015-10-01,2015,5,12,Acre,North,672868876.72,1160061404.637825,171855527.01,296287985.6025127,,,0,0,0,0.25540715725734775,862130560.3199997,1486358521.5313716,123513856.49,212944397.94939208,152126286.64,262273735.44485015,68059625.13,117338380.56576714,256700336.73,79913008.50999999,137774238.2035034,TRUE,FALSE,201510,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,654819892.25,129301195.94,TRUE,FALSE,575000,813393.5,FALSE,TRUE,FALSE,,pre,1.7240527014605251,813393.5,resident_population_interpolated,222922076.16243368,274.064245856936,364.2615604901105,1426.1995020095746,169.38202506351894,1827.354806168689,261.79751614611143,322.443854597867,144.2578291635809,0.09269246699750258,0.3986632467041046,2018-11-07,2018-12-10,276.2840941365925,373.0846878898927,1605.2878759738203,125.10882711263481,1619.9434291402779,0.4590385178462509,276.2840941365925,373.0846878898927,1605.2878759738203,125.10882711263481,1619.9434291402779,0.4590385178462509
