period_date,year,month,state_abbrev,state_name,macroregion,formal_hiring_balance,post_2020_caged_dummy,caged_method_break_dummy,source_regime,source_component,series_version,formal_hiring_balance_construction,retail_volume_index,services_volume_index,quarter,pnadc_population,unemployment_rate_pnadc,formalization_rate_pnadc,resident_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,formal_hiring_balance_per_100k_wap,formal_hiring_balance_construction_per_100k_wap,instability_start_date,removal_date,formal_hiring_balance_per_100k_wap_ma6_clean,formal_hiring_balance_construction_per_100k_wap_ma6_clean,retail_volume_index_ma6_clean,services_volume_index_ma6_clean,formal_hiring_balance_per_100k_wap_ma6_visual,formal_hiring_balance_construction_per_100k_wap_ma6_visual,retail_volume_index_ma6_visual,services_volume_index_ma6_visual
2017-06-01,2017,6,AP,Amapa,North,93,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,1,88.85069618342791,78.21823812248314,2,552000,0.17600000000000002,0.518,810960.3333333334,FALSE,TRUE,FALSE,,pre,16.847826086956523,0.18115942028985507,2018-11-07,2018-12-10,-3.9641044456674615,0.4522979619292222,89.77147070032781,76.50989847072526,-3.9641044456674615,0.4522979619292222,89.77147070032781,76.50989847072526
2017-07-01,2017,7,AP,Amapa,North,203,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-9,92.11288200064298,81.90890522676864,3,558000,0.17,0.502,813608,FALSE,TRUE,FALSE,,pre,36.37992831541219,-1.6129032258064515,2018-11-07,2018-12-10,12.07510603004771,2.9863740668505696,89.22796486010041,77.62080476903266,12.07510603004771,2.9863740668505696,89.22796486010041,77.62080476903266
2017-08-01,2017,8,AP,Amapa,North,-40,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-205,88.98486945526825,76.07257956736657,3,558000,0.17,0.502,816255.6666666666,FALSE,TRUE,FALSE,,pre,-7.168458781362007,-36.738351254480285,2018-11-07,2018-12-10,11.211887914890028,-6.240964162120979,89.28557158037565,78.08270533627791,11.211887914890028,-6.240964162120979,89.28557158037565,78.08270533627791
2017-09-01,2017,9,AP,Amapa,North,-222,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,7,86.09523533246274,75.9112626560761,3,558000,0.17,0.502,818903.3333333334,FALSE,TRUE,FALSE,,pre,-39.784946236559136,1.2544802867383513,2018-11-07,2018-12-10,6.0879954288088935,-6.062022752064828,88.61377620941946,77.63148108356557,6.0879954288088935,-6.062022752064828,88.61377620941946,77.63148108356557
2017-10-01,2017,10,AP,Amapa,North,-49,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,56,87.01739038080851,76.74852235541842,4,555000,0.18899999999999997,0.4670000000000001,821551,FALSE,TRUE,FALSE,,pre,-8.82882882882883,10.09009009009009,2018-11-07,2018-12-10,-1.9052151730973603,-5.829616432701987,88.65791725394195,77.73805986985518,-1.9052151730973603,-5.829616432701987,88.65791725394195,77.73805986985518
2017-11-01,2017,11,AP,Amapa,North,-275,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-210,92.41142442315562,75.36191674406307,4,555000,0.18899999999999997,0.4670000000000001,824198.6666666666,FALSE,TRUE,FALSE,,pre,-49.549549549549546,-37.83783783783784,2018-11-07,2018-12-10,-8.6840048323218,-10.77722708683438,89.24541629596101,77.37023744536266,-8.6840048323218,-10.77722708683438,89.24541629596101,77.37023744536266
2017-12-01,2017,12,AP,Amapa,North,-410,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-210,100.71753271739654,80.52412394441723,4,555000,0.18899999999999997,0.4670000000000001,826846.3333333334,FALSE,TRUE,FALSE,,pre,-73.87387387387388,-37.83783783783784,2018-11-07,2018-12-10,-23.80428815912687,-17.113726629855663,91.22322238495578,77.75455174901833,-23.80428815912687,-17.113726629855663,91.22322238495578,77.75455174901833
2018-01-01,2018,1,AP,Amapa,North,345,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,225,90.70947488899208,75.17306154518356,1,556000,0.21600000000000005,0.507,829494,FALSE,TRUE,FALSE,,pre,62.05035971223022,40.46762589928058,2018-11-07,2018-12-10,-19.525882926323863,-10.100305109007824,90.98932119968062,76.63191113542082,-19.525882926323863,-10.100305109007824,90.98932119968062,76.63191113542082
2018-02-01,2018,2,AP,Amapa,North,101,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,21,88.76975828193,72.99782574653234,1,556000,0.21600000000000005,0.507,830847.0833333334,FALSE,TRUE,FALSE,,pre,18.165467625899282,3.776978417266187,2018-11-07,2018-12-10,-15.303561858446981,-3.3477501637167455,90.95346933745758,76.11945216528179,-15.303561858446981,-3.3477501637167455,90.95346933745758,76.11945216528179
2018-03-01,2018,3,AP,Amapa,North,-182,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-31,90.31418338428313,76.02406562367328,1,556000,0.21600000000000005,0.507,832200.1666666666,FALSE,TRUE,FALSE,,pre,-32.73381294964029,-5.575539568345324,2018-11-07,2018-12-10,-14.12837297729384,-4.486086806230691,91.65662734609431,76.13825265988132,-14.12837297729384,-4.486086806230691,91.65662734609431,76.13825265988132
2018-04-01,2018,4,AP,Amapa,North,410,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,149,88.44758899273309,71.02372841172844,2,560000,0.21600000000000005,0.52,833553.25,FALSE,TRUE,FALSE,,pre,73.21428571428571,26.607142857142858,2018-11-07,2018-12-10,-0.454520553441417,-1.733244678388563,91.89499378141508,75.18412033593299,-0.454520553441417,-1.733244678388563,91.89499378141508,75.18412033593299
2018-05-01,2018,5,AP,Amapa,North,-111,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,55,88.4729180486965,70.2013522653007,2,560000,0.21600000000000005,0.52,834906.3333333334,FALSE,TRUE,FALSE,,pre,-19.821428571428573,9.821428571428571,2018-11-07,2018-12-10,4.5001662762454115,6.2099663898225055,91.23857605233856,74.32402625613926,4.5001662762454115,6.2099663898225055,91.23857605233856,74.32402625613926
2018-06-01,2018,6,AP,Amapa,North,-536,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,63,85.57776979160647,71.38386416492,2,560000,0.21600000000000005,0.52,836259.4166666666,FALSE,TRUE,FALSE,,pre,-95.71428571428571,11.25,2018-11-07,2018-12-10,0.8600976361767732,14.391272696128812,88.71528223137355,72.80064962622305,0.8600976361767732,14.391272696128812,88.71528223137355,72.80064962622305
2018-07-01,2018,7,AP,Amapa,North,542,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,202,83.86509167008504,70.75489991244046,3,570000,0.184,0.498,837612.5,FALSE,TRUE,FALSE,,pre,95.08771929824562,35.43859649122807,2018-11-07,2018-12-10,6.366324233846006,13.55310112812006,87.57455169488904,72.0642893540992,6.366324233846006,13.55310112812006,87.57455169488904,72.0642893540992
2018-08-01,2018,8,AP,Amapa,North,549,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,193,85.61911381149189,72.09039129215573,3,570000,0.184,0.498,838965.5833333334,FALSE,TRUE,FALSE,,pre,96.3157894736842,33.85964912280702,2018-11-07,2018-12-10,19.391377875143494,18.566879579043533,87.04944428314936,71.91305027836977,19.391377875143494,18.566879579043533,87.04944428314936,71.91305027836977
2018-09-01,2018,9,AP,Amapa,North,534,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,268,83.91480278938477,70.17292245041561,3,570000,0.184,0.498,840318.6666666666,FALSE,TRUE,FALSE,,pre,93.6842105263158,47.01754385964912,2018-11-07,2018-12-10,40.461048454469505,27.332393483709275,85.98288085066629,70.9378597494935,40.461048454469505,27.332393483709275,85.98288085066629,70.9378597494935
2018-10-01,2018,10,AP,Amapa,North,179,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,228,87.31581293083669,69.6854881561837,4,569000,0.198,0.481,841671.75,FALSE,TRUE,FALSE,,pre,31.45869947275923,40.070298769771526,2018-11-07,2018-12-10,33.50178408088176,29.576252802480717,85.7942515070169,70.7148197069027,33.50178408088176,29.576252802480717,85.7942515070169,70.7148197069027
2018-11-01,2018,11,AP,Amapa,North,78,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-39,95.35122518070177,72.19178601231646,4,569000,0.198,0.481,843024.8333333334,FALSE,TRUE,FALSE,,crisis,13.708260105448154,-6.854130052724077,2018-11-07,2018-12-10,13.708260105448154,-6.854130052724077,95.35122518070177,72.19178601231646,13.708260105448154,-6.854130052724077,95.35122518070177,72.19178601231646
2018-12-01,2018,12,AP,Amapa,North,-564,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-265,99.75122863302931,72.45924420113087,4,569000,0.198,0.481,844377.9166666666,FALSE,TRUE,FALSE,,crisis,-99.12126537785589,-46.57293497363796,2018-11-07,2018-12-10,-42.706502636203865,-26.713532513181022,97.55122690686554,72.32551510672366,-42.706502636203865,-26.713532513181022,97.55122690686554,72.32551510672366
2019-01-01,2019,1,AP,Amapa,North,-462,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,93.50087351079415,66.36096635945572,1,565000,0.203,0.464,845731,FALSE,TRUE,FALSE,,post,-81.76991150442478,0,2018-11-07,2018-12-10,-81.76991150442478,0,93.50087351079415,66.36096635945572,-81.76991150442478,0,93.50087351079415,66.36096635945572
2019-02-01,2019,2,AP,Amapa,North,79,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-11,90.06198366425731,63.334742992079526,1,565000,0.203,0.464,847067.8333333334,FALSE,TRUE,FALSE,,post,13.982300884955752,-1.9469026548672566,2018-11-07,2018-12-10,-33.89380530973452,-0.9734513274336283,91.78142858752574,64.84785467576762,-33.89380530973452,-0.9734513274336283,91.78142858752574,64.84785467576762
2019-03-01,2019,3,AP,Amapa,North,48,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,91.466517577262,69.47423746143215,1,565000,0.203,0.464,848404.6666666666,FALSE,TRUE,FALSE,,post,8.495575221238939,0,2018-11-07,2018-12-10,-19.76401179941003,-0.6489675516224188,91.67645825077115,66.38998227098914,-19.76401179941003,-0.6489675516224188,91.67645825077115,66.38998227098914
2019-04-01,2019,4,AP,Amapa,North,227,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,52,95.89110687614942,68.77695580245175,2,580000,0.172,0.45,849741.5,FALSE,TRUE,FALSE,,post,39.13793103448276,8.96551724137931,2018-11-07,2018-12-10,-5.038526090936832,1.7546536466280132,92.73012040711572,66.98672565385479,-5.038526090936832,1.7546536466280132,92.73012040711572,66.98672565385479
2019-05-01,2019,5,AP,Amapa,North,-283,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-10,105.86214808135696,69.8362470729219,2,580000,0.172,0.45,851078.3333333334,FALSE,TRUE,FALSE,,post,-48.793103448275865,-1.7241379310344827,2018-11-07,2018-12-10,-13.789441562404638,1.058895331095514,95.35652594196397,67.5566299376682,-13.789441562404638,1.058895331095514,95.35652594196397,67.5566299376682
2019-06-01,2019,6,AP,Amapa,North,-165,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,41,100.46900109539476,66.66703263311844,2,580000,0.172,0.45,852415.1666666666,FALSE,TRUE,FALSE,,post,-28.448275862068964,7.068965517241379,2018-11-07,2018-12-10,-16.232580612348695,2.0605736954531584,96.20860513420243,67.40836372024324,-16.232580612348695,2.0605736954531584,96.20860513420243,67.40836372024324
2019-07-01,2019,7,AP,Amapa,North,22,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,174,102.53433207890774,72.17528450245719,3,573000,0.16899999999999998,0.458,853752,FALSE,TRUE,FALSE,,post,3.8394415357766145,30.36649214659686,2018-11-07,2018-12-10,-1.9643551056484605,7.121655719885968,97.71418156222137,68.37741674407683,-1.9643551056484605,7.121655719885968,97.71418156222137,68.37741674407683
2019-08-01,2019,8,AP,Amapa,North,71,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,76,107.41400527774574,67.86115915223348,3,573000,0.16899999999999998,0.458,855088.8333333334,FALSE,TRUE,FALSE,,post,12.390924956369982,13.263525305410122,2018-11-07,2018-12-10,-2.229584427079422,9.656727046598863,100.60618516446944,69.13181943743582,-2.229584427079422,9.656727046598863,100.60618516446944,69.13181943743582
2019-09-01,2019,9,AP,Amapa,North,182,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,8,100.816523415052,69.07067277208773,3,573000,0.16899999999999998,0.458,856425.6666666666,FALSE,TRUE,FALSE,,post,31.762652705061083,1.3961605584642234,2018-11-07,2018-12-10,1.6482618202242687,9.889420473009569,102.16451947076777,69.06455865587841,1.6482618202242687,9.889420473009569,102.16451947076777,69.06455865587841
2019-10-01,2019,10,AP,Amapa,North,420,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,105,107.13995280380541,74.4787351340919,4,568000,0.158,0.43899999999999995,857762.5,FALSE,TRUE,FALSE,,post,73.94366197183099,18.485915492957748,2018-11-07,2018-12-10,7.449216976448974,11.476153514939307,104.0393271253771,70.01485521115177,7.449216976448974,11.476153514939307,104.0393271253771,70.01485521115177
2019-11-01,2019,11,AP,Amapa,North,233,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-185,111.4769033293144,69.21819577493658,4,568000,0.158,0.43899999999999995,859099.3333333334,FALSE,TRUE,FALSE,,post,41.021126760563384,-32.570422535211264,2018-11-07,2018-12-10,22.418255344588847,6.335106080909844,104.97511966670334,69.91184666148756,22.418255344588847,6.335106080909844,104.97511966670334,69.91184666148756
2019-12-01,2019,12,AP,Amapa,North,-391,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-125,138.38324144308248,71.44603168405462,4,568000,0.158,0.43899999999999995,860436.1666666666,FALSE,TRUE,FALSE,,post,-68.83802816901408,-22.007042253521128,2018-11-07,2018-12-10,15.686629960097996,1.4891047857827597,111.2941597246513,70.70834650331025,15.686629960097996,1.4891047857827597,111.2941597246513,70.70834650331025
2015-11-01,2015,11,BA,Bahia,Northeast,-6004,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,100,100,4,11239000,0.124,0.455,15264360.666666666,FALSE,TRUE,FALSE,,pre,-53.42112287570068,0,2018-11-07,2018-12-10,,,,,,,,
2015-12-01,2015,12,BA,Bahia,Northeast,-18968,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-5847,123.17757110445683,110.47528389561471,4,11239000,0.124,0.455,15270463.333333334,FALSE,TRUE,FALSE,,pre,-168.76946347539817,-52.024201441409375,2018-11-07,2018-12-10,,,,,,,,
2016-01-01,2016,1,BA,Bahia,Northeast,-1187,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-679,91.49532488638307,98.38802961076188,1,11230000,0.157,0.459,15276566,FALSE,TRUE,FALSE,,pre,-10.569902048085485,-6.046304541406946,2018-11-07,2018-12-10,,,,,,,,
2016-02-01,2016,2,BA,Bahia,Northeast,-5812,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-680,84.57943532499455,96.43166930506534,1,11230000,0.157,0.459,15282222.75,FALSE,TRUE,FALSE,,pre,-51.75422974176313,-6.055209260908281,2018-11-07,2018-12-10,,,,,,,,
2016-03-01,2016,3,BA,Bahia,Northeast,-4803,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-67,91.1214905443003,101.84198795567845,1,11230000,0.157,0.459,15287879.5,FALSE,TRUE,FALSE,,pre,-42.76936776491541,-0.5966162065894924,2018-11-07,2018-12-10,,,,,,,,
2016-04-01,2016,4,BA,Bahia,Northeast,-3022,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-3425,84.57943532499455,97.52138437657258,2,11256000,0.156,0.45100000000000007,15293536.25,FALSE,TRUE,FALSE,,pre,-26.847903340440652,-30.428216062544422,2018-11-07,2018-12-10,-59.02199820771725,-15.858424585476419,95.82554286418822,100.77639252394883,-59.02199820771725,-15.858424585476419,95.82554286418822,100.77639252394883
2016-05-01,2016,5,BA,Bahia,Northeast,-6052,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-3554,85.32710400916008,99.3507850978105,2,11256000,0.156,0.45100000000000007,15299193,FALSE,TRUE,FALSE,,pre,-53.76687988628287,-31.574271499644635,2018-11-07,2018-12-10,-59.07962437614762,-21.120803168750527,93.38006019904823,100.66819004025058,-59.07962437614762,-21.120803168750527,93.38006019904823,100.66819004025058
2016-06-01,2016,6,BA,Bahia,Northeast,-7976,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-2260,85.70093002994419,96.95904260646267,2,11256000,0.156,0.45100000000000007,15304849.75,FALSE,TRUE,FALSE,,pre,-70.85998578535892,-20.07818052594172,2018-11-07,2018-12-10,-42.76137809447441,-15.796466349505916,87.13395335329612,98.41548315872524,-42.76137809447441,-15.796466349505916,87.13395335329612,98.41548315872524
2016-07-01,2016,7,BA,Bahia,Northeast,-7285,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-1894,84.85981316188129,98.88238793980297,3,11349000,0.16,0.453,15310506.5,FALSE,TRUE,FALSE,,pre,-64.19067759273945,-16.688695039210504,2018-11-07,2018-12-10,-51.6981740185834,-17.57019809913984,86.02803473254582,98.49787621356542,-51.6981740185834,-17.57019809913984,86.02803473254582,98.49787621356542
2016-08-01,2016,8,BA,Bahia,Northeast,-3516,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,155,85.8878513616349,93.18928964242973,3,11349000,0.16,0.453,15316163.25,FALSE,TRUE,FALSE,,pre,-30.9807031456516,1.3657590977178606,2018-11-07,2018-12-10,-48.23591958589815,-16.33337003936882,86.24610407198588,97.95747960312615,-48.23591958589815,-16.33337003936882,86.24610407198588,97.95747960312615
2016-09-01,2016,9,BA,Bahia,Northeast,-331,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-1520,83.17757110445685,92.22748880518418,3,11349000,0.16,0.453,15321820,FALSE,TRUE,FALSE,,pre,-2.9165565248039473,-13.393250506652569,2018-11-07,2018-12-10,-41.593784379212906,-18.466142422712664,84.92211749867865,96.35506307804377,-41.593784379212906,-18.466142422712664,84.92211749867865,96.35506307804377
2016-10-01,2016,10,BA,Bahia,Northeast,-5601,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-1346,86.44859871410972,94.61979701493382,4,11406000,0.16699999999999998,0.4489999999999999,15327476.75,FALSE,TRUE,FALSE,,pre,-49.105733824303,-11.800806593021218,2018-11-07,2018-12-10,-45.30342279318997,-15.36157417779213,85.23364473019784,95.87146518443731,-45.30342279318997,-15.36157417779213,85.23364473019784,95.87146518443731
2016-11-01,2016,11,BA,Bahia,Northeast,-7547,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,585,91.68223789677512,98.56976664734681,4,11406000,0.16699999999999998,0.4489999999999999,15333133.5,FALSE,TRUE,FALSE,,pre,-66.1669296861301,5.128879537085744,2018-11-07,2018-12-10,-47.37009775983117,-9.244382338337067,86.29283371146701,95.74129544269337,-47.37009775983117,-9.244382338337067,86.29283371146701,95.74129544269337
2016-12-01,2016,12,BA,Bahia,Northeast,-16272,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-6285,113.08411043861148,101.25661967874443,4,11406000,0.16699999999999998,0.4489999999999999,15338790.25,FALSE,TRUE,FALSE,,pre,-142.66175697001577,-55.10257759074172,2018-11-07,2018-12-10,-59.33705962394065,-15.081781849137068,90.85669711291156,96.45755828807366,-59.33705962394065,-15.081781849137068,90.85669711291156,96.45755828807366
2017-01-01,2017,1,BA,Bahia,Northeast,-145,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-794,87.97317712591497,98.94681796216034,1,11491000,0.187,0.4570000000000001,15344447,FALSE,TRUE,FALSE,,pre,-1.2618571055608738,-6.909755460795405,2018-11-07,2018-12-10,-48.84892287607755,-13.451958586067883,91.37559110691717,96.46829662513322,-48.84892287607755,-13.451958586067883,91.37559110691717,96.46829662513322
2017-02-01,2017,2,BA,Bahia,Northeast,-1704,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-2660,79.13968589593965,90.64593461939396,1,11491000,0.187,0.4570000000000001,15300127.833333334,FALSE,TRUE,FALSE,,pre,-14.828996606039508,-23.148551039944305,2018-11-07,2018-12-10,-46.1569717861422,-17.537676942344913,90.25089686263463,96.04440412129392,-46.1569717861422,-17.537676942344913,90.25089686263463,96.04440412129392
2017-03-01,2017,3,BA,Bahia,Northeast,-2920,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-910,87.07867080568062,94.13099863706061,1,11491000,0.187,0.4570000000000001,15255808.666666666,FALSE,TRUE,FALSE,,pre,-25.411191367156906,-7.919241145244104,2018-11-07,2018-12-10,-49.906077593201026,-16.625342048776833,90.90108014617192,96.36165575993999,-49.906077593201026,-16.625342048776833,90.90108014617192,96.36165575993999
2017-04-01,2017,4,BA,Bahia,Northeast,7192,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-590,82.67856778800326,89.42606895806782,2,11440000,0.17600000000000002,0.45,15211489.5,FALSE,TRUE,FALSE,,pre,62.86713286713287,-5.1573426573426575,2018-11-07,2018-12-10,-31.243933144628382,-15.518098059497074,90.27274165848752,95.496034417129,-31.243933144628382,-15.518098059497074,90.27274165848752,95.496034417129
2017-05-01,2017,5,BA,Bahia,Northeast,2966,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-444,85.25539105734997,91.49966556319168,2,11440000,0.17600000000000002,0.45,15167170.333333334,FALSE,TRUE,FALSE,,pre,25.926573426573427,-3.8811188811188813,2018-11-07,2018-12-10,-15.895015959177794,-17.019764462531178,89.20160051858332,94.31768423643648,-15.895015959177794,-17.019764462531178,89.20160051858332,94.31768423643648
2017-06-01,2017,6,BA,Bahia,Northeast,-1290,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-291,86.95942659595227,89.51386138255036,2,11440000,0.17600000000000002,0.45,15122851.166666666,FALSE,TRUE,FALSE,,pre,-11.276223776223777,-2.5437062937062938,2018-11-07,2018-12-10,6.002572906454205,-8.25995257969194,84.84748654480678,92.36055785373746,6.002572906454205,-8.25995257969194,84.84748654480678,92.36055785373746
2017-07-01,2017,7,BA,Bahia,Northeast,847,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,646,85.4007807874528,90.73255141032273,3,11485000,0.168,0.453,15078532,FALSE,TRUE,FALSE,,pre,7.374836743578581,5.624727905964301,2018-11-07,2018-12-10,7.44202188131078,-6.170872018565324,84.41875382172977,90.99151342843119,7.44202188131078,-6.170872018565324,84.41875382172977,90.99151342843119
2017-08-01,2017,8,BA,Bahia,Northeast,2490,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,2267,86.77665759229048,92.54633300006037,3,11485000,0.168,0.453,15034212.833333334,FALSE,TRUE,FALSE,,pre,21.6804527644754,19.738789725729212,2018-11-07,2018-12-10,13.526930109729932,0.9770181090469294,85.69158243778823,91.3082464918756,13.526930109729932,0.9770181090469294,85.69158243778823,91.3082464918756
2017-09-01,2017,9,BA,Bahia,Northeast,2297,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,378,84.22822659395514,91.24195431311223,3,11485000,0.168,0.453,14989893.666666666,FALSE,TRUE,FALSE,,pre,20,3.2912494558119287,2018-11-07,2018-12-10,21.095462004256085,2.845433209222935,85.21650840250065,90.82673910455087,21.095462004256085,2.845433209222935,85.21650840250065,90.82673910455087
2017-10-01,2017,10,BA,Bahia,Northeast,-36,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-1380,84.69789733264932,97.02452451147344,4,11441000,0.151,0.45100000000000007,14945574.5,FALSE,TRUE,FALSE,,pre,-0.31465780963202516,-12.061882702560965,2018-11-07,2018-12-10,10.565163558128601,1.6946765350198838,85.55306332660832,92.0931483634518,10.565163558128601,1.6946765350198838,85.55306332660832,92.0931483634518
2017-11-01,2017,11,BA,Bahia,Northeast,-1146,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-653,97.34303430330552,92.38407789093816,4,11441000,0.151,0.45100000000000007,14901255.333333334,FALSE,TRUE,FALSE,,pre,-10.016606939952801,-5.707543046936457,2018-11-07,2018-12-10,4.574633497040897,1.390272507383621,87.56767053426759,92.24055041807621,4.574633497040897,1.390272507383621,87.56767053426759,92.24055041807621
2017-12-01,2017,12,BA,Bahia,Northeast,-12457,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-3354,117.03134341957941,98.21129564629307,4,11441000,0.151,0.45100000000000007,14856936.166666666,FALSE,TRUE,FALSE,,pre,-108.88034262739271,-29.315619264050344,2018-11-07,2018-12-10,-11.692719644820592,-3.0717129876737204,92.57965667153877,93.69012279536666,-11.692719644820592,-3.0717129876737204,92.57965667153877,93.69012279536666
2018-01-01,2018,1,BA,Bahia,Northeast,5547,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,1452,86.79720287867006,95.76560660172161,1,11498000,0.181,0.46,14812617,FALSE,TRUE,FALSE,,pre,48.24317272569142,12.628283179683423,2018-11-07,2018-12-10,-4.8813303144684514,-1.9044537753872002,92.81239368674166,94.52896532726648,-4.8813303144684514,-1.9044537753872002,92.81239368674166,94.52896532726648
2018-02-01,2018,2,BA,Bahia,Northeast,-36,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-215,77.86447184093338,82.76781087043821,1,11498000,0.181,0.46,14817654.25,FALSE,TRUE,FALSE,,pre,-0.31309793007479564,-1.8698904157244738,2018-11-07,2018-12-10,-8.546922096893484,-5.505900465629481,91.32702939484881,92.89921163899612,-8.546922096893484,-5.505900465629481,91.32702939484881,92.89921163899612
2018-03-01,2018,3,BA,Bahia,Northeast,4151,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,1093,87.71806275174528,87.56692382398415,1,11498000,0.181,0.46,14822691.5,FALSE,TRUE,FALSE,,pre,36.10193077056879,9.506001043659767,2018-11-07,2018-12-10,-5.863266968465353,-4.470108534321509,91.90866875448049,92.28670655747477,-5.863266968465353,-4.470108534321509,91.90866875448049,92.28670655747477
2018-04-01,2018,4,BA,Bahia,Northeast,1976,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-834,81.89688995623413,85.87283587298172,2,11515000,0.16699999999999998,0.46,14827728.75,FALSE,TRUE,FALSE,,pre,17.16022579244464,-7.242726877985237,2018-11-07,2018-12-10,-2.9507863681192417,-3.6669158968922204,91.44183419174463,90.42809178439282,-2.9507863681192417,-3.6669158968922204,91.44183419174463,90.42809178439282
2018-05-01,2018,5,BA,Bahia,Northeast,5935,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-411,84.24925451565673,82.67785280519868,2,11515000,0.16699999999999998,0.46,14832766,FALSE,TRUE,FALSE,,pre,51.54146765089014,-3.5692574902301346,2018-11-07,2018-12-10,7.308892730354582,-3.3105349707745,89.25953756046984,88.81038760343624,7.308892730354582,-3.3105349707745,89.25953756046984,88.81038760343624
2018-06-01,2018,6,BA,Bahia,Northeast,-1763,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-664,87.90510890291581,88.87537745129542,2,11515000,0.16699999999999998,0.46,14837803.25,FALSE,TRUE,FALSE,,pre,-15.310464611376466,-5.766391663048198,2018-11-07,2018-12-10,22.903872399690623,0.6143362960591912,84.4051651410259,87.2544012376033,22.903872399690623,0.6143362960591912,84.4051651410259,87.2544012376033
2018-07-01,2018,7,BA,Bahia,Northeast,1672,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-376,82.883779334138,94.5488523916055,3,11604000,0.16399999999999998,0.4489999999999999,14842840.5,FALSE,TRUE,FALSE,,pre,14.408824543260945,-3.2402619786280593,2018-11-07,2018-12-10,17.264814369285542,-2.030421230326056,83.75292788360389,87.05160886925061,17.264814369285542,-2.030421230326056,83.75292788360389,87.05160886925061
