period_date,year,month,state_abbrev,state_name,macroregion,formal_hiring_balance,post_2020_caged_dummy,caged_method_break_dummy,source_regime,source_component,series_version,formal_hiring_balance_construction,retail_volume_index,services_volume_index,quarter,pnadc_population,unemployment_rate_pnadc,formalization_rate_pnadc,resident_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,formal_hiring_balance_per_100k_wap,formal_hiring_balance_construction_per_100k_wap,instability_start_date,removal_date,formal_hiring_balance_per_100k_wap_ma6_clean,formal_hiring_balance_construction_per_100k_wap_ma6_clean,retail_volume_index_ma6_clean,services_volume_index_ma6_clean,formal_hiring_balance_per_100k_wap_ma6_visual,formal_hiring_balance_construction_per_100k_wap_ma6_visual,retail_volume_index_ma6_visual,services_volume_index_ma6_visual
2017-10-01,2017,10,AC,Acre,North,-216,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,33,103.21834415532226,88.60278625445861,4,596000,0.123,0.464,859353.5,FALSE,TRUE,FALSE,,pre,-36.241610738255034,5.5369127516778525,2018-11-07,2018-12-10,23.217129645243368,17.645320187814537,101.19311286593091,93.54677496359253,23.217129645243368,17.645320187814537,101.19311286593091,93.54677496359253
2017-11-01,2017,11,AC,Acre,North,-343,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-212,107.60304036741395,96.93263834658752,4,596000,0.123,0.464,862657.3333333334,FALSE,TRUE,FALSE,,pre,-57.5503355704698,-35.57046979865772,2018-11-07,2018-12-10,8.041934130008732,8.28307270880877,102.55274029099797,93.81737020489349,8.041934130008732,8.28307270880877,102.55274029099797,93.81737020489349
2017-12-01,2017,12,AC,Acre,North,-392,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-130,137.4186454041043,102.04143865749755,4,596000,0.123,0.464,865961.1666666666,FALSE,TRUE,FALSE,,pre,-65.77181208053692,-21.812080536912752,2018-11-07,2018-12-10,-9.927293064876958,-1.9407720931278314,109.7597331137601,94.92140582466239,-9.927293064876958,-1.9407720931278314,109.7597331137601,94.92140582466239
2018-01-01,2018,1,AC,Acre,North,-369,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-91,99.55813158885265,81.84341364932816,1,603000,0.146,0.469,869265,FALSE,TRUE,FALSE,,pre,-61.19402985074627,-15.091210613598673,2018-11-07,2018-12-10,-26.79854817958816,-7.86189234335631,109.07128847230672,93.29715056162004,-26.79854817958816,-7.86189234335631,109.07128847230672,93.29715056162004
2018-02-01,2018,2,AC,Acre,North,-428,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-155,93.73869079331719,89.62295064667393,1,603000,0.146,0.469,870320.8333333334,FALSE,TRUE,FALSE,,pre,-70.97844112769486,-25.70480928689884,2018-11-07,2018-12-10,-42.564636776247525,-14.85401159078194,107.25091046976901,91.88267192176403,-42.564636776247525,-14.85401159078194,107.25091046976901,91.88267192176403
2018-03-01,2018,3,AC,Acre,North,-157,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-52,106.38962220707364,87.19212848909523,1,603000,0.146,0.469,871376.6666666666,FALSE,TRUE,FALSE,,pre,-26.036484245439468,-8.623548922056385,2018-11-07,2018-12-10,-52.962118935523726,-16.87753440107442,107.98774575268067,91.0392260072735,-52.962118935523726,-16.87753440107442,107.98774575268067,91.0392260072735
2018-04-01,2018,4,AC,Acre,North,230,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,49,99.13283919068421,82.93497381063455,2,603000,0.13699999999999998,0.489,872432.5,FALSE,TRUE,FALSE,,pre,38.14262023217247,8.12603648424544,2018-11-07,2018-12-10,-40.56474710711914,-16.44601377897982,107.30682825857433,90.0945905999695,-40.56474710711914,-16.44601377897982,107.30682825857433,90.0945905999695
2018-05-01,2018,5,AC,Acre,North,-191,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-5,108.32117137501308,91.99373049079679,2,603000,0.13699999999999998,0.489,873488.3333333334,FALSE,TRUE,FALSE,,pre,-31.674958540630183,-0.8291873963515755,2018-11-07,2018-12-10,-36.25218426881254,-10.655800045262131,107.42651675984084,89.27143929067103,-36.25218426881254,-10.655800045262131,107.42651675984084,89.27143929067103
2018-06-01,2018,6,AC,Acre,North,189,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,198,103.23111372932388,90.32175220209736,2,603000,0.13699999999999998,0.489,874544.1666666666,FALSE,TRUE,FALSE,,pre,31.34328358208955,32.83582089552239,2018-11-07,2018-12-10,-20.06633499170813,-1.5478164731896074,101.7285948140441,87.318158214771,-20.06633499170813,-1.5478164731896074,101.7285948140441,87.318158214771
2018-07-01,2018,7,AC,Acre,North,371,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,294,102.0611095486708,88.02337792961004,3,610000,0.133,0.497,875600,FALSE,TRUE,FALSE,,pre,60.81967213114754,48.19672131147541,2018-11-07,2018-12-10,0.26928200527417445,9.000172180989406,102.14575780734714,88.34815226148464,0.26928200527417445,9.000172180989406,102.14575780734714,88.34815226148464
2018-08-01,2018,8,AC,Acre,North,-172,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,108,109.30361841889527,89.61459930671143,3,610000,0.133,0.497,876655.8333333334,FALSE,TRUE,FALSE,,pre,-28.19672131147541,17.704918032786885,2018-11-07,2018-12-10,7.39956864131075,16.23512673427036,104.73991241161015,88.3467603714909,7.39956864131075,16.23512673427036,104.73991241161015,88.3467603714909
2018-09-01,2018,9,AC,Acre,North,285,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,108.77090985593787,86.3926559881109,3,610000,0.133,0.497,877711.6666666666,FALSE,TRUE,FALSE,,pre,46.721311475409834,0,2018-11-07,2018-12-10,19.525867928118966,17.672384887946425,105.13679368642084,88.21351495466018,19.525867928118966,17.672384887946425,105.13679368642084,88.21351495466018
2018-10-01,2018,10,AC,Acre,North,207,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-105,112.5221168893112,88.0063386488369,4,620000,0.133,0.494,878767.5,FALSE,TRUE,FALSE,,pre,33.38709677419355,-16.93548387096774,2018-11-07,2018-12-10,18.73328068512248,13.495464828744227,107.36833996952535,89.0587424276939,18.73328068512248,13.495464828744227,107.36833996952535,89.0587424276939
2018-11-01,2018,11,AC,Acre,North,-304,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-250,125.09410327306172,87.3700174886884,4,620000,0.133,0.494,879823.3333333334,FALSE,TRUE,FALSE,,crisis,-49.03225806451613,-40.32258064516129,2018-11-07,2018-12-10,-49.03225806451613,-40.32258064516129,125.09410327306172,87.3700174886884,-49.03225806451613,-40.32258064516129,125.09410327306172,87.3700174886884
2018-12-01,2018,12,AC,Acre,North,-711,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-221,143.15120680190068,100.3425413982654,4,620000,0.133,0.494,880879.1666666666,FALSE,TRUE,FALSE,,crisis,-114.6774193548387,-35.645161290322584,2018-11-07,2018-12-10,-81.85483870967741,-37.983870967741936,134.1226550374812,93.8562794434769,-81.85483870967741,-37.983870967741936,134.1226550374812,93.8562794434769
2019-01-01,2019,1,AC,Acre,North,-777,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,106.82719551478039,71.48956246256454,1,622000,0.182,0.48,881935,FALSE,TRUE,FALSE,,post,-124.91961414790997,0,2018-11-07,2018-12-10,-124.91961414790997,0,106.82719551478039,71.48956246256454,-124.91961414790997,0,106.82719551478039,71.48956246256454
2019-02-01,2019,2,AC,Acre,North,41,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-33,101.06795046536932,77.12914592174413,1,622000,0.182,0.48,882979.5833333334,FALSE,TRUE,FALSE,,post,6.591639871382637,-5.305466237942122,2018-11-07,2018-12-10,-59.163987138263664,-2.652733118971061,103.94757299007486,74.30935419215433,-59.163987138263664,-2.652733118971061,103.94757299007486,74.30935419215433
2019-03-01,2019,3,AC,Acre,North,-317,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,111.68090673491508,78.76377971093811,1,622000,0.182,0.48,884024.1666666666,FALSE,TRUE,FALSE,,post,-50.964630225080384,0,2018-11-07,2018-12-10,-56.43086816720257,-1.7684887459807073,106.5253509050216,75.79416269841559,-56.43086816720257,-1.7684887459807073,106.5253509050216,75.79416269841559
2019-04-01,2019,4,AC,Acre,North,377,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,58,104.85306824057776,81.1832848021624,2,620000,0.138,0.492,885068.75,FALSE,TRUE,FALSE,,post,60.806451612903224,9.35483870967742,2018-11-07,2018-12-10,-27.121538222176124,1.0123431179338245,106.10728023891063,77.14144322435229,-27.121538222176124,1.0123431179338245,106.10728023891063,77.14144322435229
2019-05-01,2019,5,AC,Acre,North,371,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,304,115.27836449662351,85.57742692850452,2,620000,0.138,0.492,886113.3333333334,FALSE,TRUE,FALSE,,post,59.83870967741935,49.03225806451613,2018-11-07,2018-12-10,-9.729488642257028,10.616326107250286,107.94149709045321,78.82863996518275,-9.729488642257028,10.616326107250286,107.94149709045321,78.82863996518275
2019-06-01,2019,6,AC,Acre,North,247,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,131,109.24036209007964,78.16661341701898,2,620000,0.138,0.492,887157.9166666666,FALSE,TRUE,FALSE,,post,39.83870967741935,21.129032258064516,2018-11-07,2018-12-10,-1.4681222556442977,12.368443799052656,108.15797459039095,78.71830220715545,-1.4681222556442977,12.368443799052656,108.15797459039095,78.71830220715545
2019-07-01,2019,7,AC,Acre,North,201,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,129,117.04825574434723,86.07305803144179,3,623000,0.131,0.492,888202.5,FALSE,TRUE,FALSE,,post,32.263242375601926,20.70626003210273,2018-11-07,2018-12-10,24.729020498274352,15.819487137736445,109.8614846286521,81.14888480196832,24.729020498274352,15.819487137736445,109.8614846286521,81.14888480196832
2019-08-01,2019,8,AC,Acre,North,260,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,108,116.77900162506654,81.42110694736874,3,623000,0.131,0.492,889247.0833333334,FALSE,TRUE,FALSE,,post,41.73354735152488,17.335473515248797,2018-11-07,2018-12-10,30.586005078298058,19.592977096601597,112.47999315526829,81.86421163957243,30.586005078298058,19.592977096601597,112.47999315526829,81.86421163957243
2019-09-01,2019,9,AC,Acre,North,492,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,83,113.03284841101106,86.45284385869023,3,623000,0.131,0.492,890291.6666666666,FALSE,TRUE,FALSE,,post,78.97271268057784,13.32263242375602,2018-11-07,2018-12-10,52.242228895907765,21.81341583389427,112.70531676795096,83.14572233086444,52.242228895907765,21.81341583389427,112.70531676795096,83.14572233086444
2019-10-01,2019,10,AC,Acre,North,-367,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-239,117.38912492668426,83.43232430709351,4,629000,0.138,0.506,891336.25,FALSE,TRUE,FALSE,,post,-58.34658187599364,-37.99682034976153,2018-11-07,2018-12-10,32.38338998109162,13.921472657321111,114.79465954896871,83.52056224835296,32.38338998109162,13.921472657321111,114.79465954896871,83.52056224835296
2019-11-01,2019,11,AC,Acre,North,-613,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-254,131.4644746721994,85.33950471277576,4,629000,0.138,0.506,892380.8333333334,FALSE,TRUE,FALSE,,post,-97.45627980922099,-40.38155802861685,2018-11-07,2018-12-10,6.167558399984895,-0.9808300248677195,117.49234457823135,83.4809085457315,6.167558399984895,-0.9808300248677195,117.49234457823135,83.4809085457315
2019-12-01,2019,12,AC,Acre,North,-559,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-20,151.50371700052094,93.38230905998483,4,629000,0.138,0.506,893425.4166666666,FALSE,TRUE,FALSE,,post,-88.87122416534181,-3.179650238473768,2018-11-07,2018-12-10,-15.2840972404753,-5.0322771076241,124.53623706330491,86.01685781955915,-15.2840972404753,-5.0322771076241,124.53623706330491,86.01685781955915
2015-11-01,2015,11,AL,Alagoas,Northeast,3140,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,0,100,100,4,2421000,0.114,0.5389999999999999,3355957.8333333335,FALSE,TRUE,FALSE,,pre,129.69847170590666,0,2018-11-07,2018-12-10,,,,,,,,
2015-12-01,2015,12,AL,Alagoas,Northeast,-1216,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-1060,131.02836328541804,104.57056965603172,4,2421000,0.114,0.5389999999999999,3357460.4166666665,FALSE,TRUE,FALSE,,pre,-50.227178851714164,-43.78356051218505,2018-11-07,2018-12-10,,,,,,,,
2016-01-01,2016,1,AL,Alagoas,Northeast,-1942,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,140,95.47872310817394,107.36583949162912,1,2428000,0.129,0.536,3358963,FALSE,TRUE,FALSE,,pre,-79.9835255354201,5.766062602965404,2018-11-07,2018-12-10,,,,,,,,
2016-02-01,2016,2,AL,Alagoas,Northeast,-10085,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-434,86.17021007430849,100.49794251683892,1,2428000,0.129,0.536,3360368,FALSE,TRUE,FALSE,,pre,-415.36243822075784,-17.874794069192752,2018-11-07,2018-12-10,,,,,,,,
2016-03-01,2016,3,AL,Alagoas,Northeast,-9872,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-522,92.37587868315205,102.61485087475414,1,2428000,0.129,0.536,3361773,FALSE,TRUE,FALSE,,pre,-406.58978583196046,-21.499176276771006,2018-11-07,2018-12-10,,,,,,,,
2016-04-01,2016,4,AL,Alagoas,Northeast,-7102,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-430,88.2092174984771,94.25660043787735,2,2431000,0.141,0.515,3363178,FALSE,TRUE,FALSE,,pre,-292.14315096668037,-17.688194158782395,2018-11-07,2018-12-10,-185.76793461677104,-15.846610402327633,98.87706544158827,101.55096716285522,-185.76793461677104,-15.846610402327633,98.87706544158827,101.55096716285522
2016-05-01,2016,5,AL,Alagoas,Northeast,-813,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-642,88.47517674869042,96.26223638449383,2,2431000,0.141,0.515,3364583,FALSE,TRUE,FALSE,,pre,-33.44302756067462,-26.408885232414644,2018-11-07,2018-12-10,-212.95818449453458,-20.24809127439674,96.95626156637,100.92800656027084,-212.95818449453458,-20.24809127439674,96.95626156637,100.92800656027084
2016-06-01,2016,6,AL,Alagoas,Northeast,-904,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-778,85.63829157388186,96.350246624725,2,2431000,0.141,0.515,3365988,FALSE,TRUE,FALSE,,pre,-37.18634306869601,-32.00329082682024,2018-11-07,2018-12-10,-210.78471186403158,-18.284712993502605,89.3912496144473,99.55795272171973,-210.78471186403158,-18.284712993502605,89.3912496144473,99.55795272171973
2016-07-01,2016,7,AL,Alagoas,Northeast,-1548,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-724,87.67729899805047,95.99351259697356,3,2451000,0.149,0.5229999999999999,3367393,FALSE,TRUE,FALSE,,pre,-63.1578947368421,-29.538963688290494,2018-11-07,2018-12-10,-207.98044006426858,-24.168884042045256,88.09101226276006,97.6625649059438,-207.98044006426858,-24.168884042045256,88.09101226276006,97.6625649059438
2016-08-01,2016,8,AL,Alagoas,Northeast,4099,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-341,88.29787395541491,95.78537203576198,3,2451000,0.149,0.5229999999999999,3368798,FALSE,TRUE,FALSE,,pre,167.23786209710323,-13.912688698490411,2018-11-07,2018-12-10,-110.88039001129172,-23.508533146928198,88.44562290961113,96.87713649243098,-110.88039001129172,-23.508533146928198,88.44562290961113,96.87713649243098
2016-09-01,2016,9,AL,Alagoas,Northeast,13395,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-85,85.72694803081966,94.14649621420864,3,2451000,0.149,0.5229999999999999,3370203,FALSE,TRUE,FALSE,,pre,546.5116279069767,-3.4679722562219504,2018-11-07,2018-12-10,47.96984561186448,-20.50333247683669,87.33746780088907,95.46574404900673,47.96984561186448,-20.50333247683669,87.33746780088907,95.46574404900673
2016-10-01,2016,10,AL,Alagoas,Northeast,5832,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-413,92.28723234681435,98.00525359372608,4,2453000,0.15,0.55,3371608,FALSE,TRUE,FALSE,,pre,237.7496942519364,-16.836526701997553,2018-11-07,2018-12-10,136.28531981496727,-20.361387900705882,88.01713694227861,96.09051957498151,136.28531981496727,-20.361387900705882,88.01713694227861,96.09051957498151
2016-11-01,2016,11,AL,Alagoas,Northeast,284,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-568,95.47872310817394,96.71643789320308,4,2453000,0.15,0.55,3373013,FALSE,TRUE,FALSE,,pre,11.577660008153282,-23.155320016306565,2018-11-07,2018-12-10,143.78876774310527,-19.819127031354537,89.1843946688592,96.16621982643306,143.78876774310527,-19.819127031354537,89.1843946688592,96.16621982643306
2016-12-01,2016,12,AL,Alagoas,Northeast,-1993,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,-316,123.6702113393835,103.70743136973859,4,2453000,0.15,0.55,3374418,FALSE,TRUE,FALSE,,pre,-81.24745209947004,-12.882185079494496,2018-11-07,2018-12-10,136.44524957130957,-16.63227607346691,95.52304796310948,97.39241728393532,136.44524957130957,-16.63227607346691,95.52304796310948,97.39241728393532
2017-01-01,2017,1,AL,Alagoas,Northeast,-6706,0,0,old_caged,complete,old_complete_novo_mov_for_exc_v1,53,100.51505758064827,111.87083826807957,1,2465000,0.177,0.5509999999999999,3375823,FALSE,TRUE,FALSE,,pre,-272.04868154158214,2.150101419878296,2018-11-07,2018-12-10,101.63011843718624,-11.350765222105446,97.66267439354243,100.03863822911966,101.63011843718624,-11.350765222105446,97.66267439354243,100.03863822911966
