competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance_construction,source_archive,source_status
201608,2016-08-01,2016,8,23,CE,Ceara,Northeast,-1203,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,53,DF,Distrito Federal,Center-West,-702,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,32,ES,Espirito Santo,Southeast,-668,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,52,GO,Goias,Center-West,693,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,21,MA,Maranhao,Northeast,-450,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,31,MG,Minas Gerais,Southeast,-544,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,50,MS,Mato Grosso do Sul,Center-West,616,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,51,MT,Mato Grosso,Center-West,-149,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,15,PA,Para,North,-3427,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,25,PB,Paraiba,Northeast,-284,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,26,PE,Pernambuco,Northeast,-248,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,22,PI,Piaui,Northeast,-345,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,41,PR,Parana,South,-220,CAGEDEST_082016.7z,integrity_ok
