competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance_construction,source_archive,source_status
201608,2016-08-01,2016,8,33,RJ,Rio de Janeiro,Southeast,-7234,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,24,RN,Rio Grande do Norte,Northeast,-765,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,11,RO,Rondonia,North,-414,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,14,RR,Roraima,North,-11,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,43,RS,Rio Grande do Sul,South,-854,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,42,SC,Santa Catarina,South,-558,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,28,SE,Sergipe,Northeast,-827,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,35,SP,Sao Paulo,Southeast,-5920,CAGEDEST_082016.7z,integrity_ok
201608,2016-08-01,2016,8,17,TO,Tocantins,North,158,CAGEDEST_082016.7z,integrity_ok
201609,2016-09-01,2016,9,12,AC,Acre,North,22,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,27,AL,Alagoas,Northeast,-85,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,13,AM,Amazonas,North,-308,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,16,AP,Amapa,North,-156,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,29,BA,Bahia,Northeast,-1520,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,23,CE,Ceara,Northeast,-1190,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,53,DF,Distrito Federal,Center-West,-378,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,32,ES,Espirito Santo,Southeast,-615,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,52,GO,Goias,Center-West,-652,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,21,MA,Maranhao,Northeast,-713,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,31,MG,Minas Gerais,Southeast,-1800,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,50,MS,Mato Grosso do Sul,Center-West,340,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,51,MT,Mato Grosso,Center-West,-477,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,15,PA,Para,North,-647,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,25,PB,Paraiba,Northeast,-150,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,26,PE,Pernambuco,Northeast,-803,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,22,PI,Piaui,Northeast,-607,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,41,PR,Parana,South,-1891,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,33,RJ,Rio de Janeiro,Southeast,-5358,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,24,RN,Rio Grande do Norte,Northeast,-14,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,11,RO,Rondonia,North,-385,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,14,RR,Roraima,North,26,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,43,RS,Rio Grande do Sul,South,-975,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,42,SC,Santa Catarina,South,-520,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,28,SE,Sergipe,Northeast,-777,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,35,SP,Sao Paulo,Southeast,-9619,CAGEDEST_092016.7z,integrity_ok
201609,2016-09-01,2016,9,17,TO,Tocantins,North,16,CAGEDEST_092016.7z,integrity_ok
201610,2016-10-01,2016,10,12,AC,Acre,North,-85,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,27,AL,Alagoas,Northeast,-413,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,13,AM,Amazonas,North,-32,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,16,AP,Amapa,North,49,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,29,BA,Bahia,Northeast,-1346,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,23,CE,Ceara,Northeast,-1942,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,53,DF,Distrito Federal,Center-West,-905,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,32,ES,Espirito Santo,Southeast,-558,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,52,GO,Goias,Center-West,-2026,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,21,MA,Maranhao,Northeast,-321,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,31,MG,Minas Gerais,Southeast,-1151,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,50,MS,Mato Grosso do Sul,Center-West,37,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,51,MT,Mato Grosso,Center-West,-682,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,15,PA,Para,North,-2865,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,25,PB,Paraiba,Northeast,-547,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,26,PE,Pernambuco,Northeast,-1736,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,22,PI,Piaui,Northeast,92,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,41,PR,Parana,South,-1482,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,33,RJ,Rio de Janeiro,Southeast,-7282,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,24,RN,Rio Grande do Norte,Northeast,-662,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,11,RO,Rondonia,North,-586,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,14,RR,Roraima,North,60,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,43,RS,Rio Grande do Sul,South,-1082,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,42,SC,Santa Catarina,South,-870,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,28,SE,Sergipe,Northeast,-816,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,35,SP,Sao Paulo,Southeast,-8021,CAGEDEST_102016.7z,integrity_ok
201610,2016-10-01,2016,10,17,TO,Tocantins,North,-226,CAGEDEST_102016.7z,integrity_ok
201611,2016-11-01,2016,11,12,AC,Acre,North,-166,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,27,AL,Alagoas,Northeast,-568,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,13,AM,Amazonas,North,-652,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,16,AP,Amapa,North,-189,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,29,BA,Bahia,Northeast,585,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,23,CE,Ceara,Northeast,-1105,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,53,DF,Distrito Federal,Center-West,-959,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,32,ES,Espirito Santo,Southeast,-1195,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,52,GO,Goias,Center-West,-2422,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,21,MA,Maranhao,Northeast,-1461,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,31,MG,Minas Gerais,Southeast,-7437,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,50,MS,Mato Grosso do Sul,Center-West,197,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,51,MT,Mato Grosso,Center-West,-2388,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,15,PA,Para,North,-2869,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,25,PB,Paraiba,Northeast,-1133,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,26,PE,Pernambuco,Northeast,-2534,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,22,PI,Piaui,Northeast,-869,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,41,PR,Parana,South,-3179,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,33,RJ,Rio de Janeiro,Southeast,-7107,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,24,RN,Rio Grande do Norte,Northeast,-696,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,11,RO,Rondonia,North,-478,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,14,RR,Roraima,North,30,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,43,RS,Rio Grande do Sul,South,-2288,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,42,SC,Santa Catarina,South,-2183,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,28,SE,Sergipe,Northeast,-589,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,35,SP,Sao Paulo,Southeast,-11340,CAGEDEST_112016.7z,integrity_ok
201611,2016-11-01,2016,11,17,TO,Tocantins,North,-836,CAGEDEST_112016.7z,integrity_ok
201612,2016-12-01,2016,12,12,AC,Acre,North,-324,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,27,AL,Alagoas,Northeast,-316,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,13,AM,Amazonas,North,-1089,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,16,AP,Amapa,North,35,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,29,BA,Bahia,Northeast,-6285,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,23,CE,Ceara,Northeast,-3549,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,53,DF,Distrito Federal,Center-West,-1885,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,32,ES,Espirito Santo,Southeast,-1691,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,52,GO,Goias,Center-West,-3928,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,21,MA,Maranhao,Northeast,-1886,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,31,MG,Minas Gerais,Southeast,-11222,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,50,MS,Mato Grosso do Sul,Center-West,-988,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,51,MT,Mato Grosso,Center-West,-4578,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,15,PA,Para,North,-4612,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,25,PB,Paraiba,Northeast,-490,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,26,PE,Pernambuco,Northeast,-2508,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,22,PI,Piaui,Northeast,-1306,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,41,PR,Parana,South,-5196,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,33,RJ,Rio de Janeiro,Southeast,-7726,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,24,RN,Rio Grande do Norte,Northeast,-845,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,11,RO,Rondonia,North,-944,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,14,RR,Roraima,North,-81,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,43,RS,Rio Grande do Sul,South,-3195,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,42,SC,Santa Catarina,South,-3775,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,28,SE,Sergipe,Northeast,-1018,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,35,SP,Sao Paulo,Southeast,-16682,CAGEDEST_122016.7z,integrity_ok
201612,2016-12-01,2016,12,17,TO,Tocantins,North,-684,CAGEDEST_122016.7z,integrity_ok
201701,2017-01-01,2017,1,12,AC,Acre,North,-54,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,27,AL,Alagoas,Northeast,53,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,13,AM,Amazonas,North,-489,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,16,AP,Amapa,North,-93,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,29,BA,Bahia,Northeast,-794,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,23,CE,Ceara,Northeast,-1015,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,53,DF,Distrito Federal,Center-West,-442,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,32,ES,Espirito Santo,Southeast,119,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,52,GO,Goias,Center-West,279,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,21,MA,Maranhao,Northeast,-1368,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,31,MG,Minas Gerais,Southeast,1123,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,50,MS,Mato Grosso do Sul,Center-West,370,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,51,MT,Mato Grosso,Center-West,-327,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,15,PA,Para,North,-979,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,25,PB,Paraiba,Northeast,10,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,26,PE,Pernambuco,Northeast,-157,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,22,PI,Piaui,Northeast,-240,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,41,PR,Parana,South,1594,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,33,RJ,Rio de Janeiro,Southeast,-2458,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,24,RN,Rio Grande do Norte,Northeast,-276,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,11,RO,Rondonia,North,-149,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,14,RR,Roraima,North,57,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,43,RS,Rio Grande do Sul,South,809,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,42,SC,Santa Catarina,South,1690,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,28,SE,Sergipe,Northeast,-43,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,35,SP,Sao Paulo,Southeast,1839,CAGEDEST_012017.7z,integrity_ok
201701,2017-01-01,2017,1,17,TO,Tocantins,North,-255,CAGEDEST_012017.7z,integrity_ok
201702,2017-02-01,2017,2,12,AC,Acre,North,20,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,27,AL,Alagoas,Northeast,-307,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,13,AM,Amazonas,North,-416,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,16,AP,Amapa,North,103,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,29,BA,Bahia,Northeast,-2660,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,23,CE,Ceara,Northeast,1115,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,53,DF,Distrito Federal,Center-West,10,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,32,ES,Espirito Santo,Southeast,-1002,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,52,GO,Goias,Center-West,-349,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,21,MA,Maranhao,Northeast,-1108,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,31,MG,Minas Gerais,Southeast,-1121,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,50,MS,Mato Grosso do Sul,Center-West,160,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,51,MT,Mato Grosso,Center-West,-378,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,15,PA,Para,North,-2387,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,25,PB,Paraiba,Northeast,154,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,26,PE,Pernambuco,Northeast,-291,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,22,PI,Piaui,Northeast,-425,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,41,PR,Parana,South,1127,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,33,RJ,Rio de Janeiro,Southeast,-1971,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,24,RN,Rio Grande do Norte,Northeast,58,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,11,RO,Rondonia,North,-126,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,14,RR,Roraima,North,188,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,43,RS,Rio Grande do Sul,South,68,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,42,SC,Santa Catarina,South,490,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,28,SE,Sergipe,Northeast,-137,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,35,SP,Sao Paulo,Southeast,-4765,CAGEDEST_022017.7z,integrity_ok
201702,2017-02-01,2017,2,17,TO,Tocantins,North,189,CAGEDEST_022017.7z,integrity_ok
201703,2017-03-01,2017,3,12,AC,Acre,North,-41,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,27,AL,Alagoas,Northeast,-269,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,13,AM,Amazonas,North,-397,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,16,AP,Amapa,North,1,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,29,BA,Bahia,Northeast,-910,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,23,CE,Ceara,Northeast,-1515,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,53,DF,Distrito Federal,Center-West,-188,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,32,ES,Espirito Santo,Southeast,672,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,52,GO,Goias,Center-West,61,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,21,MA,Maranhao,Northeast,-821,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,31,MG,Minas Gerais,Southeast,988,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,50,MS,Mato Grosso do Sul,Center-West,428,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,51,MT,Mato Grosso,Center-West,-174,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,15,PA,Para,North,-161,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,25,PB,Paraiba,Northeast,4,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,26,PE,Pernambuco,Northeast,-165,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,22,PI,Piaui,Northeast,-272,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,41,PR,Parana,South,-554,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,33,RJ,Rio de Janeiro,Southeast,-935,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,24,RN,Rio Grande do Norte,Northeast,448,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,11,RO,Rondonia,North,-312,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,14,RR,Roraima,North,27,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,43,RS,Rio Grande do Sul,South,-635,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,42,SC,Santa Catarina,South,-36,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,28,SE,Sergipe,Northeast,-415,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,35,SP,Sao Paulo,Southeast,-4950,CAGEDEST_032017.7z,integrity_ok
201703,2017-03-01,2017,3,17,TO,Tocantins,North,-86,CAGEDEST_032017.7z,integrity_ok
201704,2017-04-01,2017,4,12,AC,Acre,North,42,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,27,AL,Alagoas,Northeast,-20,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,13,AM,Amazonas,North,-238,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,16,AP,Amapa,North,48,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,29,BA,Bahia,Northeast,-590,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,23,CE,Ceara,Northeast,-580,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,53,DF,Distrito Federal,Center-West,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,32,ES,Espirito Santo,Southeast,368,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,52,GO,Goias,Center-West,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,21,MA,Maranhao,Northeast,312,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,31,MG,Minas Gerais,Southeast,346,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,50,MS,Mato Grosso do Sul,Center-West,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,51,MT,Mato Grosso,Center-West,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,15,PA,Para,North,-1186,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,25,PB,Paraiba,Northeast,-171,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,26,PE,Pernambuco,Northeast,-1104,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,22,PI,Piaui,Northeast,-486,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,41,PR,Parana,South,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,33,RJ,Rio de Janeiro,Southeast,-932,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,24,RN,Rio Grande do Norte,Northeast,-269,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,11,RO,Rondonia,North,-54,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,14,RR,Roraima,North,-108,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,43,RS,Rio Grande do Sul,South,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,42,SC,Santa Catarina,South,0,implicit_zero_fill,implicit_zero_fill
201704,2017-04-01,2017,4,28,SE,Sergipe,Northeast,-198,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,35,SP,Sao Paulo,Southeast,295,CAGEDEST_042017.7z,salvaged_exit_2
201704,2017-04-01,2017,4,17,TO,Tocantins,North,234,CAGEDEST_042017.7z,salvaged_exit_2
201705,2017-05-01,2017,5,12,AC,Acre,North,123,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,27,AL,Alagoas,Northeast,-31,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,13,AM,Amazonas,North,-134,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,16,AP,Amapa,North,-45,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,29,BA,Bahia,Northeast,-444,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,23,CE,Ceara,Northeast,340,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,53,DF,Distrito Federal,Center-West,382,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,32,ES,Espirito Santo,Southeast,169,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,52,GO,Goias,Center-West,892,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,21,MA,Maranhao,Northeast,271,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,31,MG,Minas Gerais,Southeast,1151,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,50,MS,Mato Grosso do Sul,Center-West,-849,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,51,MT,Mato Grosso,Center-West,644,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,15,PA,Para,North,200,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,25,PB,Paraiba,Northeast,63,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,26,PE,Pernambuco,Northeast,-906,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,22,PI,Piaui,Northeast,22,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,41,PR,Parana,South,923,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,33,RJ,Rio de Janeiro,Southeast,-1355,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,24,RN,Rio Grande do Norte,Northeast,-215,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,11,RO,Rondonia,North,90,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,14,RR,Roraima,North,132,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,43,RS,Rio Grande do Sul,South,-844,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,42,SC,Santa Catarina,South,-202,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,28,SE,Sergipe,Northeast,-343,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,35,SP,Sao Paulo,Southeast,-4880,CAGEDEST_052017.7z,integrity_ok
201705,2017-05-01,2017,5,17,TO,Tocantins,North,377,CAGEDEST_052017.7z,integrity_ok
201706,2017-06-01,2017,6,12,AC,Acre,North,236,CAGEDEST_062017.7z,salvaged_exit_2
201706,2017-06-01,2017,6,27,AL,Alagoas,Northeast,-198,CAGEDEST_062017.7z,salvaged_exit_2
