outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
retail,Retail volume,consumption,0.8447353842225266,22,0.4090909090909091,0.045454545454545456
services,Services volume,consumption,1.1961666739507046,22,0.5,0.5
formal_hiring,Formal hiring,labor_market,0.9346096491978955,22,0.6363636363636364,1
construction,Construction,labor_market,0.6647497137755385,22,1,0.7272727272727273
icms_siconfi,ICMS,public_sector,0.45457059439769465,21,1,1
tax_siconfi,Tax revenue,public_sector,0.7918888293163119,22,0.8636363636363636,0.9090909090909091
investment_siconfi,Public investment,public_sector,1.019681711337845,22,0.8181818181818182,1
totalexp_siconfi,Total expenditure,public_sector,1.0698800793159844,22,0.6363636363636364,1
