outcome,label,channel,short_label,mean_gap_post,mean_gap_pre,augmented_rmspe_pre,augmented_rmspe_post,donor_count
formal_hiring_balance_sa_per_100k_wap,Formal hiring balance per 100k WAP,Formal labor market,Formal hiring,-2.3312537359071595,3.248329916970503,44.646943871048784,36.10269542782508,24
formal_hiring_balance_construction_sa_per_100k_wap,Construction hiring per 100k WAP,Formal labor market,Construction,-3.4331841676179735,0.688655863318916,19.065550027017245,11.832940383689907,24
retail_volume_index_sa,Retail volume index,Household consumption,Retail,5.148360158194966,-0.15726003761755022,1.1443084885137131,6.581974092634549,24
services_volume_index_sa,Services volume index,Household consumption,Services,5.677663922520123,0.1164290047436906,1.0105446242424754,6.468042908830023,24
state_tax_revenue_real_pc_sa,"Own tax revenue, real per capita",State public finances,Own tax revenue,46.95334125413226,-2.2388509840100463e-4,0.08359951043203798,50.43212131725661,24
icms_revenue_real_pc_sa,"ICMS revenue, real per capita",State public finances,ICMS,47.97749925505392,0.07599283788653517,0.5532995085449225,52.16099839496528,24
public_investment_liquidated_real_pc_sa,"Public investment, real per capita",State public finances,Public investment,-4.830087006386304,-0.00425489953796619,0.01404404022909249,18.266975219542225,24
liquidated_expenditure_total_real_pc_sa,"Total liquidated expenditure, real pc",State public finances,Total expenditure,-22.081099507317237,-0.00861838898385615,0.11233956831111724,85.46835119667212,24
