state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2017-08-01,2017,8,100,99.99999999999999,-2.82713390030265,1.27806528938005,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2017-09-01,2017,9,100.15406588913665,97.79771660912334,-6.95368596304344,-1.71919912415374,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2017-10-01,2017,10,97.60660074740166,93.05282369937527,-11.1772116521408,11.35747352505,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2017-11-01,2017,11,95.20830954490248,99.75732458141557,0.077563601484675,0.91986825650082,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2017-12-01,2017,12,99.62250179272323,96.59741629581231,10.6925408728599,22.3183426982901,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-01-01,2018,1,98.5569444639021,95.83666747376621,-21.4055358826386,-1.36014971638383,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-02-01,2018,2,101.64227304402137,100.3168483524475,-40.9151672485864,-19.9044403853314,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-03-01,2018,3,107.10125166220115,95.0109584360932,4.52916214571617,-4.13641922417547,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-04-01,2018,4,104.22089524513812,91.60970697781505,20.5795548040626,0.605242195221368,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-05-01,2018,5,104.64777440108467,97.01063564481298,-44.1696874565989,-16.3408171840666,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-06-01,2018,6,105.98453560833927,97.35137768464841,-12.7712178517651,-1.17024333453138,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-07-01,2018,7,95.90832631433041,94.18308591457807,7.14286399858744,13.6848672419933,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-08-01,2018,8,103.86192194129423,90.70878487542365,-36.6058481219135,2.76064418042392,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-09-01,2018,9,105.39792551874459,91.7340379695154,-11.0349046842899,-4.38804746407879,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-10-01,2018,10,105.24782728444296,92.83497087655371,38.7050706195438,-3.60409153778163,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-11-01,2018,11,108.72972841084425,89.14588109926939,-3.48284476430585,-3.87033608474948,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2018-12-01,2018,12,105.60131729813705,93.34953799687658,-17.8965369456832,9.40822662697579,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-01-01,2019,1,106.75339970689603,84.76890199961198,-61.4976367138922,9.3490048654598,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-02-01,2019,2,109.85012009565999,86.668397681204155,4.11536354467362,-6.16046199789305,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-03-01,2019,3,113.52381224467146,87.33045138229862,-26.527879475566,0.766455121338966,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-04-01,2019,4,111.33488997109696,90.60645265252565,47.7250299596534,4.8966587207873,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-05-01,2019,5,111.39282680786468,90.4291240190508,27.1660771947942,17.9298644857354,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-06-01,2019,6,112.13291381609818,85.1514143832948,-9.45900714596431,-7.17634073768943,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-07-01,2019,7,109.66958023900823,91.24779294252056,-3.15892036977517,-7.28818993193735,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-08-01,2019,8,110.31518058527341,82.03309291127674,6.28588090209405,3.99060128511131,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-09-01,2019,9,108.25872673046227,90.66886936424925,18.5964276808059,4.6451064429278,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-10-01,2019,10,108.39885979260168,88.74619621601295,-36.9099560046557,-17.076364052959,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-11-01,2019,11,111.98828124567004,87.64800606630627,-55.5081822244794,-4.34724146194416,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2019-12-01,2019,12,114.75669176503084,84.17509936883792,21.4020190213276,30.1141658101489,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2020-01-01,2020,1,115.83105135517049,83.51920905366805,54.3303207875538,-8.87563285337387,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2020-02-01,2020,2,119.26201666285564,92.29792697173306,79.2418802713328,6.59767380175056,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2020-03-01,2020,3,101.46071808949347,86.2340298063287,22.5269039268304,-3.81671592851824,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2020-04-01,2020,4,86.51345801900561,71.63493223883616,-56.4867584832167,-5.54260301526059,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
AC,2020-05-01,2020,5,92.70225092556073,68.04455704266357,-41.6146944399708,-5.69583254139846,FALSE,TRUE,FALSE,pre,TRUE,2020-05-26,2020-08-28,
