scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
5.161969806924237,3.927288429310675,4.444207085261146,0.2596434336052905,-4.024767057900344,-1.2780444417101386,-1.7425545125234625,0.006250480570757543,19,31,services_volume_index_ma6_clean,26
