scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
2.651407013919619,3.369479056033727,8.38678448478866,0.5373727373545888,2.2675022333538215,-0.5264239815427368,8.135556680134616,-0.06200356259808821,7,31,retail_volume_index_ma6_clean,24
