scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
44.14375636348947,35.848548166959674,42.67612171704306,4.4917873878566414,32.437770888941856,20.471642647210704,27.993093704124476,0.17129849453127732,19,31,formal_hiring_balance_per_100k_wap_ma6_clean,24
