donor_state,scm_weight
MT,0.2989365581744937
MS,0.2871938281485148
RS,0.1761634872618831
SP,0.1405882333213884
PR,0.07838234530807354
MA,0.01873554778422386
SE,1.332971049677229e-12
GO,8.847761283905515e-14
BA,1.1311773202791075e-15
PI,2.7181747901237553e-17
MG,1.0717850129665653e-17
AP,4.9967557171571166e-18
AC,0
AL,0
CE,0
DF,0
ES,0
PA,0
PB,0
PE,0
RN,0
RO,0
