donor_state,scm_weight
PR,0.7146814883934018
RS,0.2853185115968575
CE,5.3011590423697216e-12
PB,4.424051311529267e-12
MA,1.2939850870859227e-14
MS,6.024276398789557e-16
AC,4.862119161785818e-16
PA,4.331867541178416e-16
RO,3.819691936444392e-16
PE,3.1809480453710187e-16
MG,1.642605068616706e-16
DF,2.1930141474587327e-17
AP,1.7196718810834972e-17
BA,1.4609634289096295e-17
AL,0
ES,0
GO,0
MT,0
PI,0
RN,0
SE,0
SP,0
