period_date,event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2018-03-01,-31,3.806094669856267,1.3202330729200815,2.0105934168189723,5.455594781168514,3.330826489739054,2.4858615969361857,0.4752681801172134,formal_hiring_6m_per1k
2018-04-01,-30,3.3412508017108062,1.3671784004162888,0.8369876036634541,0.06951927961775606,2.204166004079743,1.9740724012945174,1.1370847976310632,formal_hiring_6m_per1k
2018-05-01,-29,2.001556357761027,0.8995901469397026,1.819700093698449,0.615848211066026,2.7192902406381516,1.1019662108213244,-0.7177338828771247,formal_hiring_6m_per1k
2018-06-01,-28,4.582012224164136,2.534847543065416,0.6425590447690323,0.06951927961775606,3.177406587834448,2.04716468109872,1.4046056363296877,formal_hiring_6m_per1k
2018-07-01,-27,2.0961080597340622,1.4441176161768037,-0.13221455902466164,0.2069138081114788,1.311903057152142,0.6519904435572585,0.7842050025819203,formal_hiring_6m_per1k
2018-08-01,-26,0.3418842557141593,1.1806874322673828,-0.679380132259854,0.615848211066026,0.5013073000075288,-0.8388031765532236,-0.15942304429336945,formal_hiring_6m_per1k
2018-09-01,-25,1.0919378915450992,1.083133016094139,1.2878501578189443,1.8329807108324339,2.3709831739130833,0.008804875450960203,-1.279045282367984,formal_hiring_6m_per1k
2018-10-01,-24,1.7167705887391045,1.2050751107191677,1.7535062255588112,0.2069138081114788,2.958581336277979,0.5116954780199368,-1.2418107475388744,formal_hiring_6m_per1k
2018-11-01,-23,3.649639163004025,1.960078588072314,1.9518573859090087,5.455594781168514,3.911935973981323,1.689560574931711,-0.26229681097729785,formal_hiring_6m_per1k
2018-12-01,-22,1.0214127805069158,0.2896756956665151,2.251791305987495,1.8329807108324339,2.54146700165401,0.7317370848404007,-1.5200542211470944,formal_hiring_6m_per1k
2019-01-01,-21,3.855661884203691,1.0815162238171636,5.023468198499459,0.06951927961775606,6.1049844223166225,2.7741456603865275,-2.2493225381129314,formal_hiring_6m_per1k
2019-02-01,-20,6.838583360735865,2.2405862461871,4.616047078855995,0.615848211066026,6.856633325043095,4.597997114548765,-0.01804996430723005,formal_hiring_6m_per1k
2019-03-01,-19,5.415931357634029,1.5989901298214582,2.5113116280361236,0.615848211066026,4.110301757857582,3.8169412278125705,1.3056295997764469,formal_hiring_6m_per1k
2019-04-01,-18,4.951437502407608,1.5349125195167774,3.3624785342815247,0.023357214690901212,4.897391053798302,3.416524982890831,0.05404644860930663,formal_hiring_6m_per1k
2019-05-01,-17,3.5067332069001904,0.7488404255006554,4.156525186015053,8.858667904100823e-4,4.905365611515709,2.757892781399535,-1.3986324046155185,formal_hiring_6m_per1k
2019-06-01,-16,6.794478775924703,2.899019735594675,3.222151532192707,0.2069138081114788,6.121171267787382,3.895459040330028,0.673307508137321,formal_hiring_6m_per1k
2019-07-01,-15,4.460285496235199,1.9598710410636475,0.743266897550785,0.023357214690901212,2.7031379386144323,2.500414455171552,1.7571475576207671,formal_hiring_6m_per1k
2019-08-01,-14,1.839831129685903,0.7511393107634582,1.2754643377964958,0.2069138081114788,2.026603648559954,1.0886918189224448,-0.186772518874051,formal_hiring_6m_per1k
2019-09-01,-13,4.076463951201347,1.3820405693346847,2.2487597714536824,0.2069138081114788,3.630800340788367,2.6944233818666627,0.4456636104129803,formal_hiring_6m_per1k
2019-10-01,-12,4.79721102703946,1.4503550970866064,2.6968729648184313,0.023357214690901212,4.147228061905038,3.346855929952854,0.6499829651344227,formal_hiring_6m_per1k
2019-11-01,-11,6.358317929295326,2.3688753515442182,2.612395919897797,0.023357214690901212,4.981271271442015,3.9894425777511073,1.3770466578533105,formal_hiring_6m_per1k
2019-12-01,-10,2.8333008597044325,0.5635087816782236,3.3034680622882653,0.06951927961775606,3.866976843966489,2.269792078026209,-1.0336759842620564,formal_hiring_6m_per1k
2020-01-01,-9,6.389381209408835,2.0502493072313652,3.7589428595873815,0.2069138081114788,5.809192166818747,4.339131902177471,0.5801890425900886,formal_hiring_6m_per1k
2020-02-01,-8,8.264596135237191,3.8620379768436255,4.29515166315356,0.615848211066026,8.157189639997185,4.402558158393566,0.10740649524000645,formal_hiring_6m_per1k
2020-03-01,-7,5.2317117596106835,1.9110614016944512,2.1115025196002764,0.615848211066026,4.0225639212947275,3.3206503579162323,1.209147838315956,formal_hiring_6m_per1k
2020-04-01,-6,-7.312510910028015,-4.732574351379871,-1.4749168812492763,0.2069138081114788,-6.207491232629147,-2.5799365586481446,-1.105019677398868,formal_hiring_6m_per1k
2020-05-01,-5,-12.278934911014158,-8.12031142645927,-3.43733508216002,0.023357214690901212,-11.55764650861929,-4.158623484554887,-0.7212884023948671,formal_hiring_6m_per1k
2020-06-01,-4,-8.681142038981857,-6.45308480913736,-4.849170042861202,0.023357214690901212,-11.302254851998562,-2.228057229844497,2.6211128130167047,formal_hiring_6m_per1k
2020-07-01,-3,-10.914026635221886,-7.095125283665205,-3.8892383698371527,0.06951927961775606,-10.984363653502356,-3.818901351556681,0.07033701828047079,formal_hiring_6m_per1k
2020-08-01,-2,-11.375936194157548,-8.352240929876874,-4.0373957355385475,0.615848211066026,-12.389636665415422,-3.023695264280674,1.0137004712578737,formal_hiring_6m_per1k
2020-09-01,-1,-6.681280473966088,-5.495567040050119,-0.05221493301291011,0.2069138081114788,-5.547781973063029,-1.1857134339159687,-1.133498500903059,formal_hiring_6m_per1k
2020-10-01,0,8.527264108303589,2.995265138435975,5.7873683189991905,0.06951927961775606,8.782633457435166,5.5319989698676135,-0.25536934913157694,formal_hiring_6m_per1k
2020-11-01,1,16.274383654082413,8.047448594909756,3.2501939650647733,0.007847599703514606,11.29764255997453,8.226935059172657,4.976741094107883,formal_hiring_6m_per1k
2020-12-01,2,13.676521564557996,7.295959775235447,1.8027919801374281,0.007847599703514606,9.098751755372875,6.380561789322549,4.577769809185121,formal_hiring_6m_per1k
2021-01-01,3,16.00878002821568,8.612852626762333,-2.1204183006381805,0.007847599703514606,6.492434326124153,7.395927401453346,9.516345702091526,formal_hiring_6m_per1k
2021-02-01,4,18.28759198269177,10.755742987025052,3.9961638781376507,16.23776739188721,14.751906865162702,7.531848995666717,3.5356851175290664,formal_hiring_6m_per1k
2021-03-01,5,17.431146779445804,10.146081180143781,3.2119428228498017,16.23776739188721,13.358024002993583,7.285065599302023,4.073122776452221,formal_hiring_6m_per1k
