state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2006-04-01,2006,4,100,,,,52.6997022983191,64.5282523093275,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-05-01,2006,5,105.27559568718165,,,,45.0561302147658,59.0556216718628,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-06-01,2006,6,102.5139919622683,,,,45.5846652787927,57.7115588966093,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-07-01,2006,7,105.43879840849806,,,,43.5553515528265,53.9972363112237,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-08-01,2006,8,114.20174842678104,,,,47.8176289479559,61.5923917215754,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-09-01,2006,9,119.21654151913741,,,,47.8306024442618,58.4083324144425,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-10-01,2006,10,116.3227466438445,,,,66.1349949262264,75.8979328101001,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-11-01,2006,11,116.24876459033702,,,,50.1539538084851,62.3304409509636,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2006-12-01,2006,12,116.8390496710887,,,,49.4096166906819,59.2688438043851,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2007-01-01,2007,1,122.40267427192403,,3.76379711401565,9.63635488804452,58.0058368423965,70.7019269387356,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2007-02-01,2007,2,113.57922732974953,,-2.1182325726788,-7.49619580441575,50.1893538165264,65.8888465645406,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
AC,2007-03-01,2007,3,111.70039648728779,,49.8771421961109,4.48755451317449,52.3293485144677,67.2651152227637,FALSE,TRUE,FALSE,pre,TRUE,2009-03-03,2009-04-17,
