pseudo_treated_state,outcome,short_label,channel_slug,period_date,analysis_period,augmented_gap
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-01-01,pre,-10.188495657451035
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-02-01,pre,5.565135373817849
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-03-01,pre,60.25932175288374
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-04-01,pre,-44.901679077171195
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-05-01,pre,13.12434169453617
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-06-01,pre,-41.30243757152458
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-07-01,pre,-20.653648983977593
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-08-01,pre,-70.42071334220198
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-09-01,pre,-7.135132214483974
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-10-01,pre,5.601696770533131
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-11-01,pre,50.936732265048995
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-12-01,pre,-16.934142773265684
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-01-01,pre,39.41072072330527
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-02-01,pre,73.84088137610215
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-03-01,pre,-70.62197316283276
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-04-01,pre,-15.629956544511153
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-05-01,pre,-63.14863760299066
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-06-01,pre,-1.633957083281293
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-07-01,pre,-6.68137803442087
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-08-01,pre,7.894616812456887
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-09-01,pre,-26.66295180847358
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-10-01,pre,51.23659753950873
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-11-01,pre,-4.70026145095526
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-12-01,pre,44.51798433398003
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-01-01,pre,13.863117646556326
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-02-01,pre,-45.27167158209478
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-03-01,pre,-7.88138504831436
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-04-01,pre,24.883984768865652
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-05-01,pre,-37.07568464621
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-06-01,pre,-22.676200067114117
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-07-01,pre,-13.214060764859433
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-08-01,pre,150.09288159608218
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-09-01,pre,-5.8701151697707274
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-10-01,pre,-29.248363689321465
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-11-01,pre,-67.18015718221923
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-12-01,pre,-9.638380704253684
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-01-01,pre,-64.36715076004438
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-02-01,pre,20.921693827849808
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-03-01,pre,-22.77821740856098
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-04-01,pre,-20.804656212877006
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-05-01,pre,13.49399191588067
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-06-01,pre,10.161840068966558
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-07-01,pre,105.43021626206266
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-08-01,pre,37.3293709823514
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-09-01,pre,6.2090276894834915
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-10-01,pre,-1.540182321575486
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-11-01,pre,-39.9787853765356
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-12-01,pre,-8.57409085273329
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2017-01-01,pre,33.70896722797526
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2017-02-01,pre,-47.850435315954755
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2017-03-01,pre,0.3899831089842607
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2017-04-01,pre,-45.94781186352443
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2017-05-01,post,-30.082889123004797
