pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.16620936710116554,0.4984226196393763,2.998763717907696
AL,0.03498357173629292,0.18228985329347938,5.210727328461058
AM,0.020790453721040995,0.09091318163871803,4.37283297702682
AP,0.032469850977158536,0.15875269824816415,4.889233965374261
BA,0.022294386309100436,0.13312448437669175,5.971210982486256
CE,0.024213427359965407,0.0248463262903755,1.0261383455138833
ES,0.019528590359662097,0.15210019538084593,7.788590603806271
GO,0.0283616439517417,0.10529755606990364,3.712674633708504
MG,0.01992333126903781,0.06514663791526706,3.269866722364312
MS,0.019826800231731227,0.05004826366586447,2.524273361354909
MT,0.017147818524124357,0.06999638499642821,4.0819410876056335
PA,0.009178632881424243,0.11213337678474174,12.216784158747403
PE,0.007469564693783315,0.04975018832661491,6.6603865641622235
PI,0.013703286978340804,0.03408123230329763,2.4870844752186745
PR,0.012785520320783556,0.04608873944688628,3.604760564336716
RJ,0.01603938631382207,0.03879579745350074,2.418783156314911
RN,0.024242503842029334,0.04845643145280069,1.9988212343310663
RO,0.02483207012502919,0.14254281923739032,5.7402712911041585
RR,0.03445102102641808,0.08003642162910601,2.323194472748186
RS,0.012409688490159117,0.03595975901600011,2.8977164934088555
SC,0.03627902678180869,0.07698032236943807,2.121896015359434
SE,0.020952479998904157,0.06473221898790074,3.089477665235157
SP,0.026500415272134845,0.14555672147771664,5.492620397944079
