event_id,state_abbrev,state_name,governor_name,governor_gender,party,term_start_date,legal_term_end_date,removal_date,return_date,event_type,event_subtype,removal_mechanism,initiating_institution,succession_type,vice_assumed,presidential_intervention,intervention_start_date,intervention_end_date,judicialization_level,electoral_justice_case,case_notes,sample_class,sample_note,include_main_sample,include_extended_sample,source_primary,source_secondary,instability_start_date,instability_start_type,instability_process_type,instability_initiating_actor,instability_start_source_id,instability_start_confidence,instability_duration_days,instability_coding_notes,pilot_id,monthly_window_start,monthly_window_end,removal_month,pre_target_months,pre_floor_months,post_months,donor_exclusion_window_start,donor_exclusion_window_end,treatment_frame,sa_method,deflation,per_capita
PI_2001_01,PI,Piaui,Mao Santa,M,PMDB,1999-01-01,2002-12-31,2001-11-06,,electoral_cassation,abuse_of_power_political_and_economic,TSE_final_decision,TSE,second_placed_assumed,no,no,,,TSE_final_yes,yes,TSE cassou a chapa em 6 de novembro de 2001 por abuso de poder economico e politico; houve interinidade da Assembleia e posse de Hugo Napoleao em 19 de novembro,main,First modern definitive gubernatorial cassation and highly comparable electoral removal,1,1,TSE/Folha de S.Paulo,Senado Noticias,2001-11-06,tse_cassation_decision,electoral_cassation,TSE,SRC_PI_2001_01_A,high,0,Use the TSE cassation date as the effective treatment onset; second placed candidate assumed on 2001-11-19 after brief interim rule.,pi_2001_01_v1,1998-11-01,2003-10-01,2001-11-01,36,20,24,1998-11-01,2003-10-01,accountability: single cut at removal_date; no crisis window,all outcomes monthly + X-13 (freq 12),IPCA index (base dez/1993); real R$ of removal month 200111,"resident population (annual; year clamped to [1999,2025] for SA continuity)"
