pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.03948264499383893,0.16152325540387338,4.090993788006814
AL,0.022524878543065358,0.05312965243486859,2.3587098298128404
AP,0.034805804345567536,0.1517588267979861,4.360158589965537
BA,0.010483524764210932,0.05560459335193691,5.303997901713559
CE,0.008867448293232064,0.1031424725473267,11.63158432240857
DF,0.011160204874668853,0.13496156276541468,12.093107992286681
ES,0.010470285534907904,0.07463031389318746,7.127820310570346
GO,0.014825174362994374,0.04145623700758459,2.7963406023112234
MA,0.013599065317160184,0.029871903688948688,2.1966144725589616
MG,0.017077839212214712,0.07672345158938917,4.4925737170844
MS,0.03541239202313542,0.07528616659316831,2.12598365408309
MT,0.025972652237874407,0.08724955996859553,3.3592857275224506
PA,0.00902282724411992,0.03360776354098405,3.724748643822907
PB,0.01001062588422255,0.03571378001149553,3.5675871243758053
PE,0.01812006039798717,0.0563674178861791,3.110774282653084
PI,0.018567692413689336,0.10654353703668185,5.738114067321089
PR,0.02579447461964938,0.03855347964446154,1.4946410118038524
RJ,0.022834532118609644,0.09751487826263638,4.270500387575881
RN,0.007855247561695321,0.03374723551294157,4.296139013810818
RO,0.02582102581268819,0.12342434505697092,4.779993868265352
RS,0.009259257591661928,0.07290460764295391,7.8736990434962495
SC,0.01191314634920305,0.07127495643082053,5.982882635836048
SE,0.008794873931269835,0.045987202109456206,5.228864275808489
SP,0.013692768496454644,0.10018318786012174,7.31650344384785
