state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2007-02-01,2007,2,100,,-2.1182325726788,-7.49619580441575,51.19874831410569,68.6048921048494,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-03-01,2007,3,98.34579712625882,,49.8771421961109,4.48755451317449,53.71522507965709,70.0378927981033,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-04-01,2007,4,96.53437945334524,,9.9794197354189,-27.6302805912146,62.534507256608826,69.2975125526122,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-05-01,2007,5,98.69079339361397,,-26.3860195512327,-17.6059287801492,50.715497060317766,66.8500099560695,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-06-01,2007,6,98.77036593243304,,-2.02476977131063,-29.0959154128413,53.17491178781266,69.8969824278484,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-07-01,2007,7,98.69559403028238,,-28.2092700648071,-26.466028555903,57.862088122378225,74.0931594735387,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-08-01,2007,8,98.36922329306903,,-48.4410709376844,-21.8284940553624,58.19663843665281,73.4165386706707,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-09-01,2007,9,98.2015057142455,,-3.14429648068039,-12.9885301437995,54.851342644972746,68.1508333213108,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-10-01,2007,10,95.13468106973124,,-14.4973370336425,2.31097646486606,62.945448281650414,72.8266970794666,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-11-01,2007,11,99.93885127323554,,18.6830836392081,42.7091253052206,61.41512023679193,74.9276724431336,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2007-12-01,2007,12,98.36651931740407,,32.2119255048366,74.224901793559,60.25652975013319,76.6807325153075,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-01-01,2008,1,99.3652074360211,,-7.08330435565107,43.0595002161539,51.69221646350206,71.3010684678382,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-02-01,2008,2,100.30381013641616,,10.9210687115663,-24.9907783080465,52.23686705089599,70.4218668547161,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-03-01,2008,3,104.71309190666554,,15.0267235611313,-6.98041919303107,55.73744821098458,70.7777440506107,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-04-01,2008,4,105.2567559123561,,-16.6898850671241,-6.16648166784831,60.11086250976251,73.944740749328,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-05-01,2008,5,105.7322382156814,,84.5039028404153,25.6692412030487,58.59255232074072,78.4238180138121,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-06-01,2008,6,107.66871426943139,,23.4921130725551,6.10896457468198,62.34247444719879,78.523673694357,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-07-01,2008,7,111.30299286086817,,25.308421229024,-7.56708024364501,54.13725133543473,73.0675040950612,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-08-01,2008,8,109.61032738852529,,-3.6592380165509,-10.9923465054889,53.56467138053166,69.9641284557765,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-09-01,2008,9,107.67663581144988,,12.5707429932673,6.16367967038268,66.653635869968,80.5323966805562,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-10-01,2008,10,110.39865777252813,,17.5692318318243,-4.20911354931159,59.19953719943227,67.3576584257592,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-11-01,2008,11,108.27447267366664,,-22.4411549115845,-12.6488362652765,64.50995043137124,78.2904956320004,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2008-12-01,2008,12,97.2330339894095,,-74.9878622263103,3.27135970826737,0,7.19026452218685,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-01-01,2009,1,107.22849908391899,,36.9351320251428,-10.5138359173121,52.765597169676504,71.1631189800705,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-02-01,2009,2,105.93528992252345,,-3.76266028981702,-3.06835551082275,62.289569423005034,82.0483224065799,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-03-01,2009,3,102.81729654192489,,3.38408817419186,12.3132031710521,60.08504524271138,76.1535115821187,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-04-01,2009,4,104.58951067816037,,41.7276086556621,38.9825425410686,60.855875240876074,72.8056847068858,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-05-01,2009,5,104.69829915542647,,13.709449960197,30.0806899141951,51.49613095541149,69.2183444513462,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-06-01,2009,6,109.07039223559777,,14.078298207343,33.3983031270335,56.37491838518671,72.3986744847606,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-07-01,2009,7,109.6285904671597,,16.4765226894762,23.7950691960404,53.21002197904338,72.2037764456736,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-08-01,2009,8,113.63581885634581,,63.1657455492229,33.3515677476191,59.65128959132717,64.29462929331,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-09-01,2009,9,117.80208754591635,,24.8346291525558,7.84221452533795,60.94124714490538,73.8196454775838,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
AC,2009-10-01,2009,10,119.39710727037114,,33.970397131698,-1.1964202688087,63.97289316384571,73.36525449769,FALSE,TRUE,FALSE,pre,TRUE,2009-11-27,2010-02-11,
