pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2015-12-01,pre,-0.0018115395064199902
AC,retail,consumption,2016-01-01,pre,-4.05788459157867
AC,retail,consumption,2016-02-01,pre,-3.528848245403225
AC,retail,consumption,2016-03-01,pre,2.2853391523737514
AC,retail,consumption,2016-04-01,pre,4.847452236075512
AC,retail,consumption,2016-05-01,pre,0.44164791923981284
AC,retail,consumption,2016-06-01,pre,1.3887250957568824
AC,retail,consumption,2016-07-01,pre,1.1989733594983818
AC,retail,consumption,2016-08-01,pre,-0.15526128112098547
AC,retail,consumption,2016-09-01,pre,-2.7255862352362357
AC,retail,consumption,2016-10-01,pre,-0.7824814290666353
AC,retail,consumption,2016-11-01,pre,-6.387906880685904
AC,retail,consumption,2016-12-01,pre,5.208113121373728
AC,retail,consumption,2017-01-01,pre,-2.226839958695649
AC,retail,consumption,2017-02-01,pre,-3.615196650713912
AC,retail,consumption,2017-03-01,pre,-10.286465855647847
AC,retail,consumption,2017-04-01,pre,-2.3123854877206327
AC,retail,consumption,2017-05-01,pre,-2.0313525030093444
AC,retail,consumption,2017-06-01,pre,-1.2614569190996576
AC,retail,consumption,2017-07-01,pre,2.284374058632963
AC,retail,consumption,2017-08-01,pre,1.2814521110974368
AC,retail,consumption,2017-09-01,pre,4.172380035783348
AC,retail,consumption,2017-10-01,pre,2.2279737285692534
AC,retail,consumption,2017-11-01,pre,0.0990543758270519
AC,retail,consumption,2017-12-01,pre,8.487205534103978
AC,retail,consumption,2018-01-01,pre,-4.351451852434167
AC,retail,consumption,2018-02-01,pre,-2.230956736878994
AC,retail,consumption,2018-03-01,pre,-3.6200746014479535
AC,retail,consumption,2018-04-01,pre,-5.014405567166918
AC,retail,consumption,2018-05-01,pre,-1.0077399754642045
AC,retail,consumption,2018-06-01,pre,2.0643343818796467
AC,retail,consumption,2018-07-01,pre,2.211568244668527
AC,retail,consumption,2018-08-01,pre,0.36909142058068767
AC,retail,consumption,2018-09-01,pre,5.808059537300423
AC,retail,consumption,2018-10-01,pre,8.057846784137325
AC,retail,consumption,2018-11-01,pre,7.5832186799367065
AC,retail,consumption,2018-12-01,post,12.634106708900532
AC,retail,consumption,2019-01-01,post,1.071128176499883
AC,retail,consumption,2019-02-01,post,3.819298307685955
AC,retail,consumption,2019-03-01,post,3.097483702031056
AC,retail,consumption,2019-04-01,post,0.8145105775871002
AC,retail,consumption,2019-05-01,post,-0.8169760268168034
AC,retail,consumption,2019-06-01,post,1.6392036862767299
AC,retail,consumption,2019-07-01,post,1.8042563002585439
AC,retail,consumption,2019-08-01,post,2.2084829873964225
AC,retail,consumption,2019-09-01,post,1.6921008857946447
AC,retail,consumption,2019-10-01,post,0.20200605558655127
AC,retail,consumption,2019-11-01,post,2.1349882155290487
AC,retail,consumption,2019-12-01,post,5.37385874193572
AC,retail,consumption,2020-01-01,post,4.672028944577633
AC,retail,consumption,2020-02-01,post,9.669328908997784
AC,retail,consumption,2020-03-01,post,11.293041742320327
AC,retail,consumption,2020-04-01,post,17.25436684941439
AC,retail,consumption,2020-05-01,post,14.257173900065595
AC,retail,consumption,2020-06-01,post,7.127225456165604
AC,retail,consumption,2020-07-01,post,1.0506019341863464
AC,retail,consumption,2020-08-01,post,2.7206905220225366
AC,retail,consumption,2020-09-01,post,3.891692690359463
AC,retail,consumption,2020-10-01,post,2.6745104703847176
AC,retail,consumption,2020-11-01,post,15.965886322866211
AC,services,consumption,2015-12-01,pre,-0.0018298487737808955
AC,services,consumption,2016-01-01,pre,-2.7831606674999847
AC,services,consumption,2016-02-01,pre,-12.958885833439226
AC,services,consumption,2016-03-01,pre,2.202878906466381
AC,services,consumption,2016-04-01,pre,-1.4069884244467517
AC,services,consumption,2016-05-01,pre,-2.571144784567551
AC,services,consumption,2016-06-01,pre,6.096825036103084
AC,services,consumption,2016-07-01,pre,2.2283760392325576
AC,services,consumption,2016-08-01,pre,-4.918300368880679
AC,services,consumption,2016-09-01,pre,4.6160423786491975
AC,services,consumption,2016-10-01,pre,5.714815781535236
AC,services,consumption,2016-11-01,pre,-1.5774866255829636
AC,services,consumption,2016-12-01,pre,-10.883565553287113
AC,services,consumption,2017-01-01,pre,-17.495159724838686
AC,services,consumption,2017-02-01,pre,7.886216359531943
AC,services,consumption,2017-03-01,pre,5.2949131611860025
AC,services,consumption,2017-04-01,pre,7.491795457892479
AC,services,consumption,2017-05-01,pre,-0.935252000412035
AC,services,consumption,2017-06-01,pre,4.994611650153544
AC,services,consumption,2017-07-01,pre,2.4472795412402206
AC,services,consumption,2017-08-01,pre,5.090929472195711
AC,services,consumption,2017-09-01,pre,-4.260273395916187
AC,services,consumption,2017-10-01,pre,2.7188284478570637
AC,services,consumption,2017-11-01,pre,9.44176712792219
AC,services,consumption,2017-12-01,pre,-0.16110451844868123
AC,services,consumption,2018-01-01,pre,2.068558584383169
AC,services,consumption,2018-02-01,pre,5.1806404916612365
AC,services,consumption,2018-03-01,pre,-3.376786098952337
AC,services,consumption,2018-04-01,pre,-7.222019237336198
AC,services,consumption,2018-05-01,pre,-3.711007213902235
AC,services,consumption,2018-06-01,pre,5.501191242797617
AC,services,consumption,2018-07-01,pre,1.487721708776192
AC,services,consumption,2018-08-01,pre,-3.629768501677276
AC,services,consumption,2018-09-01,pre,7.28698110756072
AC,services,consumption,2018-10-01,pre,3.4354029935542485
AC,services,consumption,2018-11-01,pre,0.8849295959033014
AC,services,consumption,2018-12-01,post,11.17298410627373
AC,services,consumption,2019-01-01,post,-2.16155345905554
AC,services,consumption,2019-02-01,post,3.598569049335552
AC,services,consumption,2019-03-01,post,2.2202992333805867
AC,services,consumption,2019-04-01,post,2.2872889257213416
AC,services,consumption,2019-05-01,post,5.406279505905303
AC,services,consumption,2019-06-01,post,2.443645644039833
AC,services,consumption,2019-07-01,post,3.6789629744024666
AC,services,consumption,2019-08-01,post,-1.4365149027170077
AC,services,consumption,2019-09-01,post,6.427543819649102
AC,services,consumption,2019-10-01,post,-3.362913936088262
AC,services,consumption,2019-11-01,post,0.7680542295830861
AC,services,consumption,2019-12-01,post,3.686517644215783
AC,services,consumption,2020-01-01,post,-0.0847939471827317
AC,services,consumption,2020-02-01,post,11.599604071040048
AC,services,consumption,2020-03-01,post,5.9753801481298865
AC,services,consumption,2020-04-01,post,-4.266557706727241
AC,services,consumption,2020-05-01,post,-3.05312220057111
AC,services,consumption,2020-06-01,post,-1.374494800518292
AC,services,consumption,2020-07-01,post,-3.4731376681029786
AC,services,consumption,2020-08-01,post,-0.7377998678919369
AC,services,consumption,2020-09-01,post,-3.7581538929829037
AC,services,consumption,2020-10-01,post,0.17437650502046154
AC,services,consumption,2020-11-01,post,11.759988319115735
AC,formal_hiring,labor_market,2015-12-01,pre,-9.753999785786505e-4
AC,formal_hiring,labor_market,2016-01-01,pre,-9.967506010066447
AC,formal_hiring,labor_market,2016-02-01,pre,58.81610967187699
AC,formal_hiring,labor_market,2016-03-01,pre,6.650229137701778
AC,formal_hiring,labor_market,2016-04-01,pre,-28.521543961281168
AC,formal_hiring,labor_market,2016-05-01,pre,44.44040380317885
AC,formal_hiring,labor_market,2016-06-01,pre,-1.5019643058380474
AC,formal_hiring,labor_market,2016-07-01,pre,124.17076272088076
AC,formal_hiring,labor_market,2016-08-01,pre,-60.8876834877313
AC,formal_hiring,labor_market,2016-09-01,pre,16.75546068395785
AC,formal_hiring,labor_market,2016-10-01,pre,23.94608692349003
AC,formal_hiring,labor_market,2016-11-01,pre,-42.680160050701666
AC,formal_hiring,labor_market,2016-12-01,pre,-22.409161741204375
AC,formal_hiring,labor_market,2017-01-01,pre,47.109659507672724
AC,formal_hiring,labor_market,2017-02-01,pre,-23.133267699898276
AC,formal_hiring,labor_market,2017-03-01,pre,-27.330977263407757
AC,formal_hiring,labor_market,2017-04-01,pre,-28.66569394539852
AC,formal_hiring,labor_market,2017-05-01,pre,-21.52667833854057
AC,formal_hiring,labor_market,2017-06-01,pre,0.7912281617693102
AC,formal_hiring,labor_market,2017-07-01,pre,-10.356014221484365
AC,formal_hiring,labor_market,2017-08-01,pre,31.554557745693735
AC,formal_hiring,labor_market,2017-09-01,pre,19.76816005448948
AC,formal_hiring,labor_market,2017-10-01,pre,3.22452358188929
AC,formal_hiring,labor_market,2017-11-01,pre,28.807032638709316
AC,formal_hiring,labor_market,2017-12-01,pre,1.2799926838013747
AC,formal_hiring,labor_market,2018-01-01,pre,-76.95564214586672
AC,formal_hiring,labor_market,2018-02-01,pre,-51.90055509522407
AC,formal_hiring,labor_market,2018-03-01,pre,5.814430685553264
AC,formal_hiring,labor_market,2018-04-01,pre,16.307943537391516
AC,formal_hiring,labor_market,2018-05-01,pre,-38.2306987164481
AC,formal_hiring,labor_market,2018-06-01,pre,43.711984198735074
AC,formal_hiring,labor_market,2018-07-01,pre,-16.1532138249753
AC,formal_hiring,labor_market,2018-08-01,pre,-43.336177229202505
AC,formal_hiring,labor_market,2018-09-01,pre,-20.751447297644454
