period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmented_synthetic_value,augmented_gap,pseudo_treated_state,outcome,short_label,channel,channel_slug
2016-04-01,pre,-105.5642352082098,-90.92389298486074,-11.962368785019294,-102.88626176988004,-2.677973438329758,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-05-01,pre,-79.49954075131454,-96.83878274153409,17.97609051257073,-78.86269222896335,-0.6368485223511868,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-06-01,pre,-45.82699729795531,-62.50096577708114,4.213214788765191,-58.28775098831595,12.46075369036064,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-07-01,pre,-15.839026499879978,-56.623458449669684,29.78573065782717,-26.837727791842514,10.998701291962536,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-08-01,pre,-1.2429034978336295,-31.620673127305423,29.909705488201162,-1.7109676391042612,0.4680641412706317,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-09-01,pre,15.43966383804381,-14.153504866103653,27.052596208247476,12.899091342143823,2.540572495899987,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-10-01,pre,19.25503368364609,-13.86932983815019,20.01919721252931,6.14986737437912,13.10516630926697,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-11-01,pre,-13.257005397732886,-9.487468990287743,-1.0030219505740186,-10.490490940861761,-2.766514456871125,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2016-12-01,pre,-36.77049515702853,-38.24931702295244,9.394137988620574,-28.855179034331865,-7.915316122696662,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-01-01,pre,-57.757401625301455,-41.77099342790917,-10.610252408396152,-52.38124583630532,-5.376155788996137,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-02-01,pre,-63.73585209132956,-47.43059482283101,-10.26874980052045,-57.699344623351465,-6.0365074679780975,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-03-01,pre,-77.08296908751488,-53.551409020896394,-27.571387193995154,-81.12279621489155,4.039827127376668,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-04-01,pre,-76.82427445263917,-49.05165028174702,-31.250317654595406,-80.30196793634244,3.4776934837032627,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-05-01,pre,-42.938384444231005,-42.59363703239179,-8.607963359096537,-51.20160039148833,8.263215947257322,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-06-01,pre,-17.887281072773753,-8.409761059806078,-22.678260149617444,-31.088021209423523,13.20074013664977,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-07-01,pre,-11.911797934301758,3.3206039345570098,2.683157160385023,6.003761094942033,-17.91555902924379,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-08-01,pre,-1.1750035947108255,5.335390228465854,3.7076908248992586,9.043081053365112,-10.218084648075937,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-09-01,pre,20.07258514796203,9.937563892420771,3.316377797003869,13.25394168942464,6.818643458537391,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-10-01,pre,23.217129645243368,10.938322185803546,19.801272379389207,30.739594565192753,-7.522464919949385,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-11-01,pre,8.041934130008732,4.488843711077644,1.1572298662615212,5.646073577339165,2.395860552669567,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
2017-12-01,pre,-9.927293064876958,-23.323213232887632,4.546231997264714,-18.77698123562292,8.849688170745962,AC,formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho e investimento privado,labor_investment
