outcome,short_label,channel,channel_slug,pseudo_treated_state,pre_rmspe,crisis_rmspe,post_rmspe,mean_gap_crisis,mean_gap_post,post_pre_rmspe_ratio,abs_post_mean_gap
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,MA,0.148904011721209,,8.496240211226324,,7.154033739331492,57.058504421853456,7.154033739331492
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,MG,0.22625196778282827,,3.2515389501942558,,-2.4286209478042755,14.371317880935734,2.4286209478042755
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,MS,0.22633927830510014,,1.8814218550814532,,0.9686165912538126,8.312396633806262,0.9686165912538126
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,MT,0.2262241120126541,,6.504005308776175,,5.416905486526188,28.750274455325812,5.416905486526188
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,PA,0.3167948841484924,,13.472460061967883,,12.27964304734937,42.52739149554224,12.27964304734937
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,PB,0.26720181183641595,,3.2765743756759975,,-0.1595920416026397,12.262545501308031,0.1595920416026397
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,PE,0.15528973462133802,,2.246273213385564,,0.7247423660565273,14.46504637839022,0.7247423660565273
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,PI,0.25590028543985777,,7.351875690876203,,-3.596419636075511,28.729454827450972,3.596419636075511
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,PR,0.22158097068869437,,3.1994274993355676,,-3.084782680165793,14.439089644708424,3.084782680165793
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,RJ,0.2198893563657514,,1.230324595203161,,-0.12049493797599173,5.5951984922667615,0.12049493797599173
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,RN,0.2246560136294328,,8.60212766840956,,-7.160367010395196,38.290217695212284,7.160367010395196
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,RO,0.42961329627593764,,14.280102261742543,,-13.464140525197108,33.23943273061673,13.464140525197108
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,RR,0.5125075277665546,,9.00338332521806,,6.694785621152902,17.567319185444372,6.694785621152902
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,RS,0.15554531016775672,,5.32959405014928,,-3.952117521154324,34.26393276918009,3.952117521154324
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,SC,0.29738050990232257,,15.747084939486832,,14.760302581887405,52.952646239859874,14.760302581887405
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,SE,0.24986776594159157,,7.115401240205353,,-6.505884924027033,28.476667301970554,6.505884924027033
retail_volume_index_ma6_clean,"Comércio, MM6",Consumo das famílias,consumption,SP,0.15951685103261104,,6.661305278407774,,5.910914829224606,41.759257628812904,5.910914829224606
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,AC,0.328615819804958,,3.573289960294867,,0.43525932794135186,10.873761227976507,0.43525932794135186
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,AL,0.47781007059121283,,2.5171817842809086,,-2.206852097917495,5.2681639404676055,2.206852097917495
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,AP,0.45350532858234127,,9.61494324508575,,-9.03237512117887,21.201389794342845,9.03237512117887
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,BA,0.27301976457214455,,1.8750597626764114,,1.3740571344770947,6.8678535622315104,1.3740571344770947
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,CE,0.47002332439806765,,2.9191147940681326,,-2.080960858147482,6.210574332255699,2.080960858147482
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,DF,0.7456047721597959,,3.8175824957106372,,2.6123145736887956,5.120115426101999,2.6123145736887956
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,ES,0.3361248355230134,,2.1837899956235525,,1.2730270349704547,6.496961143098976,1.2730270349704547
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,GO,0.14886840664181175,,2.2222926671456915,,-2.0733082541468475,14.927899863217384,2.0733082541468475
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,MA,0.2660085093399068,,5.312653992396038,,5.1793673954238635,19.97174453395965,5.1793673954238635
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,MG,0.3406918909133253,,6.609571024815448,,6.257293456565732,19.40043541129359,6.257293456565732
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,MS,0.17929218192115703,,3.5683049371811375,,3.254651718056949,19.90217810361795,3.254651718056949
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,MT,0.6619045804873674,,4.146102235812946,,-1.2689693041997407,6.263897181010783,1.2689693041997407
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,PA,0.2382021486319098,,2.8302369146032578,,-0.3311176668398902,11.881659887866,0.3311176668398902
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,PB,0.38699432442533094,,1.7464123522074009,,-1.224173220589077,4.512759598737641,1.224173220589077
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,PE,0.2142878585140981,,2.1014601993784674,,-1.28014676485797,9.806716133850445,1.28014676485797
services_volume_index_ma6_clean,"Serviços, MM6",Consumo das famílias,consumption,PI,0.3641675971055378,,5.735981571417681,,-5.535703720064089,15.750938900133285,5.535703720064089
