scm_rmspe_event,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_event,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_event,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_event,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_event,n_periods_post,n_periods_pre,scm_rmspe_crisis,augmented_rmspe_crisis,scm_mean_gap_crisis,augmented_mean_gap_crisis,n_periods_crisis,outcome,donor_count,family,specification,status,skip_reason
,2.603045979007959,3.3407980973470255,,7.982903275414025,0.9593924105089083,,2.213002227811507,-0.5823139398311228,,7.794532664810412,0.10454784442585341,0,7,32,,,,,0,retail_volume_index_ma6_v5,24,monthly,ma6_v5_instability,estimated,
,6.280673991277253,3.27342872126353,,3.6340368828773486,0.3734202249619355,,6.180571857627423,0.14547285928482712,,3.4233952622385186,0.030174304805257623,0,7,32,,,,,0,services_volume_index_ma6_v5,24,monthly,ma6_v5_instability,estimated,
285.994183273167,70.07865504241259,77.98507797703682,288.1080578545311,66.91705587413873,19.23790637809517,-285.994183273167,-52.22809858875152,-18.88737312986171,-288.1080578545311,-27.1449398639166,-3.135240041844574,1,6,23,285.994183273167,288.1080578545311,-285.994183273167,-288.1080578545311,1,state_tax_revenue_real_pc,24,bimonthly_fiscal,raw,estimated,
219.86703326360197,408.74557770528617,61.298965106282296,223.31882296078305,413.68863239348957,32.383246995461995,-219.86703326360197,115.59534731325934,-6.367252316404788,-223.31882296078305,122.98779412256594,4.362311744142761,1,6,23,219.86703326360197,223.31882296078305,-219.86703326360197,-223.31882296078305,1,icms_revenue_real_pc,24,bimonthly_fiscal,raw,estimated,
27.637081782094526,26.206976976135973,34.05936480670243,92.20913808055275,28.588610528348937,16.778768641101554,-27.637081782094526,-1.9818247604413086,-3.7287003494699897,-92.20913808055275,-1.8964154415777774,-1.0658658058362014,1,6,23,27.637081782094526,92.20913808055275,-27.637081782094526,-92.20913808055275,1,public_investment_liquidated_real_pc,24,bimonthly_fiscal,raw,estimated,
835.5024131424493,285.3301520219253,527.909794775229,1023.5392369469928,357.0705140923998,481.64918677491613,-835.5024131424493,-197.57355683025708,109.28917551488325,-1023.5392369469928,-115.581914811951,7.747718995289584,1,6,23,835.5024131424493,1023.5392369469928,-835.5024131424493,-1023.5392369469928,1,liquidated_expenditure_total_real_pc,24,bimonthly_fiscal,raw,estimated,
,59.96580233573632,61.78203803350671,,57.430597505884826,3.5949383662016334,,-58.92309423499493,-10.015144436099892,,-55.468913978551676,0.007980020731582726,0,3,20,,,,,0,state_tax_revenue_real_pc_ma4_v5,24,bimonthly_fiscal,ma4_v5,estimated,
,126.32653646308289,41.98401519608801,,126.70886500790543,8.545167319490558,,26.507304153802465,-4.821758214516507,,31.64286274577707,0.463133618809006,0,3,20,,,,,0,icms_revenue_real_pc_ma4_v5,24,bimonthly_fiscal,ma4_v5,estimated,
,14.93921083305281,10.755725201985081,,15.130511982805135,3.3399782582881787,,-9.50999328883164,-1.42501104582414,,-9.429589113101189,-0.18791392882630512,0,3,20,,,,,0,public_investment_liquidated_real_pc_ma4_v5,24,bimonthly_fiscal,ma4_v5,estimated,
,290.4163357601734,235.4928616166261,,184.9322284419013,98.48348583542273,,-280.52993153721417,40.77771227700392,,-183.5963946918067,12.657306184082575,0,3,20,,,,,0,liquidated_expenditure_total_real_pc_ma4_v5,24,bimonthly_fiscal,ma4_v5,estimated,
