dropped_donor,period_date,event_time,loo_gap
AC,2018-01-01,-31,0.0371453410732423
AC,2018-02-01,-30,0.03779291862845824
AC,2018-03-01,-29,0.037568426491601414
AC,2018-04-01,-28,0.033807692378510446
AC,2018-05-01,-27,0.03615927826619103
AC,2018-06-01,-26,0.0401491877944542
AC,2018-07-01,-25,0.036533722507649635
AC,2018-08-01,-24,0.033156161052730226
AC,2018-09-01,-23,0.0296981272124075
AC,2018-10-01,-22,0.03121380245416283
AC,2018-11-01,-21,0.031501731835484215
AC,2018-12-01,-20,0.030157048241323814
AC,2019-01-01,-19,0.030841949893674503
AC,2019-02-01,-18,0.03306843113666158
AC,2019-03-01,-17,0.032321934753400505
AC,2019-04-01,-16,0.027916184463250282
AC,2019-05-01,-15,0.02392336581976373
AC,2019-06-01,-14,0.023412885352195545
AC,2019-07-01,-13,0.025849431245099197
AC,2019-08-01,-12,0.028577643684937648
AC,2019-09-01,-11,0.027513313692686836
AC,2019-10-01,-10,0.03147351102133111
AC,2019-11-01,-9,0.029515728062947666
AC,2019-12-01,-8,0.0367010595612669
AC,2020-01-01,-7,0.039049863489834635
AC,2020-02-01,-6,0.04015587589165115
AC,2020-03-01,-5,0.04186694359390675
AC,2020-04-01,-4,0.043362325040944505
AC,2020-05-01,-3,0.04650468845741429
AC,2020-06-01,-2,0.04479719663952331
AC,2020-07-01,-1,0.047023867073263226
AC,2020-08-01,0,0.04884593054222108
AC,2020-09-01,1,0.04462130050783397
AC,2020-10-01,2,0.04105319810738095
AC,2020-11-01,3,0.04820978630959338
AC,2020-12-01,4,0.0497129141946111
AC,2021-01-01,5,0.03963629463279972
AC,2021-02-01,6,0.028677182278143754
AC,2021-03-01,7,0.04188546469653254
AC,2021-04-01,8,0.04633448427067233
AC,2021-05-01,9,0.041623017648209526
AC,2021-06-01,10,0.036279931235142726
AC,2021-07-01,11,0.0385914669665004
AC,2021-08-01,12,0.044898001221564066
AC,2021-09-01,13,0.03455663840558465
AC,2021-10-01,14,0.03185637630642635
AC,2021-11-01,15,0.03405322059210203
AC,2021-12-01,16,0.033773433617484194
AC,2022-01-01,17,0.03648586347326077
AC,2022-02-01,18,0.031431323438977365
AC,2022-03-01,19,0.02834692866704369
AC,2022-04-01,20,0.022871715122482428
AC,2022-05-01,21,0.017825440554939398
AC,2022-06-01,22,0.01409007899174508
AC,2022-07-01,23,0.006658109746025431
AL,2018-01-01,-31,0.03739974090040832
AL,2018-02-01,-30,0.03803726151360376
AL,2018-03-01,-29,0.03808160588550802
AL,2018-04-01,-28,0.03456923925432953
AL,2018-05-01,-27,0.03691962849616637
AL,2018-06-01,-26,0.04068672946189267
AL,2018-07-01,-25,0.036833855233970425
AL,2018-08-01,-24,0.03337880284396366
AL,2018-09-01,-23,0.029577422006408227
AL,2018-10-01,-22,0.03090487977535883
AL,2018-11-01,-21,0.030935825786627014
AL,2018-12-01,-20,0.029562190948122513
AL,2019-01-01,-19,0.030396271256060814
AL,2019-02-01,-18,0.03260480642179253
AL,2019-03-01,-17,0.03219479139724779
AL,2019-04-01,-16,0.027732833943745483
AL,2019-05-01,-15,0.02370687059976362
AL,2019-06-01,-14,0.023143420797930858
AL,2019-07-01,-13,0.02541802316379016
AL,2019-08-01,-12,0.02785751311615936
AL,2019-09-01,-11,0.026566127095430936
AL,2019-10-01,-10,0.030398147127180586
AL,2019-11-01,-9,0.028440133272576773
AL,2019-12-01,-8,0.035433832101630536
AL,2020-01-01,-7,0.037759835504202144
AL,2020-02-01,-6,0.03903652176637262
AL,2020-03-01,-5,0.04050877500522443
AL,2020-04-01,-4,0.04206747017709844
AL,2020-05-01,-3,0.04570843606627495
AL,2020-06-01,-2,0.044312800838559596
AL,2020-07-01,-1,0.046583169198465946
AL,2020-08-01,0,0.04855119178400269
AL,2020-09-01,1,0.04467995298028704
AL,2020-10-01,2,0.04110624588945999
AL,2020-11-01,3,0.047769084255308236
AL,2020-12-01,4,0.0490599860275962
AL,2021-01-01,5,0.03931536320511597
AL,2021-02-01,6,0.028273164366366288
