pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2018-10-01,pre,-0.05751605796875481
AC,retail,consumption,2018-11-01,pre,0.34431976811514176
AC,retail,consumption,2018-12-01,pre,1.020779487229575
AC,retail,consumption,2019-01-01,pre,-2.706662093849161
AC,retail,consumption,2019-02-01,pre,-1.8111242385438686
AC,retail,consumption,2019-03-01,pre,-2.332114215891636
AC,retail,consumption,2019-04-01,pre,-4.814603842228223
AC,retail,consumption,2019-05-01,pre,-1.2443183662460626
AC,retail,consumption,2019-06-01,pre,3.034087650766139
AC,retail,consumption,2019-07-01,pre,3.1868482175046893
AC,retail,consumption,2019-08-01,pre,-3.022850271632535
AC,retail,consumption,2019-09-01,pre,-3.078587117265471
AC,retail,consumption,2019-10-01,pre,-1.6237481800527007
AC,retail,consumption,2019-11-01,pre,-3.0542342869901233
AC,retail,consumption,2019-12-01,pre,0.9130139984469565
AC,retail,consumption,2020-01-01,pre,-1.3468290136132453
AC,retail,consumption,2020-02-01,pre,3.6416370560241944
AC,retail,consumption,2020-03-01,pre,-1.9643118957214512
AC,retail,consumption,2020-04-01,pre,-5.151739029173243
AC,retail,consumption,2020-05-01,pre,-10.388042771433888
AC,retail,consumption,2020-06-01,pre,0.013056660830841338
AC,retail,consumption,2020-07-01,pre,3.078318921985101
AC,retail,consumption,2020-08-01,pre,-1.1448713422878427
AC,retail,consumption,2020-09-01,pre,-1.360197327353987
AC,retail,consumption,2020-10-01,pre,-1.3483659883149528
AC,retail,consumption,2020-11-01,pre,5.931175847937368
AC,retail,consumption,2020-12-01,pre,-3.700382258509066
AC,retail,consumption,2021-01-01,pre,1.659862378000767
AC,retail,consumption,2021-02-01,pre,-10.910933751975804
AC,retail,consumption,2021-03-01,pre,10.263118227136758
AC,retail,consumption,2021-04-01,pre,-0.7684810134494597
AC,retail,consumption,2021-05-01,pre,-5.847162863474466
AC,retail,consumption,2021-06-01,pre,2.2561830410821955
AC,retail,consumption,2021-07-01,pre,-2.2643201719047283
AC,retail,consumption,2021-08-01,pre,0.6261316789656775
AC,retail,consumption,2021-09-01,pre,2.62740303780825
AC,retail,consumption,2021-10-01,post,4.848192314564528
AC,retail,consumption,2021-11-01,post,4.723134390377567
AC,retail,consumption,2021-12-01,post,3.2611739546842102
AC,retail,consumption,2022-01-01,post,2.7491970286672256
AC,retail,consumption,2022-02-01,post,-0.4814652191454343
AC,retail,consumption,2022-03-01,post,0.5588016605957904
AC,retail,consumption,2022-04-01,post,2.3246953313988428
AC,retail,consumption,2022-05-01,post,1.891928517182933
AC,retail,consumption,2022-06-01,post,-1.3056150512449562
AC,retail,consumption,2022-07-01,post,-0.5315189757324106
AC,retail,consumption,2022-08-01,post,-0.5103037345513428
AC,retail,consumption,2022-09-01,post,-0.3879933137571214
AC,retail,consumption,2022-10-01,post,-6.22273924548287
AC,retail,consumption,2022-11-01,post,-5.675813088185265
AC,retail,consumption,2022-12-01,post,4.438560500890006
AC,retail,consumption,2023-01-01,post,2.977399703349434
AC,retail,consumption,2023-02-01,post,3.073499928544962
AC,retail,consumption,2023-03-01,post,2.846613688009299
AC,retail,consumption,2023-04-01,post,2.4057875153445423
AC,retail,consumption,2023-05-01,post,5.574254271312981
AC,retail,consumption,2023-06-01,post,7.156850904843978
AC,retail,consumption,2023-07-01,post,6.725490409925129
AC,retail,consumption,2023-08-01,post,5.124767565569755
AC,retail,consumption,2023-09-01,post,3.0063471315075816
AC,services,consumption,2018-10-01,pre,3.3559614901860044
AC,services,consumption,2018-11-01,pre,-5.814524595992239
AC,services,consumption,2018-12-01,pre,3.075403124236132
AC,services,consumption,2019-01-01,pre,-7.248465022999056
AC,services,consumption,2019-02-01,pre,-0.21864005044371027
AC,services,consumption,2019-03-01,pre,-5.065811777470373
AC,services,consumption,2019-04-01,pre,-1.3472028909916673
AC,services,consumption,2019-05-01,pre,5.938316919514193
AC,services,consumption,2019-06-01,pre,1.3690775064010978
AC,services,consumption,2019-07-01,pre,-0.5695924194223068
AC,services,consumption,2019-08-01,pre,-3.513938327553518
AC,services,consumption,2019-09-01,pre,5.610295485231532
AC,services,consumption,2019-10-01,pre,-8.317504137382954
AC,services,consumption,2019-11-01,pre,-3.1912676561479856
AC,services,consumption,2019-12-01,pre,-0.08098705143903828
AC,services,consumption,2020-01-01,pre,-3.9957692151141373
AC,services,consumption,2020-02-01,pre,5.71498044852126
AC,services,consumption,2020-03-01,pre,-0.9418935878247794
AC,services,consumption,2020-04-01,pre,-12.316325608604998
AC,services,consumption,2020-05-01,pre,-1.0621103919477406
AC,services,consumption,2020-06-01,pre,1.8949213046848143
AC,services,consumption,2020-07-01,pre,2.054741179988497
AC,services,consumption,2020-08-01,pre,-5.300910139245772
AC,services,consumption,2020-09-01,pre,-5.200144506984714
AC,services,consumption,2020-10-01,pre,-6.933829311224855
AC,services,consumption,2020-11-01,pre,8.20735669874486
AC,services,consumption,2020-12-01,pre,0.23718856576010694
AC,services,consumption,2021-01-01,pre,2.969928315029634
AC,services,consumption,2021-02-01,pre,-1.0818368255605293
AC,services,consumption,2021-03-01,pre,-6.113660017130016
AC,services,consumption,2021-04-01,pre,2.75238662424546
AC,services,consumption,2021-05-01,pre,-11.187564057668794
AC,services,consumption,2021-06-01,pre,6.228841421190339
AC,services,consumption,2021-07-01,pre,9.16031619590781
AC,services,consumption,2021-08-01,pre,11.713899403954954
AC,services,consumption,2021-09-01,pre,2.8022570418222017
AC,services,consumption,2021-10-01,post,5.317101331812921
AC,services,consumption,2021-11-01,post,0.391119971759494
AC,services,consumption,2021-12-01,post,10.617027259521535
AC,services,consumption,2022-01-01,post,6.4768829823716345
AC,services,consumption,2022-02-01,post,6.858085465477487
AC,services,consumption,2022-03-01,post,-0.8754201649894071
