pre_rmspe,post_rmspe,mean_abs_gap_post,post_pre_ratio,pseudo_treated_state,outcome,channel_slug
4.044384405511412,3.881574918758501,3.2834226435361735,0.9597443095342161,AC,retail,consumption
5.587480745952864,5.4692991528676425,4.6505704646743755,0.9788488590012908,AC,services,consumption
42.768995218343555,55.870254600630744,43.45543481221471,1.3063260971038215,AC,formal_hiring,labor_market
9.942608936296061,17.40854364167442,13.536837431747045,1.7509029826289897,AC,construction,labor_market
0.15641888071944918,0.10645475961117061,0.09440091373586419,0.6805748712785283,AC,icms_siconfi,public_sector
0.17679887714645398,0.08671723272896739,0.06912490253373511,0.49048520063356443,AC,tax_siconfi,public_sector
0.6417297375507275,0.37133579981211506,0.3046938077422369,0.5786482659029989,AC,investment_siconfi,public_sector
0.16799154904582544,0.13121607952183856,0.10868814892394922,0.7810873836638347,AC,totalexp_siconfi,public_sector
6.887699645919567,1.814735331392003,1.3429916978202285,0.26347480649320915,AM,retail,consumption
2.6701004526593923,2.3947824243103373,1.9505964595755436,0.8968885129116243,AM,services,consumption
36.762333115482306,19.55657666839197,15.18736171988087,0.5319732185375307,AM,formal_hiring,labor_market
7.281639667739349,11.658703943273407,9.163828661054275,1.6011097054041616,AM,construction,labor_market
0.07916286735040984,0.1882664624844964,0.16865166783047894,2.3782168178818717,AM,icms_siconfi,public_sector
0.07231097428047324,0.18035488474599354,0.15959271819291776,2.4941564754258376,AM,tax_siconfi,public_sector
0.3355654189416962,0.5846591451382355,0.5224910295139109,1.742310476991727,AM,investment_siconfi,public_sector
0.11535654029788668,0.17340436964806005,0.1506969077946807,1.5032036259086456,AM,totalexp_siconfi,public_sector
6.9742273191192545,3.8722970552840974,3.310551297214326,0.5552295441630534,AP,retail,consumption
4.257097362139317,7.91417332680117,7.232773296244881,1.8590538701760078,AP,services,consumption
39.3813938695596,56.94548139463274,43.10673624165641,1.4459996409281375,AP,formal_hiring,labor_market
9.609774148537687,19.879622499021643,14.856010935978817,2.06868779554478,AP,construction,labor_market
