donor_state,scm_weight
AC,0.8414447532512181
DF,0.08071925442434051
RO,0.07783599232443587
PB,3.0435486329049355e-15
PE,1.225029350120749e-15
SP,9.52273605446402e-16
PA,2.6473405375165234e-16
SC,7.44043873333131e-18
AL,0
AP,0
BA,0
CE,0
ES,0
GO,0
MA,0
MG,0
MS,0
MT,0
PI,0
PR,0
RJ,0
RN,0
RS,0
SE,0
