pseudo_treated_state,outcome,short_label,channel_slug,period_date,analysis_period,augmented_gap
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2013-06-01,pre,84.80462704197654
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2013-08-01,pre,-74.27246153339622
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2013-10-01,pre,-23.034813258352266
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2013-12-01,pre,47.661726976927596
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2014-02-01,pre,36.8961313728867
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2014-04-01,pre,2.1777416618641325
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2014-06-01,pre,-27.29335561954833
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2014-08-01,pre,-6.0334693612089545
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2014-10-01,pre,4.754185854634613
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2014-12-01,pre,-19.027332610911678
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2015-02-01,pre,-52.78844569094714
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2015-04-01,pre,40.703233283781046
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2015-06-01,pre,-60.359633021680025
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2015-08-01,pre,71.0593804044315
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2015-10-01,pre,-40.79016631590413
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2015-12-01,pre,-35.646943151679636
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2016-02-01,pre,0.5342574874499064
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2016-04-01,pre,-75.13129428831712
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2016-06-01,pre,-16.700275504742862
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2016-08-01,pre,86.31922834792044
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2016-10-01,pre,-0.3928933036808786
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2016-12-01,pre,-30.331293558750318
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2017-02-01,pre,35.63208793772117
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2017-04-01,pre,-5.144140900461963
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2017-06-01,post,-81.88213842289304
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2017-08-01,post,-38.51599417810959
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2017-10-01,post,-9.718656836681202
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2017-12-01,post,-27.163293122515007
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2018-02-01,post,-88.14129612418202
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2018-04-01,post,-31.871642396556236
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2018-06-01,post,-126.00996423605012
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2018-08-01,post,-20.64452272371293
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring,labor_market,2018-10-01,post,37.626955338989674
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2013-06-01,pre,17.85187955577547
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2013-08-01,pre,-5.10516118882369
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2013-10-01,pre,36.30772963258443
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2013-12-01,pre,55.8495624818606
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2014-02-01,pre,-4.922350462004353
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2014-04-01,pre,-17.86892542002075
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2014-06-01,pre,5.5414607802114695
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2014-08-01,pre,0.232101282302704
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2014-10-01,pre,19.64444775592868
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2014-12-01,pre,-1.6298278159909927
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2015-02-01,pre,-43.07277283151862
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2015-04-01,pre,2.0884042774242815
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2015-06-01,pre,-5.21404949330622
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2015-08-01,pre,-5.535643201396567
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2015-10-01,pre,23.29777096512711
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2015-12-01,pre,0.40497657811727805
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2016-02-01,pre,8.284687801118892
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2016-04-01,pre,-7.400850247221554
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2016-06-01,pre,5.566177722250245
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2016-08-01,pre,-14.47498968947717
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2016-10-01,pre,0.9650858107841387
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2016-12-01,pre,-0.5004517240417918
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2017-02-01,pre,3.43655041225883
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2017-04-01,pre,-11.327613767749419
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2017-06-01,post,-7.495889834198939
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2017-08-01,post,30.124088642549466
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2017-10-01,post,9.720052827167647
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2017-12-01,post,33.88979032276954
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2018-02-01,post,-50.316291096413494
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2018-04-01,post,-15.755650397345601
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2018-06-01,post,-17.845064799351313
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2018-08-01,post,30.719508190999388
AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction,labor_market,2018-10-01,post,-58.76950863754572
AC,retail_volume_index_sa,Retail,consumption,2013-06-01,pre,1.4210854715202004e-14
AC,retail_volume_index_sa,Retail,consumption,2013-08-01,pre,-0.14313298080469394
AC,retail_volume_index_sa,Retail,consumption,2013-10-01,pre,0.7896634783824936
AC,retail_volume_index_sa,Retail,consumption,2013-12-01,pre,-0.08299588433469296
AC,retail_volume_index_sa,Retail,consumption,2014-02-01,pre,0.2372174432838534
AC,retail_volume_index_sa,Retail,consumption,2014-04-01,pre,-0.7799607797625754
AC,retail_volume_index_sa,Retail,consumption,2014-06-01,pre,0.14071798899941257
AC,retail_volume_index_sa,Retail,consumption,2014-08-01,pre,0.2207166891033836
AC,retail_volume_index_sa,Retail,consumption,2014-10-01,pre,-0.48807590413889557
AC,retail_volume_index_sa,Retail,consumption,2014-12-01,pre,2.1743126932018697
AC,retail_volume_index_sa,Retail,consumption,2015-02-01,pre,1.1129096521142543
AC,retail_volume_index_sa,Retail,consumption,2015-04-01,pre,0.08755937209130593
AC,retail_volume_index_sa,Retail,consumption,2015-06-01,pre,-1.459315232095733
AC,retail_volume_index_sa,Retail,consumption,2015-08-01,pre,0.8002296617441402
AC,retail_volume_index_sa,Retail,consumption,2015-10-01,pre,-2.61519022342425
AC,retail_volume_index_sa,Retail,consumption,2015-12-01,pre,-0.0889654163662783
AC,retail_volume_index_sa,Retail,consumption,2016-02-01,pre,-0.0380669616452991
AC,retail_volume_index_sa,Retail,consumption,2016-04-01,pre,3.6343093325494635
AC,retail_volume_index_sa,Retail,consumption,2016-06-01,pre,2.4299704516584058
AC,retail_volume_index_sa,Retail,consumption,2016-08-01,pre,0.2992735749592441
AC,retail_volume_index_sa,Retail,consumption,2016-10-01,pre,-1.497942874446636
AC,retail_volume_index_sa,Retail,consumption,2016-12-01,pre,-3.0690711081887656
AC,retail_volume_index_sa,Retail,consumption,2017-02-01,pre,1.2255722289872324
AC,retail_volume_index_sa,Retail,consumption,2017-04-01,pre,-3.0197947978304143
AC,retail_volume_index_sa,Retail,consumption,2017-06-01,post,1.9774827033469933
AC,retail_volume_index_sa,Retail,consumption,2017-08-01,post,1.7959467885333424
AC,retail_volume_index_sa,Retail,consumption,2017-10-01,post,3.4148801198039678
AC,retail_volume_index_sa,Retail,consumption,2017-12-01,post,9.27776811694494
AC,retail_volume_index_sa,Retail,consumption,2018-02-01,post,5.270694143798863
AC,retail_volume_index_sa,Retail,consumption,2018-04-01,post,3.849154390410604
AC,retail_volume_index_sa,Retail,consumption,2018-06-01,post,7.585007749930725
AC,retail_volume_index_sa,Retail,consumption,2018-08-01,post,4.087650963726588
AC,retail_volume_index_sa,Retail,consumption,2018-10-01,post,1.421462986724947
AC,services_volume_index_sa,Services,consumption,2013-06-01,pre,1.4210854715202004e-14
AC,services_volume_index_sa,Services,consumption,2013-08-01,pre,-0.1841559692262109
AC,services_volume_index_sa,Services,consumption,2013-10-01,pre,-0.7730520852979055
AC,services_volume_index_sa,Services,consumption,2013-12-01,pre,1.7584943013921333
AC,services_volume_index_sa,Services,consumption,2014-02-01,pre,0.49232621904494067
AC,services_volume_index_sa,Services,consumption,2014-04-01,pre,1.4558079653756408
AC,services_volume_index_sa,Services,consumption,2014-06-01,pre,-2.191921599027026
AC,services_volume_index_sa,Services,consumption,2014-08-01,pre,-0.2437787229826398
AC,services_volume_index_sa,Services,consumption,2014-10-01,pre,-1.4446681452149193
AC,services_volume_index_sa,Services,consumption,2014-12-01,pre,0.6005178973000795
AC,services_volume_index_sa,Services,consumption,2015-02-01,pre,0.4215680942764095
AC,services_volume_index_sa,Services,consumption,2015-04-01,pre,1.6750772156116938
AC,services_volume_index_sa,Services,consumption,2015-06-01,pre,-0.25240391018706987
AC,services_volume_index_sa,Services,consumption,2015-08-01,pre,0.19375498980375028
AC,services_volume_index_sa,Services,consumption,2015-10-01,pre,-0.503746186837347
AC,services_volume_index_sa,Services,consumption,2015-12-01,pre,-4.566624805488075
AC,services_volume_index_sa,Services,consumption,2016-02-01,pre,-3.4391947939578813
AC,services_volume_index_sa,Services,consumption,2016-04-01,pre,0.07658203511898876
AC,services_volume_index_sa,Services,consumption,2016-06-01,pre,0.776207854596251
AC,services_volume_index_sa,Services,consumption,2016-08-01,pre,-1.9258501644431476
AC,services_volume_index_sa,Services,consumption,2016-10-01,pre,3.811295332413181
AC,services_volume_index_sa,Services,consumption,2016-12-01,pre,-1.5138343486795804
AC,services_volume_index_sa,Services,consumption,2017-02-01,pre,0.2687753121599883
AC,services_volume_index_sa,Services,consumption,2017-04-01,pre,3.1501803350911217
