pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.012742542951405339,0.4545726785885139,35.673623414263666
AL,0.004644514093891457,0.0779361251374118,16.780253770768983
AM,0.005663721596870254,0.14374729563333763,25.380360452881675
AP,0.019108893780980882,0.40645326724214226,21.27037137265821
BA,0.0028436308611101005,0.10533129455905434,37.041127946520795
CE,0.002244647610669891,0.03191221083019716,14.217024836550312
DF,0.005533153323190848,0.1556220001488957,28.1253728315542
ES,0.004446651809910529,0.041846481514134816,9.410784406566075
GO,0.0039051750638207606,0.15940993885932475,40.82017739388119
MA,0.0035924252617467027,0.05161252181060565,14.36704121869767
MG,0.0023139866241487605,0.02746157473544165,11.867646272823146
MS,0.004465436317615033,0.045411798050974075,10.169621694488365
MT,0.004624304444288998,0.08572296872796424,18.537483801230227
PA,0.0033026562560348706,0.09537277160063434,28.877595549449566
PB,0.0030821383759151327,0.04623671207520839,15.001504292123165
PE,0.00419407646367977,0.020480299574376696,4.883148829482196
PR,0.00303082370201962,0.09468350466962697,31.240188799676357
RJ,0.005057122112365876,0.04040783740747284,7.990283111547968
RN,0.003776191563913001,0.03838646258329825,10.165390694194834
RO,0.008899239498076288,0.10613719472485451,11.926546616460627
RS,0.0017155523138552213,0.12753804588336212,74.3422656676416
SC,0.0035883120243620425,0.028595625979740833,7.969102404026523
SE,0.004339427704595154,0.10612949138808421,24.4570248919461
SP,0.004562703151789969,0.019603607123402658,4.296489706044557
TO,0.011237311444520259,0.06446739725499419,5.7369058046736745
