rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,lambda,cv_rmse,post_pre_rmspe_ratio
9.602966375436182,3.845251656084859,7.567922948711667,4.0612044976962027e-16,retail_volume_index,20.723146452190296,0.7060667435859315,2.4973570612056344
