rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,lambda,cv_rmse,post_pre_rmspe_ratio
5.9839614565043675,1.5532500254388815,-3.5867163968466778,-4.060337135958214e-16,services_volume_index,0.627289985819625,0.478083808734783,3.8525423199742477
