donor_state,scm_weight
PR,0.2700457348671513
ES,0.2454145866232414
DF,0.23185373933592832
SE,0.15666121075302541
RN,0.09602472841975547
GO,4.84334335814614e-13
MG,3.12290703575666e-13
CE,1.0116563566017303e-13
MS,1.6508331836536272e-16
MT,6.719469852034621e-17
TO,3.506681038264731e-17
RR,2.1673786320202127e-17
AP,1.1226675565945217e-17
PB,2.287364686402165e-30
AC,0
AL,0
AM,0
BA,0
MA,0
PA,0
PE,0
PI,0
RO,0
RS,0
SC,0
SP,0
