donor_state,scm_weight
AC,0.9080920518613941
MT,0.045845769614218
AP,0.02027641781928063
ES,0.01821949006218026
DF,0.007566270637790931
PR,2.347841199314627e-12
MA,1.7319595171640439e-12
BA,1.0326834791848806e-12
RN,1.8284739836711814e-14
PB,5.390140835198942e-15
RO,3.166183944109584e-17
MG,1.724187035941454e-17
AL,0
CE,0
GO,0
MS,0
PA,0
PE,0
PI,0
RS,0
SE,0
SP,0
