donor_state,scm_weight
MT,0.47963286939028915
AP,0.4158992550003305
AC,0.10446787559555817
BA,7.836198042293885e-12
PI,2.6155258080184165e-12
PB,1.8481546253237404e-12
SE,1.146867090524486e-12
PE,3.744729598320771e-13
MG,9.650996037592748e-16
MA,5.777709372455286e-17
RN,1.7455778844832988e-17
DF,6.333097138312274e-18
AL,0
CE,0
ES,0
GO,0
MS,0
PA,0
PR,0
RO,0
RS,0
SP,0
