pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.0061259050290583955,0.01028536052126469,1.678994446122786
AL,0.002812246085540588,0.029485450194650313,10.484662187371283
AP,0.008802179667507013,0.03686858451173824,4.188574410476706
BA,0.004890601157756051,0.035225146344162225,7.202620947385646
CE,0.003258580522578906,0.03835498019830223,11.770456471011903
DF,0.009732682073737214,0.07340679363007103,7.542298523050785
ES,0.004449104394846792,0.012228251557181056,2.7484748551516387
GO,0.0033792866015449094,0.014558168832566653,4.308059821238924
MA,0.007261560294942865,0.03091154751454631,4.256874040703607
MG,0.006791898420388275,0.023155153879268035,3.4092314763954192
MS,0.0031642478358549276,0.01713428344072638,5.414962521763716
MT,0.002418565718640749,0.0281120926632269,11.623456185853032
PA,0.005606263622202312,0.030415692065564052,5.42530535758428
PB,0.007576595342598789,0.09715371816431105,12.82287277744295
PE,0.006051418126878816,0.0403021068540199,6.659944166642276
PI,0.009548334754246428,0.0901963880388719,9.446295124786957
PR,0.003066159824694697,0.013161084114107132,4.292367282392921
RN,0.004218368817533685,0.016325852030033634,3.8701812800661464
RO,0.012269892798256469,0.07959869744137014,6.487318084203717
RS,0.004866031747709924,0.0409930697508963,8.424332572468039
SE,0.005069252796872883,0.03710887967884784,7.320384515394369
SP,0.0032673100050409714,0.022682553933867637,6.942271746137295
