period,period_date,year,bimester,uf,state_abbrev,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,social_expenditure_share_real,pilot_id,treated_unit,donor_pool_main,excluded_from_main_donor_pool,transition_period,analysis_period,post_treatment,treated_post,fiscal_main_window
2016B1,2016-02-01,2016,1,28,SE,Sergipe,Northeast,1173884365.96,1942187257.616799,355911845.35,588854806.2469085,,,0,0,0,0.3031915712234025,975213541.2,1613487127.0945394,120611722.05,199551639.3926582,120476818.94,199328442.70578468,113791497.11,188267602.9435352,,,,,,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3638998261481483,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B1,2016-02-01,2016,1,35,SP,Sao Paulo,Southeast,37322739025.04,61750331000.02965,29247288328.48,48389528269.221344,,,0,0,0,0.783631884810433,31392756022.79,51939196480.45925,2803002767.98,4637557511.538471,4381230096.29,7248728675.880167,1660833119.4,2747842134.253753,,,,,,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.28175500033347833,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B1,2016-02-01,2016,1,17,TO,Tocantins,North,1348126808.16,2230470721.2952,365466991.77,604663759.9732921,,,0,0,0,0.2710924443886774,1359856707.93,2249877796.239745,339323824.4,561409988.1264937,161531515.74,267253283.77398768,216834944.38,358752597.9498678,,,,,,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.5277690512057568,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,12,AC,Acre,North,738998185.4,1210053076.8444154,190524208.01,311968836.555476,,,0,0,0,0.2578141756963508,736223956.81,1205510489.450399,115628164.05,189332285.8470084,144341564.36,236348285.45054537,66484929.23,108863992.85946706,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.44341759680641485,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,27,AL,Alagoas,Northeast,1323964028.95,2167889960.372664,617606884.83,1011284095.1893848,,,0,0,0,0.46648313045166895,1434502004.24,2348887450.962465,156696472.1,256578503.0887981,90322294.65,147895857.80880103,161110553.36,263806223.96231177,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.2845094108643139,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,13,AM,Amazonas,North,2123146616.2,3476490397.7863264,1133580343.45,1856151218.6928596,,,0,0,0,0.5339152439123013,2205237143.49,3610907365.3642344,473639149.23,775547925.7767239,321445783.83,526342915.91882485,234158681.32,383416953.3822741,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.46672695379650786,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,16,AP,Amapa,North,670724784.82,1098260598.7698677,130220154.97,213225556.30270576,,,0,0,0,0.1941484166340248,617434706.76,1011002166.752367,86097649.02,140978323.3085075,127611465.88,208954027.1944491,80023645.24,131032606.109249,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.47573088607436415,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,29,BA,Bahia,Northeast,6008684731.25,9838762246.623943,3350248052.78,5485775262.444171,,,0,0,0,0.5575676213058761,6511222054.09,10661628724.168203,963495414.16,1577650139.693824,751588601.84,1230668921.9885118,752803343.86,1232657969.2526505,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.379020610779171,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,23,CE,Ceara,Northeast,3614962521.61,5919224983.73083,1827134681.9,2991793467.592238,,,0,0,0,0.5054366873729709,3630199243.42,5944173951.768191,474898982.31,777610806.207126,420676314.92,688825330.4018415,297656817.42,487390300.6511867,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3286960397043826,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,53,DF,Distrito Federal,Center-West,4546326746.76,7444262755.908251,2573559964.66,4214007849.0109353,,,0,0,0,0.566074571409563,5011690621.64,8206260552.081437,1296337176.92,2122653100.5766792,1420819514.26,2326483418.8196383,117512844.71,192418306.4578273,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.5656114373162159,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,32,ES,Espirito Santo,Southeast,1931261349.32,3162292931.301917,1099666311.65,1800619582.298412,,,0,0,0,0.5694031582194685,1992723436.57,3262932404.1118355,389797028.44,638262857.6460266,213366221.4,349370888.5901911,203244388.17,332797159.87847835,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40467614482320696,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,52,GO,Goias,Center-West,3237311004.12,5300849472.47516,1982317514.33,3245893501.347683,,,0,0,0,0.6123345924463796,3156150555.75,5167955438.08043,450062226.39,736942515.657045,621075984.42,1016964480.7650096,329680114.95,539826004.110873,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4438376119947553,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,21,MA,Maranhao,Northeast,2208829458.25,3616789506.368382,954958169.78,1563671054.1779373,,,0,0,0,0.4323367592790931,2153414317.23,3526051446.086511,235273801.57,385242877.608101,289924224.86,474728771.0235495,249530990.9,408587936.0355204,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.35976774702907915,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,31,MG,Minas Gerais,Southeast,10874957427.43,17806912054.17634,7607141380.46,12456112904.301184,,,0,0,0,0.6995099917607439,10727835650.73,17566011383.398247,896460193.55,1467885086.7361248,1202504217.75,1969008797.7945049,2058073563.34,3369938244.630116,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.38750015473597654,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,50,MS,Mato Grosso do Sul,Center-West,1728318000.94,2829988701.0832663,955019940.36,1563772198.7840598,,,0,0,0,0.5525718877200737,1847716287.86,3025494275.131862,150789330.74,246906010.35574237,287241474.93,470335972.947268,177567294.84,290752881.0125296,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.33316700434728397,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,51,MT,Mato Grosso,Center-West,2336800518.86,3826332342.463922,1107932064.38,1814154120.976552,,,0,0,0,0.47412351008912856,2126512173.52,3482001240.804375,237469362.65,388837941.1586507,347406979.96,568852391.4172851,286213283.93,468652388.7278287,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40963303073788276,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,15,PA,Para,North,3355796020.58,5494859635.909837,1734389682.03,2839930615.055079,,,0,0,0,0.5168340600541734,3200985668.56,5241369510.372151,364519251.84,596872429.4218224,478793723.22,783988146.9296968,347610726.92,569186011.500144,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3720490577878003,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,25,PB,Paraiba,Northeast,1395135761.82,2284428236.1697507,586741152.56,960743816.4170444,,,0,0,0,0.4205620475204342,1389926743.59,2275898866.7327495,178162236.54,291727052.5989435,176699619.66,289332129.186607,177225349.03,290192970.86974543,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3828167259057754,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,26,PE,Pernambuco,Northeast,4426267769.01,7247675351.095412,2650632350.92,4340207993.985816,,,0,0,0,0.5988413917201518,4511554616.95,7387326049.572159,815055938.43,1334591837.4125602,445947844.22,730205529.1495241,439437311.29,719545028.8134115,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.376908014712137,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,22,PI,Piaui,Northeast,1166391990.58,1909877784.4008648,446122425.74,730491393.0523182,,,0,0,0,0.3824807006074872,1433726465.15,2347617564.9456816,232286938.65,380352117.74175286,191343373.28,313310157.1094244,122762646.91,201014456.530234,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3810998625758331,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,41,PR,Parana,South,7537223721.99,12341628079.5359,4882843426.1,7995283111.965586,,,0,0,0,0.6478305018138453,7586303852.55,12421993044.118198,620647096.12,1016262208.9363492,1518639246.47,2486655757.9069643,600796814.86,983758889.7274004,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3611881636574536,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,33,RJ,Rio de Janeiro,Southeast,7655995862,12536108385.85046,5021294629,8221986380.487515,,,0,0,0,0.6558643342432883,10900104622,17848088664.30152,640210084,1048295107.1817636,832409755,1363007386.3954797,1273588930,2085404583.973809,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.25194334038383875,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,24,RN,Rio Grande do Norte,Northeast,1558129035.7,2551317271.1633663,693280405.85,1135193705.1924698,,,0,0,0,0.4449441541525084,1456382200.16,2384714600.3628707,157296526.56,257561046.42915043,193437937.86,316739846.60630244,157646892.26,258134743.49861792,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3490713884199824,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,11,RO,Rondonia,North,978295658.83,1601884409.7567337,497196585.24,814121427.700868,,,0,0,0,0.5082273244824841,906509445.75,1484339969.5556457,141926059.88,232393081.38387585,203253592.03,332812230.4961496,103314257.82,169169205.04929322,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4947481924569896,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,14,RR,Roraima,North,602940823.04,987269539.3423036,121582186.57,199081542.8983329,,,0,0,0,0.2016486227570198,,,,,,,,,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,,rr_2018_01,TRUE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,43,RS,Rio Grande do Sul,South,8011346258.11,13117967514.419285,5750215413.96,9415538483.91964,,,0,0,0,0.7177589419679589,7656043595.17,12536186545.27002,778748677.62,1275141471.331955,627480262.26,1027450996.5080272,520334935.56,852008708.8214096,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.2516396166625043,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,42,SC,Santa Catarina,South,4296064924.39,7034478139.168501,2097580558.97,3434627932.052129,,,0,0,0,0.48825625214866514,3695377020.39,6050897582.654697,491361064.83,804566208.8023441,490535385.03,803214221.2031628,363214373.04,594735790.0659431,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.36399826471780156,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,28,SE,Sergipe,Northeast,1073299999.11,1757446759.6252422,380647376.13,623281000.9263387,,,0,0,0,0.35465142685702017,1190596731.34,1949511198.4058073,148471665.52,243111010.60342455,148153369.41,242589825.03780016,124728375.77,204233187.3773163,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.35390103097777925,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,35,SP,Sao Paulo,Southeast,32560932928.52,53316040355.02991,23186936133.81,37966836679.206474,,,0,0,0,0.7121090843653515,31783826085.64,52043587262.665665,3552741878.55,5817343433.727782,4729009024.78,7743391031.146702,1738436362.6,2846556745.3642955,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.31526057432264715,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B2,2016-04-01,2016,2,17,TO,Tocantins,North,1308529020.42,2142616312.9783375,411384224.91,673610242.8291572,,,0,0,0,0.31438677972763457,1356473217.18,2221121272.736622,217082602.21,355456178.2738618,160056431.75,262080180.34982535,117023361.69,191616815.40397108,,,,,,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3642994121751436,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,12,AC,Acre,North,821849230.22,1330644987.9852755,177577958.89,287514074.7048953,,,0,0,0,0.21607121155599832,785362104.32,1271569175.2698145,121663517.09,196983757.2192323,160408067.55,259714535.54890335,70723961.36,114508210.5740447,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4492138646102175,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,27,AL,Alagoas,Northeast,1497234820.75,2424152675.2232966,609253520.75,986434146.2987744,,,0,0,0,0.4069191500935108,1219547918.66,1974553562.7482457,161921767.94,262165347.40489992,106794161.69,172908984.73050547,159456664.57,258174131.83452332,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3510912426224811,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,13,AM,Amazonas,North,2581730475.06,4180044940.904579,1099839598.69,1780735438.777285,,,0,0,0,0.4260086826702696,2383891479.74,3859726495.7803674,448342927.2,725905977.690857,389007037.75,629836040.5283492,209694320.11,339513241.36260206,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4392164215353446,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,16,AP,Amapa,North,664563281.78,1075985433.3171144,109724165.52,177652914.3562879,,,0,0,0,0.16510717418228288,560971776.38,908261826.1276784,37556024.4,60806451.83926899,103527890.92,167620609.84410462,113900228.43,184414321.4080597,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4545400579605537,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,29,BA,Bahia,Northeast,6575619910.47,10646497380.57291,3377217101.61,5468006593.3657255,,,0,0,0,0.5135967631329544,6475582084.42,10484527487.619743,940371961.85,1522543541.8886063,813427606.16,1317009650.2200563,697978633.95,1130087778.67658,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.37861896737574896,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,23,CE,Ceara,Northeast,3658394468.17,5923257069.718678,1820990114.76,2948340498.813257,,,0,0,0,0.49775663357344146,3600144367.19,5828945118.002274,542438814.3,878255357.5474597,505288798.66,818106269.007573,316970541.7,513202722.76604587,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3790676193702699,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,53,DF,Distrito Federal,Center-West,4569616019.79,7398603576.13658,2583255332.48,4182513816.957152,,,0,0,0,0.5653112474423432,4245745723.7,6874229554.232218,874107312.24,1415255342.7373538,979264415.91,1585513788.9393132,127204367.14,205954872.69528723,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4664848590046995,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,32,ES,Espirito Santo,Southeast,2164165508.46,3503971143.5052767,1092828775.19,1769384309.1431706,,,0,0,0,0.5049654339827487,1952418317.42,3161134126.5479054,350930909.4,568187495.4086453,208984870.78,338364581.5348848,222257180.96,359853599.67909527,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40061750812376784,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,52,GO,Goias,Center-West,3567541269.48,5776157882.867926,2118435519.66,3429930336.3111715,,,0,0,0,0.593808272880549,3361609926.4,5442737226.788312,485465139.91,786010050.8823133,663590683.7,1074410712.902605,495439656.13,802159655.3689755,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4891987814603807,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,21,MA,Maranhao,Northeast,2922241134.39,4731361150.170526,1102019620.89,1784265083.2758875,,,0,0,0,0.3771145399060437,2663710570.89,4312777806.763127,356695598.04,577521024.922396,436261320.28,706344811.1121613,250382469.93,405390875.1639793,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3916864691126705,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,31,MG,Minas Gerais,Southeast,11545795176.79,18693641022.43861,7374417611.48,11939819948.969776,,,0,0,0,0.6387102402703682,11056645443.12,17901665295.567047,879162922.25,1423440812.6187503,1438861392.71,2329641046.3298163,2190150953.14,3546043826.002959,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4077344517640486,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,50,MS,Mato Grosso do Sul,Center-West,1722927310.06,2789568336.2513914,873005703.95,1413471743.634366,,,0,0,0,0.5066990922092924,1783287830.4,2887297239.448276,161232776.5,261049810.67055836,282423676.69,457268360.2506063,204337698.45,330840407.5844352,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3633704781659681,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,51,MT,Mato Grosso,Center-West,2728510349.34,4417694252.805143,1113179510.51,1802333909.8237283,,,0,0,0,0.4079806810259185,2141064603.68,3466568780.598392,263663514.01,426894034.24771154,358018108.3,579662283.4213022,281567418.65,455882004.42346376,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.42186912034672924,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,15,PA,Para,North,3610587491.49,5845853439.501805,1714851166.28,2776492360.9411407,,,0,0,0,0.47495073040656977,3329924449.47,5391435699.064618,368297182.82,596304994.1378453,509138952.46,824340001.0213768,357067120.71,578122552.2592604,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.37073010956344277,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,25,PB,Paraiba,Northeast,1645487493.01,2664186574.4402924,604467470.68,978685117.2753034,,,0,0,0,0.3673485658491884,1503517279.04,2434324518.5838814,211052477.62,341712215.8424981,194449187.4,314830052.9068538,170912178.87,276721600.30876917,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.3833769334916071,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,26,PE,Pernambuco,Northeast,4245064225.96,6873126150.446329,2261188469.95,3661059709.970926,,,0,0,0,0.5326629585771799,4331767162.03,7013505703.146366,772864842.39,1251335027.278653,473677729.7,766925214.2230828,370425264.29,599750542.1020648,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.37328133666866786,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,22,PI,Piaui,Northeast,2038269884.61,3300135239.393718,428305907.66,693464309.9923586,,,0,0,0,0.2101320884412476,1430730139.29,2316475843.745804,239996823.33,388575615.0321703,223513318.7,361887395.3273587,111357595.07,180297578.07806656,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.40180025660553864,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,41,PR,Parana,South,6794430537.17,11000770710.802025,4188231386.1,6781108867.0664625,,,0,0,0,0.6164212531407337,7515168759.46,12167708231.547625,743235081.84,1203361882.1793902,1591361699.51,2576552233.258003,594273203.29,962179716.6374588,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.389727773039451,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,33,RJ,Rio de Janeiro,Southeast,6885507593,11148232341.724524,4715871977,7635404620.9856205,,,0,0,0,0.6848982320191307,8455123904,13689576910.159533,494498610,800636020.2905412,881181342,1426708808.7733114,1573482220,2547603809.4803257,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.34880176866536433,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,24,RN,Rio Grande do Norte,Northeast,1607943275.75,2603399239.381919,597207516.96,966930624.2669728,,,0,0,0,0.3714108115421186,1414624353.06,2290399182.8006144,155597786.41,251926274.32728285,171854386.79,278247116.42570025,144022242.1,233184466.8850835,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.33328594568596603,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,11,RO,Rondonia,North,1251530172.35,2026335597.7155104,553846139.97,896724804.4617534,,,0,0,0,0.4425351878892719,1014369757.82,1642352373.8602316,156133258.12,252793249.34036243,176746920.12,286168551.0571748,125082374.06,202519182.3610813,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4514749663714497,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,14,RR,Roraima,North,581594738.5,941652185.5431664,127840575.9,206984949.70537305,,,0,0,0,0.21981040652072545,639826260.52,1035934056.3163804,97218952.59,157405893.00842,109660180.55,177549317.1556017,58458205.94,94648891.6462808,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.41470217065544457,rr_2018_01,TRUE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,43,RS,Rio Grande do Sul,South,8532102818.85,13814212431.443989,5037726057.95,8156514216.189695,,,0,0,0,0.5904436649333545,7702725862.8,12471379404.24386,1007250871.41,1630826281.0281348,700365049.28,1133951591.5042267,553727672.64,896532995.6078808,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.2935770574740387,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,42,SC,Santa Catarina,South,3598170080.73,5825748577.461447,2096016405.79,3393631851.857763,,,0,0,0,0.5825228821214472,3861313369.19,6251800321.547805,493638541.37,799243494.788599,513134308.28,830808827.6645284,348841942.33,564805277.0411502,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.35107608794371736,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,28,SE,Sergipe,Northeast,1219145502.57,1973902016.2923336,402484896.29,651657859.2459073,,,0,0,0,0.33013688312145534,1193966689.78,1933135340.5926263,152732383.44,247286939.08136675,144895425.1,234598225.68635768,127362519.82,206210935.5633173,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.35594822870503073,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,35,SP,Sao Paulo,Southeast,29719180399.83,48117923570.3343,22225829801.4,35985540828.61387,,,0,0,0,0.7478614653022914,31430858852.69,50889279033.83074,3519946742.14,5699098226.507907,5041597806.36,8162782911.744874,1772143496.03,2869253598.1956058,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.32877523624034205,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
2016B3,2016-06-01,2016,3,17,TO,Tocantins,North,1466096294.32,2373736707.6665287,512185307.82,829272313.8378297,,,0,0,0,0.34935311534742003,1333063740.58,2158345496.7681174,228374934.97,369758772.564582,205032345.59,331965101.3862556,134999055.92,218575148.01663244,,,,,,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4263909662959501,rr_2018_01,FALSE,FALSE,TRUE,FALSE,pre,FALSE,FALSE,TRUE
2016B4,2016-08-01,2016,4,12,AC,Acre,North,722930064.77,1159329377.525207,186874593.3,299682108.24748605,,,0,0,0,0.25849608752881803,714258789.51,1145423656.0184886,126840689.35,203408523.9984972,164604614.99,263968778.07930964,64604670.9,103603510.97522368,,,,,,201608,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,0.4984887557131211,rr_2018_01,FALSE,TRUE,FALSE,FALSE,pre,FALSE,FALSE,TRUE
