donor_state,scm_weight
AP,0.33705897533975077
AC,0.30309636918036564
MT,0.13970480139416755
RO,0.120964290457606
DF,0.08052643793369633
PR,0.018649125694408693
PB,3.1010612988544707e-15
PA,8.09575200974075e-16
MA,4.816099407116422e-16
BA,1.5698484726992764e-16
AL,1.3206297602317187e-16
SE,1.2816516459570295e-16
RS,8.326803203185003e-17
PE,5.2604983860156694e-17
SC,3.3742498445948794e-17
ES,1.8331991457932188e-17
MG,1.78161478287558e-18
CE,0
GO,0
MS,0
PI,0
RJ,0
RN,0
SP,0
