scm_rmspe_post,scm_rmspe_post_partial_window_ma12,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_post_partial_window_ma12,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_post_partial_window_ma12,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_post_partial_window_ma12,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
0.6001433342824247,0.7306021367995964,0.17864670651059272,0.5769997192005792,0.4805870972300668,0.04532292952859219,0.5779473159339467,-0.6131722284895431,0.03601509922357055,0.5616101926387633,-0.29888397125415983,-0.0012163335171381721,formal_hiring_balance_per_1000_ma12,3.359386500902773,12.73085665913489
