state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,caged_balance,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log,formal_hiring_6m_per1k
AC,2021-12-01,2021,12,96.4281891526939,102.3593018796,91.6302048482548,-6.24244984112105,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-10,173837613.96,-264,906876,99.65200313826656,4.601684148195518,191.68840498590768,987.6161884866289,6.8952941490809385,4.351201266766349
AC,2022-01-01,2022,1,94.7208286310727,102.481462983751,70.6332867483195,6.80475670654403,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-9,149945731.98,209,830018,97.08414496931219,4.575578076375778,180.65359062092628,1032.239258782836,6.939485759076639,3.922806493353156
AC,2022-02-01,2022,2,98.2935394216033,102.229081640417,59.8104546844072,26.1558922171429,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-8,107348930.08,673,830018,97.23120938470998,4.5770917441347265,129.3332555197598,1002.5811567079522,6.910333110226246,4.258943781942079
AC,2022-03-01,2022,3,99.5456101913274,96.9242366959557,75.9923203485434,30.9241554944505,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-7,174393669.97,696,830018,97.83289658539917,4.583260886386321,210.1082988200256,1041.1422789128728,6.948073734504265,3.8589524564527515
AC,2022-04-01,2022,4,101.01287388769,96.2389108046516,96.6049855051307,34.9111311188369,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-6,150137288.66,798,830018,98.33754001304989,4.588405846550408,180.88437679664779,1052.8084613808583,6.959216597564647,3.6541376211118313
AC,2022-05-01,2022,5,99.5642138912457,104.038981237726,72.0265790506936,29.6948477097122,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-5,154768910.61,841,830018,98.2608758626055,4.587625940425643,186.46452319106334,1079.1324499343305,6.98391271021246,3.5577541691866923
AC,2022-06-01,2022,6,97.8778607946315,96.698203709266,102.803502302036,26.5377487963915,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-4,157135736.51,1229,830018,98.50248780292844,4.590081804741616,189.31605882041111,1076.760103768834,6.98171190746933,5.356510340739598
AC,2022-07-01,2022,7,97.9610149292867,94.9374835236501,97.5528156856076,14.657374196901,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-3,155447174.53,1101,830018,99.04251885263076,4.595549241292916,187.28169091513678,1083.3882040630444,6.987848635277359,6.431185829704898
AC,2022-08-01,2022,8,101.037730218233,102.982048426219,101.29908466652,10.1526119246693,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-2,146211140.81,990,830018,99.49988398540239,4.600156478188012,176.1541807647545,1130.209129308039,7.030157964767118,6.813105257958261
AC,2022-09-01,2022,9,101.949716593664,103.65531220537,62.2443023821809,18.7367715240247,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,,-1,143664070.31,722,830018,99.90056838579181,4.604175375185788,173.08548767617089,1093.1863181641843,6.996851938575104,6.844429879833931
AC,2022-10-01,2022,10,104.002330850967,102.523721903857,85.6285038627857,7.58663569900134,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,0,138378535.61,704,830018,100.39881121300465,4.609150366679607,166.71751168046958,1079.0194530480062,6.983807993870416,6.731179323821893
AC,2022-11-01,2022,11,102.29885447287,103.14480081365,77.4158292530927,1.48893867471527,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,1,145457966.86,458,830018,100.85458464327536,4.613679723389507,175.24676194974086,1067.8016918066837,6.973357320450187,6.2697435477302905
AC,2022-12-01,2022,12,103.269040383704,96.4649153602535,18.3309922778748,-32.8222921451105,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,2,169560770.11,-847,830018,101.75311457478745,4.622549433925847,204.2856541785841,1082.7712871648566,6.987279040178415,3.768592970272934
AC,2023-01-01,2023,1,102.723621426062,99.1989908652785,-41.7068162514271,12.3042944051581,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,3,153781939.55,-922,855324.5,102.54688232424999,4.630320082537483,179.7936801178968,1075.2832763676167,6.9803394187484455,1.2919073404304449
AC,2023-02-01,2023,2,103.175987088679,101.272841916815,70.7510490177588,3.0526927078313,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,4,143570893.76,795,855324.5,102.90325846932433,4.633789308707191,167.85546743955072,1066.984563042413,6.972591783570492,1.06392369211919
AC,2023-03-01,2023,3,105.393201084053,112.979325036493,68.571836558838,-7.05241883216919,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,5,156276933.55,781,855324.5,103.47717255105583,4.6393510333173165,182.71069465448494,1076.609770020727,6.98157228097025,1.1329033600697747
AC,2023-04-01,2023,4,103.156881846704,109.809721147781,29.6593121326286,-27.3592779293761,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,6,145887873.05,382,855324.5,103.33626438367867,4.637988373412145,170.5643566272216,1080.456614967479,6.98513902240362,0.7564380536275999
AC,2023-05-01,2023,5,103.188982765479,112.156206771509,33.0319458403547,-20.4741856376301,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,7,141930183.59,522,855324.5,103.4846190991135,4.639422993924166,165.93723620684312,1071.1470892245814,6.97648539922928,0.8312634561502681
AC,2023-06-01,2023,6,107.015409066949,106.729451705437,94.7123648278585,29.9402444837129,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,8,159502382.96,1258,855324.5,104.10901387965433,4.6454385605337665,186.4817188797936,1053.3431539257908,6.959724341216655,3.292317710997405
AC,2023-07-01,2023,7,105.022388234731,111.927019968918,61.4513762919575,15.9298256663637,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,9,155384329.6,807,855324.5,104.49214168109917,4.649111869353331,181.66710950054627,1055.2165833084402,6.961501317076088,5.313772726023866
AC,2023-08-01,2023,8,104.656383542108,108.343221283935,47.5992224494384,3.02331082816857,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,10,165720266.52,561,855324.5,104.73887442333734,4.651470342405756,193.75133825816985,1081.1124541270594,6.985745840098305,5.040192348050359
AC,2023-09-01,2023,9,103.514792478864,105.539137581115,2.24598561567189,0.501679397559798,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,11,176566687.54,314,855324.5,104.4258063224725,4.648476831899729,206.4323979261672,1104.8341573987416,7.007450518886109,4.4942007390177645
AC,2023-10-01,2023,10,102.715731102279,110.430877319001,22.4361715765864,9.40359892804153,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,12,167797530.91,67,855324.5,104.35228119840167,4.6477724943135055,196.17996551016603,1130.4497662816862,7.030370855774271,4.125919460976506
AC,2023-11-01,2023,11,102.75374073174,104.013467047134,63.4435394888413,28.7969370011122,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,13,162448905.38,258,855324.5,104.27974085944517,4.647077104016616,189.92663647539618,1154.4391665502392,7.0513699349421906,3.8172646755704998
AC,2023-12-01,2023,12,107.041279681024,106.931682531429,74.4214128473128,24.7897567899332,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,14,183264632.01,-374,855324.5,104.28405262845766,4.64711845126046,214.26327903620205,1182.2207267066476,7.07514992055484,1.9092169112424582
AC,2024-01-01,2024,1,109.811146805631,113.921612309554,82.6945695332108,8.71868039781556,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,15,,-49,880631,105.082179056941,4.654742701725862,,,,0.8823218805606434
AC,2024-02-01,2024,2,109.653926828396,112.124556939078,63.8321477480917,1.90922213000222,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,16,,879,880631,105.91510293798899,4.662637857528399,,,,1.2434265884348836
AC,2024-03-01,2024,3,109.321119605933,105.406424841453,97.3254290403598,-4.97719204533311,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,17,,1272,880631,106.88282412583384,4.671733132772272,,,,2.3312829096409278
AC,2024-04-01,2024,4,111.693226664471,107.825801501343,137.55810230113,57.6491277268232,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,18,,1318,880631,108.37907338619917,4.6856350204261945,,,,3.7518552038254387
AC,2024-05-01,2024,5,110.338440764866,98.3357594971746,75.9908988441856,18.9001399604671,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,19,,990,880631,109.64319005838684,4.697231366764567,,,,4.5830773615736895
AC,2024-06-01,2024,6,109.636745502341,110.875563893261,49.4506966171023,1.88029409499818,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,20,,1064,880631,110.075767695273,4.701168925910234,,,,6.215997392778587
AC,2024-07-01,2024,7,109.763784194337,105.763667911739,54.2802061806753,-4.57218522083729,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,21,,612,880631,110.067873926724,4.701097211201653,,,,6.966595543422841
AC,2024-08-01,2024,8,109.389106269594,105.642600689432,17.7780413175977,-6.29518582645056,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,22,,380,880631,110.02373716692367,4.700696134939158,,,,6.3999563949032
AC,2024-09-01,2024,9,109.955637868558,109.047307352831,86.8630578307009,-3.70844858002201,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,,23,,1092,880631,110.1294902106945,4.701656857188517,,,,6.19555750365363
AL,2019-10-01,2019,10,95.2357202713351,84.7766519306827,-28.3454788872719,-6.81547797700138,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-36,375085037.45,2290,3337357,,,112.38984545255421,,,
AL,2019-11-01,2019,11,95.5417322041313,84.0711943033909,-6.1427115601183,6.93379184018869,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-35,372604202.44,1327,3337357,,,111.64649225120357,,,
AL,2019-12-01,2019,12,94.79547388437,78.1356871698169,-4.88370000407886,5.54109499515986,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-34,476334679.32,-1159,3337357,,,142.7281166863479,,,
AL,2020-01-01,2020,1,96.2311459084589,85.2608907684367,-45.519180547822,11.9058425156971,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-33,410679941.6,-5042,3351543,,,122.53458827769778,,,
AL,2020-02-01,2020,2,99.4952023213015,85.7724386880619,-83.4904629798247,22.6258430374709,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-32,367916083.5,-8484,3351543,,,109.77513446791522,,,
AL,2020-03-01,2020,3,90.8739969997217,77.3383609975313,114.831528116413,4.76498153067084,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-31,331874397.42,-6139,3351543,95.36221193155308,4.557682398638977,99.0213753545755,698.0955524902942,6.548355988078385,-5.134053180878181
AL,2020-04-01,2020,4,76.1259289781191,62.3600258496379,-88.0001484388046,-29.9319453986453,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-30,289733175.8,-8683,3351543,92.17724671601708,4.523713318284963,86.44769761271152,672.1534046504515,6.5104865952009074,-8.408067567684496
AL,2020-05-01,2020,5,79.0745032938445,58.078661016452,-74.4812153237103,-8.90098176110516,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-29,246619639.07,-3096,3351543,89.43270856430262,4.493486482875884,73.58391017808812,634.090822577336,6.452192197454011,-9.727758229567694
AL,2020-06-01,2020,6,86.9804205047636,63.8521592903015,-15.3629654180086,0.289087668800953,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-28,298625491.78,447,3351543,88.13019966770155,4.478815262713241,89.10089823702097,580.4636041280091,6.363827101718475,-9.248575954418607
AL,2020-07-01,2020,7,93.2612033352718,64.6340483066342,0.580127093136106,14.5330682953608,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-27,334703935.91,1425,3351543,87.63520923883704,4.473182849139532,99.86562485100147,557.7946407013128,6.323990867225598,-7.31901694234566
AL,2020-08-01,2020,8,101.048626081909,64.7207073901235,3.1478821369198,14.3081459891778,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-26,354016728.77,3340,3351543,87.89411319893829,4.476132830877767,105.62798351982951,553.6474897532271,6.316528184138042,-3.7910896563165086
AL,2020-09-01,2020,9,100.382503645962,70.760094884084,74.8180820116247,17.1959005477937,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-25,365831306.58,18855,3351543,89.47886430664501,4.49400244439392,109.15309950670482,563.7792139053564,6.334662710148933,3.6663709819626362
AL,2020-10-01,2020,10,99.4850830318824,72.6524843984123,56.4681209483037,7.41967412727159,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-24,395193582.31,4593,3351543,93.37205664893888,4.536592121124178,117.91392272454807,595.245439017193,6.388973823039747,7.627531557852607
AL,2020-11-01,2020,11,105.269745321098,78.0217512239646,63.5430866090259,5.268740011733,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-23,452827785.18,3555,3351543,97.7379303201478,4.582289716256112,135.11024181399432,656.7717706530991,6.487336577088327,9.611990656244005
AL,2020-12-01,2020,12,100.152310272499,79.6087438172158,67.0691097434504,7.12896230657423,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-22,516720181.44,799,3351543,99.93324528143704,4.6045024158936325,154.17381828011756,721.8446906961958,6.581810005914322,9.717016908331477
AL,2021-01-01,2021,1,93.2649492139071,73.4160297445767,86.8823348585644,5.82130585294222,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-21,481975315.21,-288,3365351,99.93386959454291,4.604508663175545,143.21695276659105,765.1960186117853,6.640132034483803,9.168137290879912
AL,2021-02-01,2021,2,95.3402729267239,79.0192704262428,116.900429344392,-1.68646793152215,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-20,427879868.18,-456,3365351,98.98247740201207,4.594942838529688,127.14271651901986,786.7107516109756,6.6678606479647975,8.040171738401135
AL,2021-03-01,2021,3,93.1467106457048,77.1175755803504,50.0488991591354,3.28431538670428,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-19,394887893.83,-8953,3365351,97.7765119019692,4.582684383595094,117.33928907564173,794.8969411799126,6.6782124725151935,-0.22285936890386768
AL,2021-04-01,2021,4,91.9734400010215,77.5054502037347,71.8661102381265,-1.6509104138712,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-18,414135592.11,-3554,3365351,96.52457139682572,4.569797601807116,123.05866226435222,800.0416807197167,6.684663827210368,-2.643706406850281
AL,2021-05-01,2021,5,93.8746414279965,83.7401131497301,95.3422273441496,16.5433835676429,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-17,412294958.06,3020,3365351,94.62538741464213,4.549925805959452,122.51172554066426,787.4431644463866,6.668791195963682,-2.80267942333504
AL,2021-06-01,2021,6,94.3273177460391,85.9363173169739,118.420594540225,29.3919828625737,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-16,408912064.74,5472,3365351,93.65455532689882,4.53961306974554,121.50651291351184,754.775859079781,6.626420829781783,-1.4141169821513417
AL,2021-07-01,2021,7,94.5383699441438,90.6007121186299,92.2417199864499,-0.522181182880886,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-15,426407090.34,4341,3365351,93.8667921152716,4.541876672070193,126.70508673240919,738.2639930455991,6.6043014747899464,-0.0386289572766704
AL,2021-08-01,2021,8,93.3997576387075,92.4903876637903,86.0067997697826,0.862483524541677,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-14,464690523.81,5884,3365351,93.5433729006022,4.538425210024841,138.08084916253907,749.2021256891182,6.619008807844496,1.8452755745240244
AL,2021-09-01,2021,9,91.7549410064308,88.9465669840377,49.2920209583871,4.53959596112016,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-13,449352195.01,17498,3365351,93.31141129405653,4.535942407920498,133.52312879399503,765.3859654074716,6.640380236538504,9.705079797025629
AL,2021-10-01,2021,10,93.1250297006928,90.0721599609881,45.3298552518188,6.17534880386326,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-12,489463763.69,3933,3365351,93.50334291066841,4.5379971887107935,145.44211396968697,787.7694171128063,6.669205429159765,11.92981059033664
AL,2021-11-01,2021,11,95.1934986424801,92.8745764915529,74.0869910621953,18.3021541592013,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-11,487320040.88,3723,3365351,93.72315244641568,4.540345249932784,144.8051156862984,810.0628072584404,6.697111784485663,12.138704105455865
AL,2021-12-01,2021,12,91.8476168188029,92.4555530537164,70.342173423696,12.6252980546495,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-10,540576722.27,431,3365351,93.30986895854298,4.535925878878242,160.63011622561805,849.1864105705467,6.7442787270757005,10.640792000596669
AL,2022-01-01,2022,1,94.5389745954411,95.3933683423944,75.4140325251795,7.31004482142865,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-9,535864094.25,-88,3127683,93.3099697337592,4.535926958883636,171.3294135786779,893.8107374168154,6.795494049648065,10.033305804968087
AL,2022-02-01,2022,2,97.0422530943263,95.1011585288515,109.025857051353,10.8130937303117,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-8,491598208.16,-37,3127683,93.91705230969566,4.542411970469031,157.17648117152538,912.9063694258017,6.816633322680884,8.140211140323364
AL,2022-03-01,2022,3,97.3838259655746,100.086018369534,-92.414553928268,0.892098251394843,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-7,439280831.77,-12866,3127683,94.8551998028863,4.552351516205603,140.4492820308196,919.8325226626263,6.824191612887586,-1.567933834726857
AL,2022-04-01,2022,4,100.965936494411,104.919121718986,165.412680946001,11.9650511484894,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-6,523487150.66,-63,3127683,96.16201760183934,4.566034452283084,167.37218914448812,941.7625978374274,6.847753223533305,-2.8455569186519223
AL,2022-05-01,2022,5,102.621416280332,98.2296605600535,108.176020260568,3.99547120140917,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-5,469125575.57,3513,3127683,97.40000387481464,4.57882625043098,149.9914075595257,946.9488897106547,6.8532451209911205,-2.9126992729122483
AL,2022-06-01,2022,6,102.450151283683,94.8777310615678,69.1070208957382,6.84124477832301,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-4,512677173.66,3622,3127683,99.16709295229467,4.596806234986937,163.91596388125012,950.2347373662868,6.856709046036907,-1.8924552136517672
AL,2022-07-01,2022,7,100.731896521207,96.3222086360553,41.9279148046791,4.08875887819353,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit,-3,452616259.69,2155,3127683,100.19924660658899,4.60716066972618,144.71295834328478,923.6182821308937,6.828298871709394,-1.1753109250521871
