pre_rmspe,post_rmspe,mean_abs_gap_post,post_pre_ratio,pseudo_treated_state,outcome,short_label,channel_slug
2.092144890694552,24.172663182603223,21.083194035436957,11.554010092761004,AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
1.0661987515367795,4.851309767471491,4.2924646345047694,4.550098900865334,AC,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
0.6259422339013011,3.9485298479267805,2.947666403862898,6.308137770664292,AC,retail_volume_index_sa,Retail SA,consumption
0.45735426641375565,2.346620054463467,1.9939440979683891,5.130858563677518,AC,services_volume_index_sa,Services SA,consumption
0.19416485543945328,128.5066263299346,110.28661732481434,661.8428759369741,AC,state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector
5.108335523738965,101.23696545748459,77.91890106891542,19.817994528163997,AC,icms_revenue_real_pc_sa,ICMS SA,public_sector
0.02655136771181704,36.3920902782417,27.924591474943814,1370.6295914106497,AC,public_investment_liquidated_real_pc_sa,Public investment SA,public_sector
0.7831363197154855,293.6240339196857,243.15558652138827,374.9334905401396,AC,liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector
4.473499156135173,37.49784034999999,31.825944783878764,8.38221692711703,AL,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
0.7860923819036186,2.2582500880009464,1.9710371532986104,2.8727540680808,AL,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
0.3310274937815057,1.7112192414380742,1.4585346258247966,5.169417264680626,AL,retail_volume_index_sa,Retail SA,consumption
0.19544628358246655,1.2114211397008277,1.0424459448860368,6.198230621201252,AL,services_volume_index_sa,Services SA,consumption
0.30454181650929907,79.53077845630695,63.204853853086306,261.14895933799784,AL,state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector
0.788733027042964,62.53108225894521,48.90545392876225,79.28041569830067,AL,icms_revenue_real_pc_sa,ICMS SA,public_sector
5.94485441916504,17.952655242044735,11.676038290644197,3.0198645713121097,AL,public_investment_liquidated_real_pc_sa,Public investment SA,public_sector
0.7625812143029467,75.7076832159169,55.6761333645849,99.2781906975234,AL,liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector
6.295115424934618,26.93849666708848,21.547034679583543,4.27926969541917,AP,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
1.1587418291387646,7.80356048223422,7.202289275224066,6.734511766123279,AP,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
0.36623365501983807,13.385390632574515,9.872943816614285,36.5487727550584,AP,retail_volume_index_sa,Retail SA,consumption
0.43228021540753864,8.097079373328329,7.501765750251756,18.731089429329277,AP,services_volume_index_sa,Services SA,consumption
5.296706848003069,82.01687850877508,68.15312650984386,15.484504025307077,AP,state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector
1.2912176985940353,74.96097635079371,59.45499492707904,58.05448332408723,AP,icms_revenue_real_pc_sa,ICMS SA,public_sector
0.06373165807131181,20.495085331583027,16.205633951475868,321.58405966231544,AP,public_investment_liquidated_real_pc_sa,Public investment SA,public_sector
1.7972824831613616,127.3504076483431,118.27924888482654,70.85720182635835,AP,liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector
2.4582465993105025,4.519707829881706,3.038707135723441,1.8385900874018941,BA,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
1.028317556852055,6.5552630999464085,5.2322448137901105,6.374745871317959,BA,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
0.16359972523336053,3.4650837884647925,2.564348634922377,21.180254328191303,BA,retail_volume_index_sa,Retail SA,consumption
0.2448078341046187,7.320875456075521,6.821758472856369,29.904579985569182,BA,services_volume_index_sa,Services SA,consumption
0.30256508776798835,39.728634538884506,30.610227974021328,131.30607642792233,BA,state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector
3.5600212082626106,40.52483317118376,31.250979512009092,11.383312289580713,BA,icms_revenue_real_pc_sa,ICMS SA,public_sector
0.10386577169176768,15.723295198356073,11.76384766989126,151.3809115578187,BA,public_investment_liquidated_real_pc_sa,Public investment SA,public_sector
2.164600247467286,172.981659182294,119.00187677094556,79.91390529715271,BA,liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector
3.7715377481665957,11.981005203221589,10.317666488162759,3.1766897226590785,CE,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
1.6203991533006392,6.6484764317982945,5.549908196263065,4.102986858673566,CE,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
0.19808892548264093,0.9665269005406183,0.639338604454173,4.879257627278703,CE,retail_volume_index_sa,Retail SA,consumption
0.24088725154741847,3.383079452319506,3.1039698125065427,14.04424447780936,CE,services_volume_index_sa,Services SA,consumption
1.2003424815786632,17.714155140477843,13.955209101537699,14.75758411647698,CE,state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector
0.2107499293901273,15.790592519515645,14.061488408217379,74.92573100836049,CE,icms_revenue_real_pc_sa,ICMS SA,public_sector
0.2116575618850804,19.32342948573023,15.244203690181779,91.29571990544756,CE,public_investment_liquidated_real_pc_sa,Public investment SA,public_sector
0.07575482209241069,40.33343015305233,35.27438458492813,532.4206306477887,CE,liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector
2.594521318546456,35.87922188013445,28.556317939386517,13.828840651128385,DF,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
1.3241328836876325,8.542392792564755,5.979524555231972,6.451310814647765,DF,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
1.300112710253022,4.144853625089165,3.768285561836874,3.188072535866919,DF,retail_volume_index_sa,Retail SA,consumption
0.4819752778706326,8.775477862569062,8.421554676862163,18.20731947360274,DF,services_volume_index_sa,Services SA,consumption
0.6060193327865588,100.09387841021173,84.11705393423343,165.1661473404925,DF,state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector
11.954495214884503,74.65872635441791,54.69859354176466,6.245242899211719,DF,icms_revenue_real_pc_sa,ICMS SA,public_sector
4.735116169794252,30.40834629494172,24.306570163703466,6.421879676135381,DF,public_investment_liquidated_real_pc_sa,Public investment SA,public_sector
1.7711089851513242,624.316223218114,570.2028490793073,352.50017274615783,DF,liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector
2.5784128671553983,29.150815731846862,24.682927611217472,11.305720702521599,ES,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market
1.6399486255872637,11.604866960100958,10.116692525610784,7.076360063380198,ES,formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market
