scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
6.407779071772217,3.781125960432549,5.147029495537792,0.3079427794395387,-6.164079278571543,-1.7201244741023134,-4.55182504015624,-0.015931284292366853,services_volume_index_ma6,1.6946748505144187,16.714239914653874
