state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log
AC,2006-09-01,2006,9,44.6618603716769,,,,3.8626327059426706,4.07373850269903,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-36,28302091,686652,,,41.21751775280637,,
AC,2006-10-01,2006,10,43.5777636430039,,,,4.25564126696966,4.29241696948242,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-35,42065897,686652,,,61.262323564192634,,
AC,2006-11-01,2006,11,43.5500478906288,,,,3.939952508489595,4.16118413907801,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-34,30773153,686652,,,44.81622859905745,,
AC,2006-12-01,2006,12,43.7711852388531,,,,3.9849181263714897,4.12456795659337,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-33,32342945,686652,,,47.10238228389344,,
AC,2007-01-01,2007,1,45.8554750690781,,3.76379711401565,9.63635488804452,4.029239416869875,4.32677517720599,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-32,32411206,655385,,,49.45368905299938,,
AC,2007-02-01,2007,2,42.5499643546523,,-2.1182325726788,-7.49619580441575,3.9098944442374566,4.21477454458165,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-31,28891597,655385,43.99438276131552,3.7840619612528967,44.08339678204414,287.93553803499344,5.662736628815725
AC,2007-03-01,2007,3,41.8461016215218,,49.8771421961109,4.48755451317449,3.95787584184772,4.21685343738463,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-30,30423793,655385,43.525089636289664,3.773337545072917,46.421253156541574,293.13927343872865,5.68064783204907
AC,2007-04-01,2007,4,41.0753440473832,,9.9794197354189,-27.6302805912146,4.1098978799690276,4.20237591440872,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-29,35507502,655385,43.10801970368622,3.7637090518117335,54.178081585632874,286.05503146016883,5.6561842100028406
AC,2007-05-01,2007,5,41.9928974103063,,-26.3860195512327,-17.6059287801492,3.900410885312201,4.14913275762336,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-28,28877193,655385,42.84849462363247,3.757670513122877,44.06141886066968,285.3002217217811,5.653542035372258
AC,2007-06-01,2007,6,42.0267554972099,,-2.02476977131063,-29.0959154128413,3.9477660616624934,4.21635441699038,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-27,30362312,655385,42.5577563333586,3.7508621259125245,46.32744417403511,284.52528361192276,5.650822119958328
AC,2007-07-01,2007,7,41.9949400794975,,-28.2092700648071,-26.466028555903,4.032241747599623,4.27748145348798,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-26,33117976,655385,41.914333835095164,3.735627864729481,50.53209334971048,285.60368790863384,5.654605143227416
AC,2007-08-01,2007,8,41.8560694471492,,-48.4410709376844,-21.8284940553624,4.038006953729839,4.26042065131934,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-25,33466061,655385,41.79868468384465,3.7328648721419486,51.06320864835173,292.58349977494146,5.678750095249338
AC,2007-09-01,2007,9,41.7847056771433,,-3.14429648068039,-12.9885301437995,3.9788060243888816,4.18712285073354,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-24,31599131,655385,41.78845202644823,3.7326200340520166,48.21460820738955,294.37685482578945,5.684860765645233
AC,2007-10-01,2007,10,40.4797728840828,,-14.4973370336425,2.31097646486606,4.116447810473009,4.21164327621674,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-23,36370829,655385,41.68919016589817,3.7302418665636696,55.49536379380059,295.69413703395713,5.689325599248802
AC,2007-11-01,2007,11,42.5239455932107,,18.6830836392081,42.7091253052206,4.091835422245748,4.31243803823514,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-22,35621367,655385,41.77769819638223,3.732362661178031,54.35181915973054,305.984537333018,5.723534569084173
AC,2007-12-01,2007,12,41.8549189064676,,32.2119255048366,74.224901793559,4.072790303574859,4.31167863801164,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-21,35208057,655385,41.74905876459185,3.7316769064820576,53.72118220587899,313.3782753648619,5.747411008326068
AC,2008-01-01,2008,1,42.2798603449533,,-7.08330435565107,43.0595002161539,3.91948657769804,4.30107557868033,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-20,31510999,680075,41.79654547550115,3.73281369198873,46.3345939786053,309.1807759937567,5.733926141409649
AC,2008-02-01,2008,2,42.6792354594032,,10.9210687115663,-24.9907783080465,3.92996787042438,4.24861447625499,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-19,31999075,680075,41.933739810876816,3.736090748974385,47.05227364628901,305.169840991694,5.720868477331277
AC,2008-03-01,2008,3,44.5553832809405,,15.0267235611313,-6.98041919303107,3.994831600274833,4.22317613974406,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-18,34307372,680075,42.39551941150968,3.747042682397147,50.44645369995956,307.401686484264,5.7281553173752755
AC,2008-04-01,2008,4,44.7867121215709,,-16.6898850671241,-6.16648166784831,4.070369925285549,4.2622837625904,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-17,37202755,680075,43.1133426177577,3.7638325226995724,54.70390030511341,306.6102229955768,5.725577308985487
AC,2008-05-01,2008,5,44.9890296721485,,84.5039028404153,25.6692412030487,4.0447869544841355,4.31740099295593,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-16,36549576,680075,43.524189964247334,3.773316874665385,53.74344888431423,306.0018527201605,5.7235911565750985
AC,2008-06-01,2008,6,45.8129995427555,,23.4921130725551,6.10896457468198,4.1068223258010725,4.33230536730195,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-15,39176571,680075,44.18387007029531,3.788359791943995,57.606250781163844,309.88692129544535,5.736207460919735
AC,2008-07-01,2008,7,47.3593837879606,,25.308421229024,-7.56708024364501,3.9657018728074473,4.25908204746118,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-14,34200581,680075,45.030457310796535,3.8073390899535955,50.289425431018635,313.84175274785866,5.748888886731033
AC,2008-08-01,2008,8,46.6391552328352,,-3.6592380165509,-10.9923465054889,3.9550690942103808,4.21236115381293,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-13,33933618,680075,45.690443939701865,3.821889171870762,49.896876079844134,316.68635518141383,5.757911868250834
AC,2008-09-01,2008,9,45.8163701560607,,12.5707429932673,6.16367967038268,4.17368895630522,4.35091063871096,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-12,42335350,680075,45.90060841888857,3.826478372292125,62.25100172775061,328.4909032092049,5.794509145636229
AC,2008-10-01,2008,10,46.9745895302253,,17.5692318318243,-4.20911354931159,4.055093083763195,4.15393475627951,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,,-11,37770090,680075,46.2652546536643,3.8343912399258606,55.53812447156564,329.3251273756571,5.797045491893792
