pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.006579240842151982,0.024667440127569065,3.749283651318755
AP,0.010073383160146242,0.02871112884683855,2.8501972366572557
BA,0.005696166963277632,0.015094871588998868,2.65000511507358
CE,0.004328155781686794,0.02237696547974113,5.170092438544403
DF,0.01279161780107922,0.026889742588154377,2.102137744131607
ES,0.003843441699394045,0.02495812690536359,6.493692075334063
GO,0.003891449417363944,0.01705408218013731,4.38244991802815
MA,0.0076381494448944445,0.01729863872230486,2.2647682985396105
MG,0.005344183048055097,0.015667303668479075,2.931655507979065
MS,0.00422894840944018,0.023830845497182025,5.635170541211853
MT,0.005339873735211704,0.021496443971515403,4.02564649230665
PA,0.007669786155816661,0.043568783692581006,5.68057346156112
PB,0.013228923856309683,0.09203571259319877,6.957157936115968
PE,0.005855204885333563,0.02738161501041049,4.676457194349844
PI,0.00889017761299375,0.02811352957069518,3.1623135998548406
PR,0.005182528566821808,0.0076358215219858245,1.473377603911309
RN,0.004819627373226411,0.015201922752523663,3.1541697262680737
RO,0.014503027341696307,0.02508242347061186,1.7294612276224368
RS,0.003883693435316393,0.009503424989414632,2.4470069915908326
SE,0.008248825979667185,0.014458997913744828,1.7528552486602709
SP,0.0045244579422840814,0.010014160588743206,2.2133393030696973
