pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.4140665373790386,1.6083127379819362,3.8841891164696523
AP,0.4299510818910819,1.8882404161899393,4.39175640141378
BA,0.42407484138361773,3.787677820930185,8.931625862482738
CE,0.22542347774125385,1.0038053731462084,4.452976163815549
DF,2.543726386219735,1.3797355930272244,0.5424072339311885
ES,1.0899455653097754,0.7845496707284079,0.7198062873033751
GO,0.7177018914020437,1.0663220335119934,1.4857450513735082
MA,0.27267565650740355,1.2329948079305084,4.521836762853932
MG,0.9606296997104488,4.039514856750912,4.2050697141349
MS,0.5975002800859055,1.3731229281669572,2.2981126100385034
MT,1.2732655674769127,3.3103295528520444,2.5998736142780903
PA,0.451059273776907,2.6893205529857034,5.962233146138208
PB,0.9777020692111671,1.1524119189894582,1.1786943643468517
PE,0.9884542568055531,1.0003601659467078,1.0120449773564957
PI,0.31283818355467125,1.5410355309038744,4.925982862429467
PR,0.5623089250318952,1.3385185656328515,2.3803971554549452
RN,0.8198886301587495,0.7495508203950894,0.9142105315571445
RO,0.5632289880887146,0.5286370827681128,0.9385828747238536
RS,0.6998290530665853,1.1005451785001608,1.5725914402634116
SE,0.5224608247268052,0.9453665931977379,1.8094497203538085
SP,0.4776599955338045,0.8405106116325952,1.759642045579493
