pseudo_treated_state,period_date,event_time,augmented_gap
AC,2018-08-01,-31,0.05000799443530646
AC,2018-09-01,-30,0.02206897886121073
AC,2018-10-01,-29,-0.002226942320909586
AC,2018-11-01,-28,-0.015737587703471334
AC,2018-12-01,-27,0.05985208269249309
AC,2019-01-01,-26,-0.019668407910113928
AC,2019-02-01,-25,-9.63554140120948e-5
AC,2019-03-01,-24,-0.012867770098238474
AC,2019-04-01,-23,0.01657430736536014
AC,2019-05-01,-22,0.015033265652003358
AC,2019-06-01,-21,-0.08717855346311687
AC,2019-07-01,-20,0.05847072707274137
AC,2019-08-01,-19,-0.0075907742937122435
AC,2019-09-01,-18,-0.06182742597413249
AC,2019-10-01,-17,-0.013456467126471416
AC,2019-11-01,-16,0.05871191570278089
AC,2019-12-01,-15,0.0521978960697389
AC,2020-01-01,-14,-0.04095960268192922
AC,2020-02-01,-13,-0.044903163969362225
AC,2020-03-01,-12,0.02398641842169358
AC,2020-04-01,-11,-0.02212327871740971
AC,2020-05-01,-10,-0.0036439588368741838
AC,2020-06-01,-9,0.045071055211275635
AC,2020-07-01,-8,0.024456697988136433
AC,2020-08-01,-7,-0.027815882652828527
AC,2020-09-01,-6,-0.014089719304419823
AC,2020-10-01,-5,0.07404405896090083
AC,2020-11-01,-4,0.028033789200864412
AC,2020-12-01,-3,0.04457292429117832
AC,2021-01-01,-2,-0.07378630866551728
AC,2021-02-01,-1,0.06696408496578687
AC,2021-03-01,0,0.020666167223957643
AC,2021-04-01,1,-0.03157014774145406
AC,2021-05-01,2,-0.08303438701583943
AC,2021-06-01,3,-0.14826276609392686
AC,2021-07-01,4,-0.12292769907671808
AC,2021-08-01,5,-0.13015259349988284
AC,2021-09-01,6,-0.022976267605312906
AC,2021-10-01,7,0.00981572761479832
AC,2021-11-01,8,0.06565727917108433
AC,2021-12-01,9,0.12871250269262813
AC,2022-01-01,10,-0.07466736308241018
AC,2022-02-01,11,-0.036232455397413155
AC,2022-03-01,12,-0.015051301985487875
AC,2022-04-01,13,-0.03275170653397996
AC,2022-05-01,14,-0.03648895315300216
AC,2022-06-01,15,-0.028816899336432833
AC,2022-07-01,16,0.02630609167105913
