donor_state,scm_weight
BA,0.32704220946676704
MS,0.2859061354252995
MT,0.19193998864752787
SP,0.17486156332269084
MG,0.020250103129539024
PB,6.275063020119023e-12
RN,1.5818507722932393e-12
RS,3.182327618356716e-13
PE,3.0808402928647327e-16
PA,7.491252074352738e-17
AC,3.0758841651373167e-17
AP,2.0398391830522388e-17
SE,2.964660272251148e-18
AL,0
CE,0
DF,0
ES,0
GO,0
MA,0
PI,0
PR,0
RO,0
