outcome,family,specification,status,skip_reason
public_investment_liquidated_real_pc_ma4_clean,bimonthly_fiscal,ma4_clean,skipped,Treated state has incomplete pre-treatment data for outcome: public_investment_liquidated_real_pc_ma4_clean
