state_abbrev,period_date,formal_hiring_balance,formal_hiring_balance_sa,formal_hiring_balance_construction_sa,retail_volume_index_sa,services_volume_index_sa,state_name,macroregion,uf,year,month,quarter,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,pre_instability_clean,formal_hiring_balance_sa_per_100k_wap,formal_hiring_balance_construction_sa_per_100k_wap,instability_start_date,removal_date
AC,2013-01-01,-503,-107.756205836545,-92.9924275136731,100,100,Acre,North,12,2013,1,1,540000,FALSE,TRUE,FALSE,,pre,TRUE,-19.95485293269352,-17.220819909939465,2016-01-25,2017-05-04
AC,2013-02-01,-107,-106.375095761766,-83.978058701612,100.54082659853341,100.19128050491892,Acre,North,12,2013,2,1,540000,FALSE,TRUE,FALSE,,pre,TRUE,-19.699091807734444,-15.55149235215037,2016-01-25,2017-05-04
AC,2013-03-01,-328,-95.8959979733067,-72.5365355778022,101.36075240763189,100.45456061936814,Acre,North,12,2013,3,1,540000,FALSE,TRUE,FALSE,,pre,TRUE,-17.758518143204945,-13.432691773667074,2016-01-25,2017-05-04
AC,2013-04-01,420,-78.0186809248565,-58.0723329535334,102.16339848870183,100.84555423359988,Acre,North,12,2013,4,2,546000,FALSE,TRUE,FALSE,,pre,TRUE,-14.289135700523168,-10.635958416398058,2016-01-25,2017-05-04
AC,2013-05-01,571,-54.724545831378,-40.0547505610257,102.84467710257249,101.42107249837491,Acre,North,12,2013,5,2,546000,FALSE,TRUE,FALSE,,pre,TRUE,-10.022810591827472,-7.336034901286758,2016-01-25,2017-05-04
AC,2013-06-01,199,-27.1652321951713,-20.1987923435306,103.38581762671589,102.2193332986987,Acre,North,12,2013,6,2,546000,FALSE,TRUE,FALSE,,pre,TRUE,-4.975317251862875,-3.6994125171301464,2016-01-25,2017-05-04
AC,2013-07-01,105,2.1100045291828,-1.4697517195703,104.16737216235153,103.272821774247,Acre,North,12,2013,7,3,553000,FALSE,TRUE,FALSE,,pre,TRUE,0.38155597272745023,-0.2657778878065642,2016-01-25,2017-05-04
AC,2013-08-01,-47,28.4579341143854,13.5903061085192,105.43232095548805,104.55496318201293,Acre,North,12,2013,8,3,553000,FALSE,TRUE,FALSE,,pre,TRUE,5.146100201516347,2.457559874958264,2016-01-25,2017-05-04
AC,2013-09-01,268,49.7199235934965,24.0985490183095,107.26418406672889,105.98747299668285,Acre,North,12,2013,9,3,553000,FALSE,TRUE,FALSE,,pre,TRUE,8.990944591952351,4.357784632605696,2016-01-25,2017-05-04
AC,2013-10-01,-9,65.8819535186468,29.3028995719902,109.45964231531656,107.46793192352301,Acre,North,12,2013,10,4,556000,FALSE,TRUE,FALSE,,pre,TRUE,11.849272215583957,5.270305678415503,2016-01-25,2017-05-04
AC,2013-11-01,16,75.1682477992475,29.8237578438958,111.55147470293664,108.86468052644328,Acre,North,12,2013,11,4,556000,FALSE,TRUE,FALSE,,pre,TRUE,13.519469028641636,5.363985223722266,2016-01-25,2017-05-04
AC,2013-12-01,-690,77.2779726769681,26.9200258378682,113.0663402142261,110.0573817504671,Acre,North,12,2013,12,4,556000,FALSE,TRUE,FALSE,,pre,TRUE,13.898915949094983,4.8417312658036336,2016-01-25,2017-05-04
AC,2014-01-01,-72,70.2459611279168,19.8650554537048,113.84518049428956,110.96722382481511,Acre,North,12,2014,1,1,554000,FALSE,TRUE,FALSE,,pre,TRUE,12.67977637688029,3.585750081896174,2016-01-25,2017-05-04
AC,2014-02-01,308,54.1013877393846,7.85463118814407,114.07036174968637,111.55605279413095,Acre,North,12,2014,2,1,554000,FALSE,TRUE,FALSE,,pre,TRUE,9.765593454762564,1.4178034635639114,2016-01-25,2017-05-04
AC,2014-03-01,-872,30.0394651384728,-9.73470646657214,114.18776207044586,111.81641663456014,Acre,North,12,2014,3,1,554000,FALSE,TRUE,FALSE,,pre,TRUE,5.422286126078123,-1.7571672322332383,2016-01-25,2017-05-04
AC,2014-04-01,-113,-0.333653873572087,-32.7717749192255,114.77793702533097,111.75300399729615,Acre,North,12,2014,4,2,555000,FALSE,TRUE,FALSE,,pre,TRUE,-0.06011781505803369,-5.90482430977036,2016-01-25,2017-05-04
AC,2014-05-01,322,-35.0926540628955,-60.0359765744068,116.01341170040612,111.39487823357624,Acre,North,12,2014,5,2,555000,FALSE,TRUE,FALSE,,pre,TRUE,-6.323000732053243,-10.817293076469694,2016-01-25,2017-05-04
AC,2014-06-01,369,-69.2673171819334,-88.802814314815,117.72260677230547,110.79597351010113,Acre,North,12,2014,6,2,555000,FALSE,TRUE,FALSE,,pre,TRUE,-12.480597690438449,-16.00050708375045,2016-01-25,2017-05-04
AC,2014-07-01,412,-98.5660329703705,-116.613327133032,119.55044777817218,110.04280297802066,Acre,North,12,2014,7,3,562000,FALSE,TRUE,FALSE,,pre,TRUE,-17.538440030315037,-20.749702336838435,2016-01-25,2017-05-04
AC,2014-08-01,267,-121.587800762976,-141.581224614847,121.17477717083548,109.26288949700216,Acre,North,12,2014,8,3,562000,FALSE,TRUE,FALSE,,pre,TRUE,-21.6348399934121,-25.192388721503026,2016-01-25,2017-05-04
AC,2014-09-01,-90,-140.024319631474,-163.166322202419,122.30127793743816,108.56243381501595,Acre,North,12,2014,9,3,562000,FALSE,TRUE,FALSE,,pre,TRUE,-24.91535936503096,-29.033153416800534,2016-01-25,2017-05-04
AC,2014-10-01,-385,-157.19001852482,-181.487046023417,122.8621365273381,107.98251087634905,Acre,North,12,2014,10,4,566000,FALSE,TRUE,FALSE,,pre,TRUE,-27.772088078590105,-32.06484912074505,2016-01-25,2017-05-04
AC,2014-11-01,-525,-173.242310427569,-196.545493716956,122.93418197573777,107.52216484585696,Acre,North,12,2014,11,4,566000,FALSE,TRUE,FALSE,,pre,TRUE,-30.608182054340812,-34.725352246812015,2016-01-25,2017-05-04
AC,2014-12-01,-685,-188.339197146451,-207.906175531778,122.71710406920455,107.15730235712331,Acre,North,12,2014,12,4,566000,FALSE,TRUE,FALSE,,pre,TRUE,-33.275476527641516,-36.732539846603885,2016-01-25,2017-05-04
AC,2015-01-01,-466,-202.706203870587,-214.03519242058,122.37056274142229,106.85402349446086,Acre,North,12,2015,1,1,568000,FALSE,TRUE,FALSE,,pre,TRUE,-35.687711949047,-37.682252186721826,2016-01-25,2017-05-04
AC,2015-02-01,-577,-218.34170251178,-213.529489023235,121.8339310451983,106.55329836967026,Acre,North,12,2015,2,1,568000,FALSE,TRUE,FALSE,,pre,TRUE,-38.44044058305986,-37.593219898456866,2016-01-25,2017-05-04
AC,2015-03-01,-500,-234.371400541871,-205.983126141197,121.04532732909549,106.20082572636817,Acre,North,12,2015,3,1,568000,FALSE,TRUE,FALSE,,pre,TRUE,-41.26257051793504,-36.26463488401356,2016-01-25,2017-05-04
AC,2015-04-01,95,-249.834397609402,-192.704515022424,119.88700230887218,105.7677079725378,Acre,North,12,2015,4,2,567000,FALSE,TRUE,FALSE,,pre,TRUE,-44.06250398754886,-33.98668695280847,2016-01-25,2017-05-04
AC,2015-05-01,193,-264.227669021291,-176.461011944133,118.3993948629957,105.24047079398869,Acre,North,12,2015,5,2,567000,FALSE,TRUE,FALSE,,pre,TRUE,-46.60099982738818,-31.121871595085185,2016-01-25,2017-05-04
AC,2015-06-01,95,-280.536797132212,-159.807489191779,116.66209646243392,104.6436088121064,Acre,North,12,2015,6,2,567000,FALSE,TRUE,FALSE,,pre,TRUE,-49.47738926494038,-28.184742361865787,2016-01-25,2017-05-04
AC,2015-07-01,-83,-301.066620274564,-144.686402183771,114.77839519489572,104.00618523970572,Acre,North,12,2015,7,3,572000,FALSE,TRUE,FALSE,,pre,TRUE,-52.63402452352517,-25.29482555660332,2016-01-25,2017-05-04
AC,2015-08-01,1179,-325.255528482518,-131.790718781882,112.95225881963916,103.36395198192662,Acre,North,12,2015,8,3,572000,FALSE,TRUE,FALSE,,pre,TRUE,-56.86285462981084,-23.04033545137797,2016-01-25,2017-05-04
AC,2015-09-01,-122,-349.848917272459,-120.751912800754,111.49940620254715,102.75033088229362,Acre,North,12,2015,9,3,572000,FALSE,TRUE,FALSE,,pre,TRUE,-61.162398124555764,-21.11047426586608,2016-01-25,2017-05-04
AC,2015-10-01,-733,-370.966190453732,-110.80483648725,110.54126097551905,102.20115839297051,Acre,North,12,2015,10,4,575000,FALSE,TRUE,FALSE,,pre,TRUE,-64.5158592093447,-19.270406345608695,2016-01-25,2017-05-04
AC,2015-11-01,-754,-385.332301705942,-101.387802227591,110.0537861297417,101.72641738901386,Acre,North,12,2015,11,4,575000,FALSE,TRUE,FALSE,,pre,TRUE,-67.01431334016382,-17.632661256972348,2016-01-25,2017-05-04
AC,2015-12-01,-973,-389.960986646182,-93.0284472690976,109.88734589543483,101.35794888137544,Acre,North,12,2015,12,4,575000,FALSE,TRUE,FALSE,,pre,TRUE,-67.81930202542296,-16.17886039462567,2016-01-25,2017-05-04
AC,2016-01-01,-286,-384.408453123395,-86.0016527623596,109.7667666083864,101.10513341981186,Acre,North,12,2016,1,1,574000,FALSE,TRUE,FALSE,,pre,TRUE,-66.9701137845636,-14.982866334905854,2016-01-25,2017-05-04
AC,2016-02-01,-531,-369.87749239535,-79.7946305564634,109.64622537117403,100.94513170812158,Acre,North,12,2016,2,1,574000,FALSE,TRUE,FALSE,,pre,TRUE,-64.43858752532229,-13.901503581265402,2016-01-25,2017-05-04
AC,2016-03-01,-638,-349.338787388495,-73.9896623507423,109.36805268420586,100.8433388823302,Acre,North,12,2016,3,1,574000,FALSE,TRUE,FALSE,,pre,TRUE,-60.86041592134059,-12.890185078526532,2016-01-25,2017-05-04
AC,2016-04-01,-463,-325.194484932657,-67.901570303556,108.63370713689586,100.74758175155227,Acre,North,12,2016,4,2,582000,FALSE,TRUE,FALSE,,pre,TRUE,-55.87534105372114,-11.666936478274227,2016-01-25,2017-05-04
AC,2016-05-01,147,-297.45429649043,-60.4311608647834,107.44099936574263,100.6116317325099,Acre,North,12,2016,5,2,582000,FALSE,TRUE,FALSE,,pre,TRUE,-51.10898565127663,-10.383360973330483,2016-01-25,2017-05-04
AC,2016-06-01,191,-267.749618766659,-51.1576702364291,105.84518866001302,100.42971234862497,Acre,North,12,2016,6,2,582000,FALSE,TRUE,FALSE,,pre,TRUE,-46.00508913516478,-8.789977703853797,2016-01-25,2017-05-04
AC,2016-07-01,765,-239.508269849702,-40.5129393863768,104.018483217016,100.20400262745969,Acre,North,12,2016,7,3,588000,FALSE,TRUE,FALSE,,pre,TRUE,-40.73269895403095,-6.889955677955238,2016-01-25,2017-05-04
AC,2016-08-01,-29,-214.671792639126,-29.1038325997242,102.26805034469025,99.93845276753629,Acre,North,12,2016,8,3,588000,FALSE,TRUE,FALSE,,pre,TRUE,-36.508808271960206,-4.949631394510918,2016-01-25,2017-05-04
AC,2016-09-01,-65,-195.223461927704,-18.2971275160209,101.08753401386288,99.63440454858927,Acre,North,12,2016,9,3,588000,FALSE,TRUE,FALSE,,pre,TRUE,-33.20126903532381,-3.111756380275663,2016-01-25,2017-05-04
AC,2016-10-01,-336,-180.902297156472,-9.09206059137112,100.65931208884399,99.31965612441819,Acre,North,12,2016,10,4,593000,FALSE,TRUE,FALSE,,pre,TRUE,-30.50628957107454,-1.533231128393106,2016-01-25,2017-05-04
AC,2016-11-01,-1007,-170.440714309917,-2.52165999892863,101.04020675326383,99.04212304598349,Acre,North,12,2016,11,4,593000,FALSE,TRUE,FALSE,,pre,TRUE,-28.742110338940474,-0.42523777384968464,2016-01-25,2017-05-04
AC,2016-12-01,-642,-163.940477419915,1.50488089940913,102.04948390039362,98.79971360784859,Acre,North,12,2016,12,4,593000,FALSE,TRUE,FALSE,,pre,TRUE,-27.645948974690555,0.2537741820251484,2016-01-25,2017-05-04
AC,2017-01-01,25,-160.718323403424,3.61594013838638,103.46969053150846,98.56987068661752,Acre,North,12,2017,1,1,598000,FALSE,TRUE,FALSE,,pre,TRUE,-26.875973813281604,0.6046722639442107,2016-01-25,2017-05-04
AC,2017-02-01,-244,-157.59690867566,4.0525508914213,104.92898596896941,98.3073364597999,Acre,North,12,2017,2,1,598000,FALSE,TRUE,FALSE,,pre,TRUE,-26.353998106297656,0.6776840955554014,2016-01-25,2017-05-04
AC,2017-03-01,-545,-150.364749091037,3.53769299929461,106.3187127153816,97.96746158935404,Acre,North,12,2017,3,1,598000,FALSE,TRUE,FALSE,,pre,TRUE,-25.14460687141087,0.5915874580760218,2016-01-25,2017-05-04
AC,2017-04-01,-329,-139.266927008069,2.98356142233913,107.79961626458577,97.53278308603304,Acre,North,12,2017,4,2,597000,FALSE,TRUE,FALSE,,pre,TRUE,-23.327793468688274,0.49975903221760976,2016-01-25,2017-05-04
AC,2017-05-01,200,-126.545232446496,2.76919669396631,109.38523759990389,97.03245652474261,Acre,North,12,2017,5,2,597000,FALSE,TRUE,FALSE,,post,FALSE,-21.196856356196985,0.46385204254042045,2016-01-25,2017-05-04
AC,2017-06-01,251,-113.474744647243,3.09631805524378,110.83988176934378,96.47911626463956,Acre,North,12,2017,6,2,597000,FALSE,TRUE,FALSE,,post,FALSE,-19.007494915786097,0.5186462404093434,2016-01-25,2017-05-04
AC,2017-07-01,239,-100.631555352962,3.62575966315338,112.01636434415225,95.87002960304682,Acre,North,12,2017,7,3,597000,FALSE,TRUE,FALSE,,post,FALSE,-16.856206926794304,0.6073299268263619,2016-01-25,2017-05-04
AC,2017-08-01,141,-89.2849939328641,3.95997583740436,112.63684344167332,95.23361180940594,Acre,North,12,2017,8,3,597000,FALSE,TRUE,FALSE,,post,FALSE,-14.955610374014086,0.6633125355786198,2016-01-25,2017-05-04
AC,2017-09-01,217,-78.9664708770823,3.48030659002099,112.5876905204746,94.61883148583836,Acre,North,12,2017,9,3,597000,FALSE,TRUE,FALSE,,post,FALSE,-13.227214552275091,0.5829659279767153,2016-01-25,2017-05-04
AC,2017-10-01,-216,-70.463178159458,1.95709417987067,112.33727939012152,94.06204356902008,Acre,North,12,2017,10,4,596000,FALSE,TRUE,FALSE,,post,FALSE,-11.822680899237918,0.3283715066897097,2016-01-25,2017-05-04
AC,2017-11-01,-343,-66.7096516868523,-0.468928915972942,112.46167959459017,93.57100004886706,Acre,North,12,2017,11,4,596000,FALSE,TRUE,FALSE,,post,FALSE,-11.192894578330922,-0.07867934831760771,2016-01-25,2017-05-04
AC,2017-12-01,-392,-68.7987506197573,-3.62094355874898,113.17615618387993,93.16377077985584,Acre,North,12,2017,12,4,596000,FALSE,TRUE,FALSE,,post,FALSE,-11.543414533516325,-0.6075408655619094,2016-01-25,2017-05-04
AC,2018-01-01,-369,-75.9572362047038,-7.26099005877423,114.58120176148088,92.80496271986715,Acre,North,12,2018,1,1,603000,FALSE,TRUE,FALSE,,post,FALSE,-12.596556584527994,-1.2041442883539355,2016-01-25,2017-05-04
AC,2018-02-01,-428,-84.2098632229101,-11.1548257135075,116.45157157766329,92.47509698069325,Acre,North,12,2018,2,1,603000,FALSE,TRUE,FALSE,,post,FALSE,-13.965151446585425,-1.8498881780277778,2016-01-25,2017-05-04
AC,2018-03-01,-157,-90.2216585327637,-14.1280685198219,118.26050023912984,92.13850455207286,Acre,North,12,2018,3,1,603000,FALSE,TRUE,FALSE,,post,FALSE,-14.962132426660647,-2.342963270285556,2016-01-25,2017-05-04
AC,2018-04-01,230,-91.6969113811322,-15.3831253723463,119.52214884929626,91.74162790236682,Acre,North,12,2018,4,2,603000,FALSE,TRUE,FALSE,,post,FALSE,-15.20678464032043,-2.5510987350491376,2016-01-25,2017-05-04
AL,2013-01-01,-2093,-1592.10729252862,-276.100943745241,100,100,Alagoas,Northeast,27,2013,1,1,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-67.49077119663502,-11.704151917983934,2016-01-25,2017-05-04
AL,2013-02-01,-7773,-1730.31959494381,-243.16900754231,100.46124716146238,100.62092337848476,Alagoas,Northeast,27,2013,2,1,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-73.34970728884316,-10.308139361691818,2016-01-25,2017-05-04
AL,2013-03-01,-15574,-1812.86896181214,-211.941086658941,101.25061549712349,101.02076952086469,Alagoas,Northeast,27,2013,3,1,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-76.8490445872039,-8.984361452265409,2016-01-25,2017-05-04
AL,2013-04-01,-13646,-1824.78263083284,-181.486907135651,102.40980925124141,101.37272643116293,Alagoas,Northeast,27,2013,4,2,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-77.35407506709792,-7.6933830918037724,2016-01-25,2017-05-04
AL,2013-05-01,-3453,-1744.90024772766,-153.226499937834,103.91272356911811,101.83890915918782,Alagoas,Northeast,27,2013,5,2,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-73.96779346026537,-6.4954005908365415,2016-01-25,2017-05-04
AL,2013-06-01,-982,-1579.98265868369,-123.1993706246,105.55853244913139,102.44746041675138,Alagoas,Northeast,27,2013,6,2,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-66.97679773987664,-5.22252524902925,2016-01-25,2017-05-04
AL,2013-07-01,1352,-1343.81069638582,-90.5068982702144,107.06259402366298,102.90438879311753,Alagoas,Northeast,27,2013,7,3,2354000,FALSE,TRUE,FALSE,,pre,TRUE,-57.08626577679779,-3.8448130106293292,2016-01-25,2017-05-04
AL,2013-08-01,1127,-1062.026570834,-58.923788991733,108.25814029424073,103.13191163917081,Alagoas,Northeast,27,2013,8,3,2354000,FALSE,TRUE,FALSE,,pre,TRUE,-45.1158271382328,-2.5031346215689463,2016-01-25,2017-05-04
AL,2013-09-01,16285,-780.023749586185,-34.3221411943741,109.17619910596281,103.17319706246958,Alagoas,Northeast,27,2013,9,3,2354000,FALSE,TRUE,FALSE,,pre,TRUE,-33.136098113261895,-1.4580348850626208,2016-01-25,2017-05-04
AL,2013-10-01,15953,-530.282974369315,-19.2576930123175,109.90540428638073,102.92398581224491,Alagoas,Northeast,27,2013,10,4,2355000,FALSE,TRUE,FALSE,,pre,TRUE,-22.517323752412526,-0.8177364336440552,2016-01-25,2017-05-04
AL,2013-11-01,3667,-339.66903358933,-14.290061667235,110.39356223754147,102.59260875130316,Alagoas,Northeast,27,2013,11,4,2355000,FALSE,TRUE,FALSE,,pre,TRUE,-14.423313528209343,-0.6067966737679406,2016-01-25,2017-05-04
AL,2013-12-01,-470,-228.183371590603,-15.00039352281,110.67340066022435,102.39703519055476,Alagoas,Northeast,27,2013,12,4,2355000,FALSE,TRUE,FALSE,,pre,TRUE,-9.689315141851507,-0.6369593852573249,2016-01-25,2017-05-04
AL,2014-01-01,-4695,-190.227524310476,-16.8611229479341,110.72645924435396,102.41849638811378,Alagoas,Northeast,27,2014,1,1,2363000,FALSE,TRUE,FALSE,,pre,TRUE,-8.050254943312568,-0.7135473105346636,2016-01-25,2017-05-04
AL,2014-02-01,16,-209.005659488499,-17.8817526390694,110.62937462891605,102.71061037736152,Alagoas,Northeast,27,2014,2,1,2363000,FALSE,TRUE,FALSE,,pre,TRUE,-8.84492845909856,-0.756739426113813,2016-01-25,2017-05-04
AL,2014-03-01,-10132,-261.202298510675,-16.1907879305056,110.50251030598363,103.11404084875167,Alagoas,Northeast,27,2014,3,1,2363000,FALSE,TRUE,FALSE,,pre,TRUE,-11.053842509973551,-0.6851793453451375,2016-01-25,2017-05-04
AL,2014-04-01,-12321,-322.300267248239,-12.9005972666997,110.4036498588351,103.45957973691972,Alagoas,Northeast,27,2014,4,2,2360000,FALSE,TRUE,FALSE,,pre,TRUE,-13.656790985094872,-0.5466354774025296,2016-01-25,2017-05-04
AL,2014-05-01,-8580,-358.372552050405,-10.5769905062179,110.4256204540076,103.79217892799537,Alagoas,Northeast,27,2014,5,2,2360000,FALSE,TRUE,FALSE,,pre,TRUE,-15.185277629254449,-0.44817756382279234,2016-01-25,2017-05-04
AL,2014-06-01,-650,-343.57677692284,-11.1237698215451,110.69011277073731,104.15510395213471,Alagoas,Northeast,27,2014,6,2,2360000,FALSE,TRUE,FALSE,,pre,TRUE,-14.558338005205085,-0.47134617887902963,2016-01-25,2017-05-04
AL,2014-07-01,379,-256.835011307401,-16.7722001756323,111.13945205082979,104.53483072134827,Alagoas,Northeast,27,2014,7,3,2374000,FALSE,TRUE,FALSE,,pre,TRUE,-10.818660964928432,-0.7064953738682519,2016-01-25,2017-05-04
AL,2014-08-01,4249,-90.727622885592,-31.6977130406835,111.55130641892302,104.74213717917559,Alagoas,Northeast,27,2014,8,3,2374000,FALSE,TRUE,FALSE,,pre,TRUE,-3.8217195823754,-1.335202739708656,2016-01-25,2017-05-04
AL,2014-09-01,13748,143.964563116893,-54.6691316305675,111.67154790330785,104.47651493451905,Alagoas,Northeast,27,2014,9,3,2374000,FALSE,TRUE,FALSE,,pre,TRUE,6.0642191708885,-2.302827785617839,2016-01-25,2017-05-04
AL,2014-10-01,7735,415.850766217759,-82.6191976876211,111.33202411550819,103.73388080309576,Alagoas,Northeast,27,2014,10,4,2388000,FALSE,TRUE,FALSE,,pre,TRUE,17.414186190023408,-3.459765397304066,2016-01-25,2017-05-04
AL,2014-11-01,4277,661.339087458739,-110.16454564571,110.58629322566335,102.56822653566012,Alagoas,Northeast,27,2014,11,4,2388000,FALSE,TRUE,FALSE,,pre,TRUE,27.694266644000795,-4.613255680306114,2016-01-25,2017-05-04
AL,2014-12-01,-272,820.125965379973,-136.35271639972,109.60522779274957,101.28383173512353,Alagoas,Northeast,27,2014,12,4,2388000,FALSE,TRUE,FALSE,,pre,TRUE,34.343633391121145,-5.709912747056952,2016-01-25,2017-05-04
AL,2015-01-01,-1245,853.366458696446,-163.262926317232,108.54418898570819,100.37670137929005,Alagoas,Northeast,27,2015,1,1,2389000,FALSE,TRUE,FALSE,,pre,TRUE,35.7206554498303,-6.8339441740155715,2016-01-25,2017-05-04
AL,2015-02-01,-507,738.663113082307,-195.021068535923,107.46612348902866,100.09226066792165,Alagoas,Northeast,27,2015,2,1,2389000,FALSE,TRUE,FALSE,,pre,TRUE,30.919343368870113,-8.163292948343365,2016-01-25,2017-05-04
AL,2015-03-01,-496,490.597158895389,-231.150714193788,106.33177624948785,100.40934042385372,Alagoas,Northeast,27,2015,3,1,2389000,FALSE,TRUE,FALSE,,pre,TRUE,20.535670108639138,-9.67562637897815,2016-01-25,2017-05-04
AL,2015-04-01,-13269,160.742057745921,-268.845807263821,105.06995750349468,101.15797934496786,Alagoas,Northeast,27,2015,4,2,2398000,FALSE,TRUE,FALSE,,pre,TRUE,6.7031717158432444,-11.21125134544708,2016-01-25,2017-05-04
AL,2015-05-01,-9627,-196.379647979162,-305.739893732346,103.62952582505223,101.96316599566987,Alagoas,Northeast,27,2015,5,2,2398000,FALSE,TRUE,FALSE,,pre,TRUE,-8.189309757262802,-12.749787061398916,2016-01-25,2017-05-04
AL,2015-06-01,-1646,-542.792023919505,-340.574840252226,102.0611177232084,102.55985527607908,Alagoas,Northeast,27,2015,6,2,2398000,FALSE,TRUE,FALSE,,pre,TRUE,-22.63519699414116,-14.20245372194437,2016-01-25,2017-05-04
AL,2015-07-01,-789,-834.780857156086,-375.630979417773,100.67507323997727,102.87046667776266,Alagoas,Northeast,27,2015,7,3,2416000,FALSE,TRUE,FALSE,,pre,TRUE,-34.55218779619561,-15.547639876563453,2016-01-25,2017-05-04
AL,2015-08-01,2505,-1032.45310332979,-410.142555499472,99.72482665050349,102.86380805897419,Alagoas,Northeast,27,2015,8,3,2416000,FALSE,TRUE,FALSE,,pre,TRUE,-42.73398606497476,-16.976099151468212,2016-01-25,2017-05-04
AL,2015-09-01,11207,-1123.31882888122,-443.530796103715,99.26131560023981,102.67094987734467,Alagoas,Northeast,27,2015,9,3,2416000,FALSE,TRUE,FALSE,,pre,TRUE,-46.494984639123345,-18.35806275263721,2016-01-25,2017-05-04
AL,2015-10-01,6456,-1106.77630068539,-475.440955271891,99.13038738866939,102.49214214964154,Alagoas,Northeast,27,2015,10,4,2421000,FALSE,TRUE,FALSE,,pre,TRUE,-45.71566710802932,-19.638205504828214,2016-01-25,2017-05-04
AL,2015-11-01,3140,-1021.13696133719,-504.141386012999,99.08875077032488,102.34254723276632,Alagoas,Northeast,27,2015,11,4,2421000,FALSE,TRUE,FALSE,,pre,TRUE,-42.17831314899587,-20.823683850185834,2016-01-25,2017-05-04
AL,2015-12-01,-1216,-893.492981371705,-526.224286809876,98.81963072094742,102.16640796874123,Alagoas,Northeast,27,2015,12,4,2421000,FALSE,TRUE,FALSE,,pre,TRUE,-36.905947185944036,-21.735823494831724,2016-01-25,2017-05-04
AL,2016-01-01,-1942,-760.493004330653,-541.024341764495,98.20531175589069,101.91675874319802,Alagoas,Northeast,27,2016,1,1,2428000,FALSE,TRUE,FALSE,,pre,TRUE,-31.321787657769892,-22.282715888158773,2016-01-25,2017-05-04
AL,2016-02-01,-10085,-649.762277950727,-547.082518444539,97.38715209073187,101.55382038550029,Alagoas,Northeast,27,2016,2,1,2428000,FALSE,TRUE,FALSE,,pre,TRUE,-26.761214083637853,-22.532228930994194,2016-01-25,2017-05-04
AL,2016-03-01,-9872,-575.866386598487,-545.569072599426,96.56512482361015,101.07231332357249,Alagoas,Northeast,27,2016,3,1,2428000,FALSE,TRUE,FALSE,,pre,TRUE,-23.717725971931095,-22.469895906071912,2016-01-25,2017-05-04
AL,2016-04-01,-7102,-552.943113684625,-539.008315273343,95.87164843161113,100.44423749826073,Alagoas,Northeast,27,2016,4,2,2431000,FALSE,TRUE,FALSE,,pre,TRUE,-22.74550035724496,-22.172287752914148,2016-01-25,2017-05-04
AL,2016-05-01,-813,-601.989952403407,-527.95612505609,95.42427002108977,99.71972649825791,Alagoas,Northeast,27,2016,5,2,2431000,FALSE,TRUE,FALSE,,pre,TRUE,-24.76305851104101,-21.717652203047717,2016-01-25,2017-05-04
AL,2016-06-01,-904,-721.605364958413,-515.735659360931,95.13017784014234,99.00679582788406,Alagoas,Northeast,27,2016,6,2,2431000,FALSE,TRUE,FALSE,,pre,TRUE,-29.683478607914978,-21.21495924972978,2016-01-25,2017-05-04
AL,2016-07-01,-1548,-890.680145553057,-503.308272933287,94.88937943945166,98.483084255572,Alagoas,Northeast,27,2016,7,3,2451000,FALSE,TRUE,FALSE,,pre,TRUE,-36.33945922289094,-20.534813257172054,2016-01-25,2017-05-04
AL,2016-08-01,4099,-1076.4025234273,-488.567752751442,94.7501706446156,98.21792196416754,Alagoas,Northeast,27,2016,8,3,2451000,FALSE,TRUE,FALSE,,pre,TRUE,-43.91687162086087,-19.933404845020075,2016-01-25,2017-05-04
AL,2016-09-01,13395,-1236.54800719292,-468.347447946244,94.90615820413501,98.1288640062358,Alagoas,Northeast,27,2016,9,3,2451000,FALSE,TRUE,FALSE,,pre,TRUE,-50.45075508743044,-19.108423008822687,2016-01-25,2017-05-04
AL,2016-10-01,5832,-1348.39199084411,-441.469167049965,95.5155431342043,98.22644954998697,Alagoas,Northeast,27,2016,10,4,2453000,FALSE,TRUE,FALSE,,pre,TRUE,-54.96909868911985,-17.99711239502507,2016-01-25,2017-05-04
AL,2016-11-01,284,-1415.88038826409,-409.441155355641,96.61950712481989,98.51709214638376,Alagoas,Northeast,27,2016,11,4,2453000,FALSE,TRUE,FALSE,,pre,TRUE,-57.720358265963725,-16.691445387510846,2016-01-25,2017-05-04
AL,2016-12-01,-1993,-1429.57472545515,-373.735938010086,98.05468269773527,98.84090721949507,Alagoas,Northeast,27,2016,12,4,2453000,FALSE,TRUE,FALSE,,pre,TRUE,-58.27862720974929,-15.235871912355726,2016-01-25,2017-05-04
AL,2017-01-01,-6706,-1381.30428272626,-334.202564424281,99.62145431413121,99.02377453801624,Alagoas,Northeast,27,2017,1,1,2465000,FALSE,TRUE,FALSE,,pre,TRUE,-56.03668489761704,-13.557913364068193,2016-01-25,2017-05-04
