state_abbrev,period_date,icms_siconfi,tax_siconfi,investment_siconfi,totalexp_siconfi,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,year,month,bimester,bim_event_time,icms_level,icms_2bim,icms_2bim_log
DF,2019-12-01,6.513547322308901,7.217186050833797,3.753504449132534,7.513616438566642,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,674.213834394865,1335.4249662368898,7.19700484694834
DF,2020-02-01,6.539096013532563,7.232110040118617,3.4469775954894972,7.450610624828696,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,691.6610431185075,1365.8748775133724,7.219550438214597
DF,2020-04-01,6.448069985654036,7.173175196983454,3.53207872111056,7.519148482678033,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,631.4823459465648,1323.1433890650724,7.187765539999502
DF,2020-06-01,6.314092687418501,7.109392127709509,3.4631303918163723,7.418226197052203,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,552.3007237958981,1183.7830697424629,7.07647058053454
DF,2020-08-01,6.484804168787814,7.230929328200703,3.25645275247114,7.413565404768542,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,655.110660561784,1207.411384357682,7.096233995138218
DF,2020-10-01,6.581963397772984,7.202742495646891,3.44051360657764,7.489731279145346,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,721.9554242875655,1377.0660848493494,7.2277104894792945
ES,2015-02-01,6.023580247382004,6.247461982896452,2.3209041854568095,6.800943674403911,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,413.05478990984255,,
ES,2015-04-01,6.016576266760935,6.2369423979536744,3.926066927240585,6.889850975536742,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,410.17186990908897,823.2266598189315,6.713231569586949
ES,2015-06-01,5.989922562822142,6.243397680910105,3.566453406355575,6.769293631248153,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,399.383681584439,809.5555514935279,6.696485395214688
ES,2015-08-01,6.0085879245575775,6.239409103906781,3.351678741650164,6.774218688163339,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,406.90832914511446,806.2920107295535,6.692445973083724
ES,2015-10-01,6.013142325434343,6.2348743903574215,3.300131374959862,6.723775116243692,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,408.7657793719174,815.6741085170319,6.704014898374583
ES,2015-12-01,5.941918383020422,6.169993046426902,3.21733695278233,6.703516148539568,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,380.66448982011815,789.4302691920356,6.671311507049016
ES,2016-02-01,5.944422726876248,6.163101661858029,2.801452407149388,6.700690580376636,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,381.618999307446,762.2834891275642,6.636318519475344
ES,2016-04-01,5.895609310465441,6.120143818740281,3.486924209682955,6.727687728908537,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,363.43821515573745,745.0572144631835,6.613461013367908
ES,2016-06-01,5.820366446741489,6.098344118384015,3.2487873156328853,6.660020141224651,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,337.095558568706,700.5337737244434,6.551842578354208
ES,2016-08-01,5.8635043201943216,6.100130874004803,3.2606271605181623,6.6237109187829555,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,351.9553497299949,689.050908298701,6.535315155510113
ES,2016-10-01,5.856130343769618,6.104366389499013,2.957284605134027,6.651658214945785,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,10,5,-13,349.36958468064574,701.3249344106407,6.552971309467555
ES,2016-12-01,5.774307323250868,6.005607141017947,3.3091021534673155,6.605568883637607,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,12,6,-12,321.9213700234675,671.2909547041132,6.509202656556464
ES,2017-02-01,5.857255048268403,6.095138967834191,3.1000484933046213,6.653021765552314,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,2,1,-11,349.7627432764511,671.6841132999186,6.509788160511681
ES,2017-04-01,5.8261773156043715,6.060355531850591,3.173370671460331,6.611170312297543,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,4,2,-10,339.0600789109906,688.8228221874417,6.534984085821656
ES,2017-06-01,5.867857825101301,6.171007184075413,2.961856571345815,6.63601890288106,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,6,3,-9,353.4909292231917,692.5510081341823,6.540381893304377
ES,2017-08-01,5.802646778299064,6.080636539976413,3.162663258065838,6.5723376006826095,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,8,4,-8,331.1749475845191,684.6658768077108,6.528930948179578
ES,2017-10-01,5.9373735391753595,6.143061592907212,3.066844026622872,6.615727325705594,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,10,5,-7,378.93835463515717,710.1133022196763,6.565424537894827
ES,2017-12-01,5.8976665104179125,6.096177695684621,3.467301947958383,6.6408789527475465,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,12,6,-6,364.1866498105979,743.125004445755,6.610864273427559
ES,2018-02-01,5.936081765989452,6.165771364778885,3.7802562576323018,6.691170208859542,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,2,1,-5,378.44916825647556,742.6358180670734,6.610205773904694
ES,2018-04-01,5.98502390479881,6.208283761602225,3.4588642631199766,6.6696272520634245,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,4,2,-4,397.43202166831713,775.8811899247927,6.653999402694315
ES,2018-06-01,5.8822153345046875,6.157036667493089,3.572150193700832,6.699171156590599,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,6,3,-3,358.6027875282829,756.0348091966,6.628087419030392
ES,2018-08-01,5.940892140628986,6.203385024276059,3.4096147810754025,6.695188471993024,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,8,4,-2,380.27403616806305,738.8768236963459,6.605131227348351
ES,2018-10-01,5.986152389524488,6.199738867931377,3.753042120743734,6.676004955608641,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,10,5,-1,397.8807707899071,778.1548069579701,6.656925485050136
ES,2018-12-01,5.998027322930499,6.230040716342888,3.842100636384054,6.782580066457116,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,402.63374320919235,800.5145139990994,6.685254663439297
ES,2019-02-01,6.0260183126949265,6.265280932659293,3.5790605232826005,6.724981517592742,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,414.06307309613953,816.6968163053318,6.7052679321141095
ES,2019-04-01,6.021710745953684,6.258687901538221,3.5109736217813263,6.699129145884436,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,412.28330476112296,826.3463778572625,6.717014029273861
ES,2019-06-01,6.045381152177362,6.267223177686177,3.4165746541423268,6.673066357507305,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,422.1586335040432,834.4419382651662,6.726763164006864
ES,2019-08-01,6.020092987400625,6.261737534599324,3.741938584412597,6.693911698560977,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,411.6168691298799,833.7755026339231,6.7259641846288085
ES,2019-10-01,6.008558573209197,6.2117820834371,3.973685961380826,6.707104099472606,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,406.8963860122613,818.5132551421411,6.707489591111511
ES,2019-12-01,6.0256028582010375,6.236136400041553,3.737663825361507,6.697559368885084,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,413.8910844608677,820.787470473129,6.710264209281876
ES,2020-02-01,6.032795345691318,6.260033964435508,3.071593149299858,6.75609801427193,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,416.8787223024269,830.7698067632946,6.722352748976722
ES,2020-04-01,5.997110286293093,6.207283390100287,4.120982788402557,6.776149948397945,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,402.2646825621449,819.1434048645718,6.708259166040029
ES,2020-06-01,5.790606140002363,6.063518933359284,4.200459207240642,6.715594457181184,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,327.2113001367034,729.4759826988484,6.592326444458357
ES,2020-08-01,6.010747044391401,6.25371829561778,4.2449711522052755,6.720902362555076,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,407.7878421344133,734.9991422711167,6.599869332234083
ES,2020-10-01,6.191701223268094,6.373581323248791,3.6334494447529178,6.648420485006966,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,488.6767477145709,896.4645898489842,6.798458794048698
GO,2015-02-01,5.902495595836638,6.207490829431211,5.307375282199657,6.812807037354664,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,365.9495915229595,,
GO,2015-04-01,5.898102588412546,6.225111588511859,4.364027513767096,6.770163241830974,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,364.3454982271518,730.2950897501113,6.593448684996876
GO,2015-06-01,5.893710623623643,6.193007147810438,3.5019498399665014,6.731878401806449,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,362.7488144839149,727.0943127110667,6.58905619774544
GO,2015-08-01,5.901281844184253,6.199282667155938,3.234343433205706,6.7763063000889385,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,365.5056890497354,728.2545035336502,6.590650579869376
GO,2015-10-01,5.891120546533327,6.198291056750126,3.2962537642958676,6.718816199498824,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,361.8104827902586,727.316171839994,6.589361282359453
GO,2015-12-01,5.877499678175713,6.1766309910984925,3.1035228458537447,6.737178536330678,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,356.91572096308215,718.7262037533408,6.577480483742045
GO,2016-02-01,5.841926120663134,6.173732580410366,2.9198164076075024,6.561751087732398,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,344.442139266709,701.3578602297912,6.55301825638853
GO,2016-04-01,5.861027799170517,6.223777592844655,3.1724006483330696,6.682193003055447,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,351.08480331513056,695.5269425818395,6.5446697490486105
GO,2016-06-01,5.850898941292963,6.251106731742427,3.133811502374043,6.708356163626817,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,347.5466641429941,698.6314674581247,6.549123374957103
GO,2016-08-01,5.811822095238613,6.1682420880014925,2.6251798721353916,6.710377866824466,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,334.227565644419,681.7742297874131,6.5246985616697435
GO,2016-10-01,5.831217186441124,6.087015565031257,2.597006902208191,6.657088332891578,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,10,5,-13,340.7732112713413,675.0007769157603,6.514713841858179
GO,2016-12-01,5.806848902590114,6.083731008454634,2.6049726104383657,6.622794243667543,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,12,6,-12,332.5695138947491,673.3427251660904,6.512254449896336
GO,2017-02-01,5.826792410046191,6.155492691521293,1.989375402188258,6.587723775405538,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,2,1,-11,339.26869703431834,671.8382109290674,6.510017553990369
GO,2017-04-01,5.826971948694194,6.181277074398622,2.7794532330172963,6.770714314916033,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,4,2,-10,339.32961434583575,678.5983113801541,6.520029363959403
GO,2017-06-01,5.834257730847936,6.200310115882693,3.320061216272952,6.756859159273403,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,6,3,-9,341.8109241594591,681.1405385052949,6.523768655644034
GO,2017-08-01,5.827402912262077,6.1803181414984865,3.595106669190675,6.731810544524017,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,8,4,-8,339.4758845634261,681.2868087228852,6.523983375670682
GO,2017-10-01,5.803842162363542,6.169547202328831,3.689012976710761,6.738418118363626,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,10,5,-7,331.5710655487979,671.0469501122241,6.50883910488486
GO,2017-12-01,5.849121959517513,6.192920601711846,3.9038229574014247,6.816656124418625,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,12,6,-6,346.92962844765225,678.5006939964501,6.519885502113679
GO,2018-02-01,5.8548969876166606,6.1802585895776385,4.001036320182038,6.767034885842368,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,2,1,-5,348.9389531693242,695.8685816169764,6.545160822989932
GO,2018-04-01,5.853027819730238,6.204949640742511,4.247587499644228,6.849144549100866,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,4,2,-4,348.2873368635922,697.2262900329164,6.547110020956905
GO,2018-06-01,5.8513681237758215,6.189990102463349,3.6427749630710142,6.826485498119488,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,6,3,-3,347.7097652088755,695.9971020724677,6.545345496636768
GO,2018-08-01,5.882777914193822,6.217455937607462,3.518370663262192,6.799796141539463,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,8,4,-2,358.80458693181373,706.5143521406892,6.560343516342436
GO,2018-10-01,5.857073378832936,6.250264449099173,3.2730260976978185,6.773343415100473,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,10,5,-1,349.6992078477303,708.503794779544,6.563155415191965
GO,2018-12-01,5.921228751378325,6.125697505968073,2.8824136435312377,6.440871508667222,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,372.86959653727706,722.5688043850073,6.582812646435114
GO,2019-02-01,5.915022460701091,6.323377061496712,0.7872975320800243,6.743195457131379,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,370.56262570723686,743.4322222445139,6.611277601347423
GO,2019-04-01,5.884131800313239,6.238595283599973,2.4404571083836735,7.0072155704555215,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,359.2906964758724,729.8533221831092,6.5928435854373095
GO,2019-06-01,5.91037066017118,6.278653762185176,1.3279387086082524,6.76992783488349,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,368.84284542724396,728.1335419031163,6.59048446805434
GO,2019-08-01,5.891812589767173,6.277138593790551,1.5569116197115764,6.736738601626689,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,362.06095794663014,730.9038033738741,6.594281855158501
GO,2019-10-01,5.934636614075274,6.319429836646294,1.780332606518305,6.763651334022826,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,377.9026467149926,739.9636046616228,6.606601002098999
GO,2019-12-01,5.898092299811322,6.302990667442332,2.890513940294215,6.864891649777081,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,364.3417496408965,742.2443963558892,6.6096785640780045
GO,2020-02-01,5.919551181110221,6.288988335241726,1.272856061713343,6.709451204463508,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,372.2446059676179,736.5863556085144,6.602026480364674
GO,2020-04-01,5.809592220881601,6.149452423372123,1.7434393711080198,6.7108663871848,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,333.48311049557896,705.7277164631969,6.559229492371142
GO,2020-06-01,5.773694791530824,6.123121824569793,2.649976316674277,6.689927444004966,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,321.7242433523009,655.2073538478799,6.4849517562974235
GO,2020-08-01,5.88837339510477,6.298950974763503,2.617829904982167,6.67223925252249,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,360.8178986193455,682.5421419716464,6.525824271631482
GO,2020-10-01,5.8218089551615195,6.251714446862422,2.810397862540177,6.713091124235697,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,337.5821726383625,698.4000712577081,6.548792106555324
MA,2015-02-01,5.254385117280364,5.505109478060144,-0.2949989346676909,6.2913540899965685,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,191.40375880016109,,
MA,2015-04-01,5.23114886969374,5.428413739370982,1.668808701810968,6.317897609121427,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,187.00752743242097,378.41128623258203,5.935981662928972
MA,2015-06-01,5.220668671865384,5.386802080560189,3.027622668708782,6.346686393571106,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,185.05788570981292,372.06541314223387,5.919069680594991
MA,2015-08-01,5.132115389669208,5.347941964105373,3.174327779962997,6.3037399476878475,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,169.3750335422225,354.4329192520354,5.870519101697179
MA,2015-10-01,5.192200244654067,5.408634078592434,3.2839506723107954,6.286323150095097,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,179.86386238527277,349.23889592749526,5.855756203580077
MA,2015-12-01,5.14066812034022,5.426076426296992,3.424734119277661,6.326433432335695,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,170.82986510948288,350.69372749475565,5.859913271313971
MA,2016-02-01,5.311099388632822,5.510688399430519,2.3862907489258234,6.3975524583648005,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,202.57281225975672,373.4026773692396,5.922657401326265
MA,2016-04-01,5.302882668757614,5.499513375429645,2.959847412000032,6.324065085447858,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,200.91514781563038,403.4879600753871,6.0001466485421115
MA,2016-06-01,5.286532673099443,5.5438158654078675,3.2709199319064126,6.3293040565645855,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,197.6568948157178,398.57204263134815,5.987888266411039
MA,2016-08-01,5.211595006363521,5.436328513406505,3.322059106177025,6.358052325068983,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,183.3863274053241,381.0432222210419,5.942912812842116
MA,2016-10-01,5.238324238099047,5.3963106705626815,3.214799409791783,6.256301590457383,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,10,5,-13,188.35420099790298,371.7405284032271,5.918196106611453
MA,2016-12-01,5.338971554823185,3.6984566955376943,3.2840266386697388,6.376805105340259,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,12,6,-12,208.29837663199444,396.65257762989745,5.983060778226575
MA,2017-02-01,5.255217706221522,5.488010137951918,2.9951193966787963,6.4449983188401765,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,2,1,-11,191.56318581240822,399.8615624444027,5.991118393314677
MA,2017-04-01,5.256815079169306,5.523006619567119,3.0813777727521745,6.2862974036103125,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,4,2,-10,191.86942818974347,383.4326140021517,5.949163892205368
MA,2017-06-01,5.401091726361028,5.585490001700793,3.347903800364792,6.3574151180487295,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,6,3,-9,221.64826341672583,413.51769160646927,6.024700298570184
MA,2017-08-01,5.259362117465961,5.4749542973021095,3.5567149046063617,6.390685970449456,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,8,4,-8,192.3587498672904,414.00701328401624,6.025882913981385
MA,2017-10-01,5.303508512785771,5.477988129876533,3.628809814709133,6.348019524405672,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,10,5,-7,201.04092871656445,393.3996785838549,5.974826088933412
MA,2017-12-01,5.294998158944767,5.550840324920156,3.728462183957352,6.369615546447835,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2017,12,6,-6,199.3372589753292,400.3781876918937,5.992409569663207
MA,2018-02-01,5.278096677214252,5.527309405610961,3.639141115971275,6.398692661145413,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,2,1,-5,195.99647555650049,395.3337345318297,5.97973030572504
MA,2018-04-01,5.306587356534459,5.562144614324763,3.6710042728124463,6.469006787329628,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,4,2,-4,201.6608561633406,397.65733171984107,5.9855906588537975
MA,2018-06-01,5.308958867206891,5.565092201575378,3.767265428001089,6.357509758108695,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,6,3,-3,202.1396645611524,403.800520724493,6.000920995438315
MA,2018-08-01,5.375303918763829,5.6011841920429575,3.620846487286028,6.480537312131685,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,8,4,-2,216.0055104634961,418.1451750246485,6.035828680898469
MA,2018-10-01,5.3710811125586275,5.559855801576293,3.449403687347017,6.356264055197876,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2018,10,5,-1,215.09528426058472,431.10079472408086,6.066341925231049
MA,2018-12-01,5.424046980376924,5.528779722173127,3.355482323169103,6.3708153920586,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2018,12,6,0,226.7951031059564,441.8903873665411,6.091061858939111
MA,2019-02-01,4.76635222298526,4.9291856830475345,-4.0745398813563485,4.4018499297999245,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,2,1,1,117.48988244024376,344.2849855462002,5.841469760756359
MA,2019-04-01,5.363325967991574,5.572708234416,2.6130508258296903,6.185802884014384,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,4,2,2,213.43364070635255,330.9235231465963,5.801887300785906
MA,2019-06-01,5.329504297821113,5.474513156279684,2.94729199960862,6.657654285204661,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,6,3,3,206.33566776156016,419.7693084679127,6.039705294823242
MA,2019-08-01,5.361093593114934,5.559313331419405,2.996055012521838,6.198255025038999,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,8,4,4,212.95770823650506,419.29337599806524,6.038570856289148
MA,2019-10-01,4.583913834712378,4.9000091476220415,3.1155615216170203,6.306340468477453,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,10,5,5,97.89679727111057,310.8545055076156,5.739324974763807
MA,2019-12-01,5.179205778396609,5.4993431031880915,3.636806738136031,6.302937964294794,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2019,12,6,6,177.54174749157764,275.4385447626882,5.618364535697578
MA,2020-02-01,5.231577258362273,5.395963437058418,1.883642480613766,6.060079302513269,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,2,1,7,187.08765650007015,364.6294039916478,5.898881506254535
MA,2020-04-01,5.125262843383835,5.290583768554422,3.421357861746092,6.108187700065478,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,4,2,8,168.21835092211333,355.3060074221835,5.8729794109115785
MA,2020-06-01,4.897349082744029,5.163368893173413,2.4335477972035364,6.178997964534614,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,6,3,9,133.93426002546528,302.15261094757864,5.710932224000015
MA,2020-08-01,5.143131337412485,5.395618938415688,3.349120725381886,6.184182847437052,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,8,4,10,171.25117482529305,305.1854348507583,5.720919574977795
MA,2020-10-01,5.199045208928248,5.463428814829441,3.4240133241326127,6.5260462097995635,FALSE,TRUE,FALSE,post,FALSE,2018-11-07,2018-12-10,,2020,10,5,11,181.0992473570052,352.35042218229825,5.86462619796246
MG,2015-02-01,6.144359799345413,6.403044023659439,-4.590463191826085,6.90447398384902,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,2,1,-23,466.0811680605327,,
MG,2015-04-01,6.0965246980281655,6.392189156889556,1.2311737279609989,6.906102698130143,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,4,2,-22,444.3109690521462,910.3921371126789,6.8138754265956205
MG,2015-06-01,6.091335261144271,6.367060454507328,3.3351182071002023,6.881237872613996,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,6,3,-21,442.0112176897717,886.3221867419179,6.787080526424282
MG,2015-08-01,6.087000530430192,6.383600870945038,2.7513125243944305,6.895315897521641,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,8,4,-20,440.0993647659041,882.1105824556757,6.782317425081633
MG,2015-10-01,6.079442180580407,6.3424517335963815,2.9053438357377552,6.8358532135498145,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,10,5,-19,436.78547932755686,876.884844093461,6.776375677129803
MG,2015-12-01,6.055104129695557,6.33826295085508,3.1908720694133734,6.813697783440995,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2015,12,6,-18,426.28329189299984,863.0687712205568,6.760494376460674
MG,2016-02-01,6.0587998166240595,6.345336764702678,2.988294012401926,6.850108243985569,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,2,1,-17,427.86161618250173,854.1449080755016,6.750100860981516
MG,2016-04-01,6.108376711949009,6.399052081233233,3.009866932899076,6.837539428195597,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,4,2,-16,449.608278727159,877.4698949096608,6.777042646956237
MG,2016-06-01,6.1152865171720165,6.411528388513551,2.9370597097947635,6.7802752061017335,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,6,3,-15,452.7257424898051,902.3340212169642,6.8049847632846125
MG,2016-08-01,6.0976280301421415,6.371133190001142,2.5615722354349977,6.776488617784057,FALSE,TRUE,FALSE,pre,TRUE,2018-11-07,2018-12-10,,2016,8,4,-14,444.80146215152917,897.5272046413343,6.799643431481136
