state_abbrev,period,period_date,analysis_period,original_liquidated_expenditure_health_real_pc_missing,liquidated_expenditure_health_real_pc,liquidated_expenditure_health_real_pc_imputed_adjacent_mean,liquidated_expenditure_health_real_pc_imputation_method,original_liquidated_expenditure_education_real_pc_missing,liquidated_expenditure_education_real_pc,liquidated_expenditure_education_real_pc_imputed_adjacent_mean,liquidated_expenditure_education_real_pc_imputation_method,original_liquidated_expenditure_public_security_real_pc_missing,liquidated_expenditure_public_security_real_pc,liquidated_expenditure_public_security_real_pc_imputed_adjacent_mean,liquidated_expenditure_public_security_real_pc_imputation_method
BA,2016B6,2016-12-01,crisis,TRUE,92.04973321085234,TRUE,adjacent_mean_prev_next,TRUE,74.98233061019954,TRUE,adjacent_mean_prev_next,TRUE,62.39114763723615,TRUE,adjacent_mean_prev_next
RN,2015B6,2015-12-01,pre,TRUE,76.54152117964578,TRUE,adjacent_mean_prev_next,TRUE,86.23552504946538,TRUE,adjacent_mean_prev_next,TRUE,57.15154156147455,TRUE,adjacent_mean_prev_next
RR,2016B2,2016-04-01,crisis,TRUE,282.03535995250786,TRUE,adjacent_mean_prev_next,TRUE,265.27945703933415,TRUE,adjacent_mean_prev_next,TRUE,171.75025104482995,TRUE,adjacent_mean_prev_next
RR,2019B1,2019-02-01,post,TRUE,346.24978511540905,TRUE,adjacent_mean_prev_next,TRUE,120.4908405486124,TRUE,adjacent_mean_prev_next,TRUE,108.60369491050685,TRUE,adjacent_mean_prev_next
SC,2017B1,2017-02-01,crisis,TRUE,111.7947322126884,TRUE,adjacent_mean_prev_next,TRUE,118.30160402192152,TRUE,adjacent_mean_prev_next,TRUE,86.57231380247376,TRUE,adjacent_mean_prev_next
