donor_state,scm_weight
PI,0.6984403196368916
PE,0.11965598803861319
SC,0.11446601509618416
AC,0.06743767722743714
RJ,5.6193129736920755e-13
PA,2.1273392198313898e-13
MT,9.735353945649126e-14
RS,1.4941707438913756e-15
AL,1.1964002569349194e-16
GO,1.1684680336381652e-16
ES,8.136228629386701e-17
RN,6.804969386075201e-17
BA,1.7384405610360646e-17
RR,1.3877787807958156e-17
CE,1.1401051802487196e-17
MG,5.97268137689916e-18
SP,2.0749406960019197e-19
AM,0
AP,0
MS,0
PR,0
RO,0
SE,0
