pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2018-03-01,pre,2.842170943040401e-14
AC,retail,consumption,2018-04-01,pre,-1.3331208114576611
AC,retail,consumption,2018-05-01,pre,0.7997734708545607
AC,retail,consumption,2018-06-01,pre,0.9485824878078404
AC,retail,consumption,2018-07-01,pre,-1.8721154036750391
AC,retail,consumption,2018-08-01,pre,1.1450688108869258
AC,retail,consumption,2018-09-01,pre,0.15251283392733228
AC,retail,consumption,2018-10-01,pre,1.2003818355917986
AC,retail,consumption,2018-11-01,pre,0.4969441269844026
AC,retail,consumption,2018-12-01,pre,5.405884706954424
AC,retail,consumption,2019-01-01,pre,-2.0363101088958757
AC,retail,consumption,2019-02-01,pre,-0.8847406657654346
AC,retail,consumption,2019-03-01,pre,0.6795071418457042
AC,retail,consumption,2019-04-01,pre,0.31816684715255406
AC,retail,consumption,2019-05-01,pre,1.0262140154598853
AC,retail,consumption,2019-06-01,pre,1.2103953831520755
AC,retail,consumption,2019-07-01,pre,-1.8807199953959355
AC,retail,consumption,2019-08-01,pre,2.4877549645963484
AC,retail,consumption,2019-09-01,pre,-1.5226689329526408
AC,retail,consumption,2019-10-01,pre,0.9665756130012824
AC,retail,consumption,2019-11-01,pre,-1.7636901734463066
AC,retail,consumption,2019-12-01,pre,-1.5232156945968853
AC,retail,consumption,2020-01-01,pre,-0.26094160212193174
AC,retail,consumption,2020-02-01,pre,3.1231082352645956
AC,retail,consumption,2020-03-01,pre,1.1346160467575714
AC,retail,consumption,2020-04-01,pre,0.0027333613193434303
AC,retail,consumption,2020-05-01,pre,-2.378081171171587
AC,retail,consumption,2020-06-01,pre,-5.024833744749017
AC,retail,consumption,2020-07-01,pre,-3.17802929984137
AC,retail,consumption,2020-08-01,pre,2.656127904522208
AC,retail,consumption,2020-09-01,pre,1.9655882221182708
AC,retail,consumption,2020-10-01,pre,2.4847607749885015
AC,retail,consumption,2020-11-01,pre,-1.9305026649119128
AC,retail,consumption,2020-12-01,pre,1.2791544248391347
AC,retail,consumption,2021-01-01,pre,5.095230092837937
AC,retail,consumption,2021-02-01,pre,-7.679948418531453
AC,retail,consumption,2021-03-01,post,2.9949523957194657
AC,retail,consumption,2021-04-01,post,-2.828258513559021
AC,retail,consumption,2021-05-01,post,-4.4322468161478525
AC,retail,consumption,2021-06-01,post,3.0091898130395407
AC,retail,consumption,2021-07-01,post,1.6239054135131
AC,retail,consumption,2021-08-01,post,2.017947744535803
AC,retail,consumption,2021-09-01,post,3.03934932340303
AC,retail,consumption,2021-10-01,post,3.7470299966650202
AC,retail,consumption,2021-11-01,post,4.745578265187916
AC,retail,consumption,2021-12-01,post,4.55783877088399
AC,retail,consumption,2022-01-01,post,2.747249305561027
AC,retail,consumption,2022-02-01,post,-2.4969971190581504
AC,retail,consumption,2022-03-01,post,-3.4050796523681583
AC,retail,consumption,2022-04-01,post,2.38368338480565
AC,retail,consumption,2022-05-01,post,-6.071210561533192
AC,retail,consumption,2022-06-01,post,-7.201348663239699
AC,retail,consumption,2022-07-01,post,-2.8762668885983658
AC,retail,consumption,2022-08-01,post,-5.989799066200931
AC,retail,consumption,2022-09-01,post,-5.841123053100148
AC,retail,consumption,2022-10-01,post,-6.626482419650117
AC,retail,consumption,2022-11-01,post,-4.514222141577164
AC,retail,consumption,2022-12-01,post,-0.13470230914978742
AC,retail,consumption,2023-01-01,post,-1.072956159950877
AC,retail,consumption,2023-02-01,post,-1.6659377415910797
AC,services,consumption,2018-03-01,pre,1.4210854715202004e-14
AC,services,consumption,2018-04-01,pre,-0.824090518697119
AC,services,consumption,2018-05-01,pre,0.8906237435491136
AC,services,consumption,2018-06-01,pre,2.2024847452469487
AC,services,consumption,2018-07-01,pre,0.7920153354677382
AC,services,consumption,2018-08-01,pre,-3.833077616921969
AC,services,consumption,2018-09-01,pre,-0.026743776921534845
AC,services,consumption,2018-10-01,pre,-0.32310215316009305
AC,services,consumption,2018-11-01,pre,-0.6702736330956895
AC,services,consumption,2018-12-01,pre,2.8776476332028835
AC,services,consumption,2019-01-01,pre,-2.363822582676491
AC,services,consumption,2019-02-01,pre,-1.7442085502913045
AC,services,consumption,2019-03-01,pre,0.5871346825369272
AC,services,consumption,2019-04-01,pre,-0.5270419864057061
AC,services,consumption,2019-05-01,pre,1.5118779706135825
AC,services,consumption,2019-06-01,pre,2.8105036790071267
AC,services,consumption,2019-07-01,pre,1.3275149780162678
AC,services,consumption,2019-08-01,pre,-2.434658088036173
AC,services,consumption,2019-09-01,pre,3.5596914808942444
AC,services,consumption,2019-10-01,pre,-2.087268087180277
AC,services,consumption,2019-11-01,pre,-1.1554359094952815
AC,services,consumption,2019-12-01,pre,-1.6769484495602711
AC,services,consumption,2020-01-01,pre,-3.0179976787675145
AC,services,consumption,2020-02-01,pre,6.5905487168774926
AC,services,consumption,2020-03-01,pre,0.15826719815342472
AC,services,consumption,2020-04-01,pre,-1.1150324586583764
AC,services,consumption,2020-05-01,pre,0.9172803584027065
AC,services,consumption,2020-06-01,pre,1.8806832274085963
AC,services,consumption,2020-07-01,pre,-0.5723447863739324
AC,services,consumption,2020-08-01,pre,-0.08431698103036922
AC,services,consumption,2020-09-01,pre,-1.0590274195732974
AC,services,consumption,2020-10-01,pre,-5.291059543245424
AC,services,consumption,2020-11-01,pre,7.270405449873053
