period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2013-01-01,pre,100,99.99999999999999,0,99.99999999999999,1.4210854715202004e-14,1.4210854715202004e-14,retail_volume_index_sa
2013-02-01,pre,101.22035321451948,100.57306208974818,0.6539740037775394,101.22703609352571,0.6472911247713,-0.006682879006234543,retail_volume_index_sa
2013-03-01,pre,102.3866279129883,101.31512620087777,1.072239467310711,102.38736566818848,1.071501712110532,-7.377552001770482e-4,retail_volume_index_sa
2013-04-01,pre,103.34936473309033,102.1580358678517,1.2116035827454614,103.36963945059716,1.1913288652386314,-0.020274717506836737,retail_volume_index_sa
2013-05-01,pre,104.04253597986194,103.01809737632013,1.0068654249778521,104.02496280129797,1.0244386035418103,0.01757317856396412,retail_volume_index_sa
2013-06-01,pre,104.4912187689742,103.85763184836593,0.6035993703494852,104.46123121871541,0.6335869206082805,0.02998755025879518,retail_volume_index_sa
2013-07-01,pre,104.70095606322349,104.62151634735793,0.09484228827593771,104.71635863563387,0.07943971586556131,-0.015402572410380344,retail_volume_index_sa
2013-08-01,pre,104.80335822874136,105.17212758872444,-0.32377232956534135,104.84835525915909,-0.3687693599830766,-0.04499703041773273,retail_volume_index_sa
2013-09-01,pre,104.93555366052766,105.5227748356525,-0.6332279916207378,104.88954684403176,-0.5872211751248386,0.04600681649590399,retail_volume_index_sa
2013-10-01,pre,105.05503067505516,105.74243164053013,-0.6343961789170852,105.10803546161304,-0.6874009654749642,-0.05300478655787799,retail_volume_index_sa
2013-11-01,pre,105.0437757476871,105.86990518200882,-0.8287922815271995,105.04111290048162,-0.8261294343217145,0.0026628472054852637,retail_volume_index_sa
2013-12-01,pre,104.8986772444716,105.97475113270855,-1.0694598886571538,104.9052912440514,-1.076073888236948,-0.0066139995797982465,retail_volume_index_sa
2014-01-01,pre,104.64350404214878,106.0578103005777,-1.545902871943702,104.511907428634,-1.4143062584289225,0.13159661351477325,retail_volume_index_sa
2014-02-01,pre,104.29824498054904,106.06779591187146,-1.7746676692745356,104.29312824259692,-1.7695509313224136,0.005116737952121753,retail_volume_index_sa
2014-03-01,pre,103.88436542577064,105.91233268345376,-2.1016466407415457,103.8106860427122,-2.027967257683116,0.07367938305843325,retail_volume_index_sa
2014-04-01,pre,103.53026527570876,105.61083498392283,-2.072233251271801,103.53860173265103,-2.080569708214071,-0.00833645694227414,retail_volume_index_sa
2014-05-01,pre,103.44447089224305,105.2675362597768,-1.7768299687121474,103.49070629106465,-1.8230653675337578,-0.04623539882160799,retail_volume_index_sa
2014-06-01,pre,103.71568856313212,105.0154779093596,-1.0766498772205728,103.93882803213903,-1.2997893462274845,-0.2231394690069095,retail_volume_index_sa
2014-07-01,pre,104.30852166377376,105.03676338384146,-0.6562738910598417,104.38048949278162,-0.7282417200677003,-0.07196782900786047,retail_volume_index_sa
2014-08-01,pre,104.96869542195785,105.37981051652606,-0.47142928511157156,104.9083812314145,-0.41111509456821693,0.06031419054335174,retail_volume_index_sa
2014-09-01,pre,105.40549445367829,105.84652823276193,-0.4981316572094813,105.34839657555244,-0.4410337790836394,0.05709787812584466,retail_volume_index_sa
2014-10-01,pre,105.3433549381832,106.10326628358169,-0.9481104619303016,105.15515582165139,-0.7599113453984927,0.18819911653180554,retail_volume_index_sa
2014-11-01,pre,104.64630312304644,105.8761528333049,-1.212847430528934,104.66330540277596,-1.2298497102584633,-0.017002279729524616,retail_volume_index_sa
2014-12-01,pre,103.40324071673962,105.0616998390472,-1.5696465014844836,103.49205333756271,-1.6584591223075762,-0.08881262082309149,retail_volume_index_sa
2015-01-01,pre,101.9325766963102,103.78751514119769,-1.8817675671445593,101.90574757405312,-1.8549384448874804,0.026829122257083782,retail_volume_index_sa
2015-02-01,pre,100.5228327185047,102.37611630942378,-1.977174230827039,100.39894207859675,-1.8532835909190766,0.12389063990795535,retail_volume_index_sa
2015-03-01,pre,99.39875203915898,101.14121904611385,-1.848776933953263,99.29244211216059,-1.7424670069548682,0.10630992699839226,retail_volume_index_sa
2015-04-01,pre,98.58257323599229,100.17684235456453,-1.5725090509815158,98.60433330358302,-1.5942691185722424,-0.021760067590733456,retail_volume_index_sa
2015-05-01,pre,97.98698562243172,99.45457440754015,-1.359631994419601,98.09494241312055,-1.4675887851084326,-0.10795679068883146,retail_volume_index_sa
2015-06-01,pre,97.44111646366684,98.86254846256553,-1.3435696327827147,97.51897882978281,-1.421431998898683,-0.07786236611596564,retail_volume_index_sa
2015-07-01,pre,96.81834588314814,98.26048586058889,-1.4571173854421136,96.80336847514677,-1.4421399774407462,0.014977408001371373,retail_volume_index_sa
2015-08-01,pre,95.95640904528996,97.59450265658813,-1.6550627897532741,95.93943986683486,-1.6380936112981743,0.016969178455099154,retail_volume_index_sa
2015-09-01,pre,94.88923873472862,96.9043150964305,-1.9954691505325906,94.90884594589791,-2.0150763617018725,-0.019607211169287098,retail_volume_index_sa
2015-10-01,pre,93.68281342836092,96.16168432590939,-2.4013020901855353,93.76038223572385,-2.4788708975484752,-0.07756880736293681,retail_volume_index_sa
2015-11-01,pre,92.44915262138215,95.37149558921065,-2.901604073285942,92.469891515924715,-2.9223429678284987,-0.020738894542560615,retail_volume_index_sa
2015-12-01,pre,91.16046166193496,94.50626226223335,-3.4565615309835844,91.04970073124977,-3.3458006002983893,0.11076093068518844,retail_volume_index_sa
2016-01-01,pre,89.84152305022467,93.54754721729347,-3.7759071749675543,89.77164004232591,-3.7060241670688043,0.06988300789875268,retail_volume_index_sa
2016-02-01,pre,88.64952250335813,92.5769919834479,-3.80863550544244,88.76835647800546,-3.927469480089769,-0.11883397464733036,retail_volume_index_sa
