donor_state,scm_weight
SE,0.5573331463899276
AC,0.16592852973254862
GO,0.1484286675813976
DF,0.12830965626873062
PI,6.2898368403583105e-12
MS,5.411278130017911e-12
RN,5.17705165102321e-12
PA,4.8632324411603124e-12
RS,3.3777298758206406e-12
PB,1.971473680374672e-12
MA,2.2307823112365822e-13
MT,8.192177814843488e-14
MG,5.725870372002958e-17
AM,0
AP,0
BA,0
CE,0
ES,0
PE,0
PR,0
RO,0
SP,0
