scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count
488.8511773793255,385.55746401537976,25.360431149895813,504.8954853703312,378.88398344763044,3.3080305853575855,-488.8511773793255,80.7037907307623,2.5524560260439557,-504.8954853703312,73.14757308546929,0.45874508741337017,1,6,18,icms_revenue_real_pc,24
