period_date,analysis_period,treated_value,synthetic_value,gap,outcome,treated_state,omitted_donor
2017-08-01,pre,415,-190.0756363636942,605.0756363636942,formal_hiring_balance,RR,PA
2017-09-01,pre,535,15.739376274972553,519.2606237250275,formal_hiring_balance,RR,PA
2017-10-01,pre,48,896.3848450810683,-848.3848450810683,formal_hiring_balance,RR,PA
2017-11-01,pre,143,-1386.834718078835,1529.834718078835,formal_hiring_balance,RR,PA
2017-12-01,pre,-229,-5045.7434050194615,4816.7434050194615,formal_hiring_balance,RR,PA
2018-01-01,pre,92,1455.0952607053798,-1363.0952607053798,formal_hiring_balance,RR,PA
2018-02-01,pre,-49,2098.6767884840824,-2147.6767884840824,formal_hiring_balance,RR,PA
2018-03-01,pre,-2,49.28037193821726,-51.28037193821726,formal_hiring_balance,RR,PA
2018-04-01,pre,109,1612.6119351651155,-1503.6119351651155,formal_hiring_balance,RR,PA
2018-05-01,pre,-358,759.655585035081,-1117.655585035081,formal_hiring_balance,RR,PA
2018-06-01,pre,-270,409.3516718258196,-679.3516718258196,formal_hiring_balance,RR,PA
2018-07-01,pre,-115,781.4078037282934,-896.4078037282934,formal_hiring_balance,RR,PA
2018-08-01,pre,135,741.7327962051816,-606.7327962051816,formal_hiring_balance,RR,PA
2018-09-01,pre,625,-617.5430197861357,1242.5430197861356,formal_hiring_balance,RR,PA
2018-10-01,pre,145,1035.5933202688739,-890.5933202688739,formal_hiring_balance,RR,PA
2018-11-01,pre,224,886.586682113296,-662.586682113296,formal_hiring_balance,RR,PA
2019-01-01,post,-300,3769.4486854271563,-4069.4486854271563,formal_hiring_balance,RR,PA
2019-02-01,post,-246,2610.6639310415335,-2856.6639310415335,formal_hiring_balance,RR,PA
2019-03-01,post,76,1.5806021514221786,74.41939784857782,formal_hiring_balance,RR,PA
2019-04-01,post,152,3264.711081590133,-3112.711081590133,formal_hiring_balance,RR,PA
2019-05-01,post,124,1685.7840070434477,-1561.7840070434477,formal_hiring_balance,RR,PA
2019-06-01,post,194,755.7079965747691,-561.7079965747691,formal_hiring_balance,RR,PA
2019-07-01,post,253,250.5859023538155,2.4140976461845014,formal_hiring_balance,RR,PA
2019-08-01,post,276,1091.4199399829056,-815.4199399829056,formal_hiring_balance,RR,PA
2019-09-01,post,605,1419.3758636249531,-814.3758636249531,formal_hiring_balance,RR,PA
2019-10-01,post,242,1452.5196829694726,-1210.5196829694726,formal_hiring_balance,RR,PA
2019-11-01,post,628,231.72456332973027,396.27543667026976,formal_hiring_balance,RR,PA
2019-12-01,post,-171,-5119.623866029908,4948.623866029908,formal_hiring_balance,RR,PA
2020-01-01,post,381,1563.1756800172059,-1182.1756800172059,formal_hiring_balance,RR,PA
2020-02-01,post,757,4550.483544968182,-3793.4835449681823,formal_hiring_balance,RR,PA
2020-03-01,post,407,-1486.2797416285464,1893.2797416285464,formal_hiring_balance,RR,PA
2020-04-01,post,-1404,-9824.96299327052,8420.96299327052,formal_hiring_balance,RR,PA
2020-05-01,post,-440,-3647.1527737509437,3207.1527737509437,formal_hiring_balance,RR,PA
2020-06-01,post,-25,757.6489028086073,-782.6489028086073,formal_hiring_balance,RR,PA
2020-07-01,post,175,2850.923819098537,-2675.923819098537,formal_hiring_balance,RR,PA
2020-08-01,post,639,3075.7853795992364,-2436.7853795992364,formal_hiring_balance,RR,PA
2020-09-01,post,1181,3698.9856860915097,-2517.9856860915097,formal_hiring_balance,RR,PA
2020-10-01,post,632,4980.63058638555,-4348.63058638555,formal_hiring_balance,RR,PA
2020-11-01,post,1010,5106.928612550947,-4096.928612550947,formal_hiring_balance,RR,PA
2020-12-01,post,146,-3775.797494784019,3921.797494784019,formal_hiring_balance,RR,PA
2016-01-01,pre,-84,-1546.244634664206,1462.244634664206,formal_hiring_balance,RR,AP
2016-02-01,pre,-83,-1039.0074237973,956.0074237972999,formal_hiring_balance,RR,AP
2016-03-01,pre,220,-1416.1597730812325,1636.1597730812325,formal_hiring_balance,RR,AP
2016-04-01,pre,-64,-120.84691023288069,56.84691023288069,formal_hiring_balance,RR,AP
2016-05-01,pre,-43,64.99902740306753,-107.99902740306753,formal_hiring_balance,RR,AP
2016-06-01,pre,-232,-1116.383069470956,884.3830694709559,formal_hiring_balance,RR,AP
2016-07-01,pre,-90,-376.79902194309,286.79902194309,formal_hiring_balance,RR,AP
2016-08-01,pre,63,-81.6482527734008,144.6482527734008,formal_hiring_balance,RR,AP
2016-09-01,pre,345,187.61233599310467,157.38766400689533,formal_hiring_balance,RR,AP
2016-10-01,pre,-207,-326.0076871090607,119.00768710906073,formal_hiring_balance,RR,AP
2016-11-01,pre,-23,-1837.0013611025374,1814.0013611025374,formal_hiring_balance,RR,AP
2016-12-01,pre,-490,-7702.420765472111,7212.420765472111,formal_hiring_balance,RR,AP
2017-01-01,pre,258,-71.98336869362991,329.9833686936299,formal_hiring_balance,RR,AP
2017-02-01,pre,164,658.5203903259571,-494.5203903259571,formal_hiring_balance,RR,AP
2017-03-01,pre,-86,-215.96943877954362,129.96943877954362,formal_hiring_balance,RR,AP
2017-04-01,pre,244,554.4550422718929,-310.4550422718929,formal_hiring_balance,RR,AP
2017-05-01,pre,267,-386.01593166862267,653.0159316686227,formal_hiring_balance,RR,AP
2017-06-01,pre,23,258.002850435735,-235.002850435735,formal_hiring_balance,RR,AP
2017-07-01,pre,15,-846.1550891007719,861.1550891007719,formal_hiring_balance,RR,AP
2017-08-01,pre,415,-474.77295820431794,889.772958204318,formal_hiring_balance,RR,AP
2017-09-01,pre,535,366.1774071724501,168.8225928275499,formal_hiring_balance,RR,AP
2017-10-01,pre,48,858.8442821284401,-810.8442821284401,formal_hiring_balance,RR,AP
2017-11-01,pre,143,-1355.842952644367,1498.842952644367,formal_hiring_balance,RR,AP
2017-12-01,pre,-229,-5765.191304170219,5536.191304170219,formal_hiring_balance,RR,AP
2018-01-01,pre,92,728.3431294569205,-636.3431294569205,formal_hiring_balance,RR,AP
2018-02-01,pre,-49,1982.5027777773428,-2031.5027777773428,formal_hiring_balance,RR,AP
2018-03-01,pre,-2,-98.69613378137319,96.69613378137319,formal_hiring_balance,RR,AP
2018-04-01,pre,109,1865.2727932619605,-1756.2727932619605,formal_hiring_balance,RR,AP
2018-05-01,pre,-358,1054.9256391451777,-1412.9256391451777,formal_hiring_balance,RR,AP
2018-06-01,pre,-270,477.3627797040996,-747.3627797040996,formal_hiring_balance,RR,AP
2018-07-01,pre,-115,1115.6638419092228,-1230.6638419092228,formal_hiring_balance,RR,AP
2018-08-01,pre,135,1487.4115251819514,-1352.4115251819514,formal_hiring_balance,RR,AP
2018-09-01,pre,625,-124.97476759920909,749.9747675992091,formal_hiring_balance,RR,AP
2018-10-01,pre,145,950.1702682881953,-805.1702682881953,formal_hiring_balance,RR,AP
2018-11-01,pre,224,894.6925932974607,-670.6925932974607,formal_hiring_balance,RR,AP
2019-01-01,post,-300,3354.713027184978,-3654.713027184978,formal_hiring_balance,RR,AP
2019-02-01,post,-246,2495.062044288182,-2741.062044288182,formal_hiring_balance,RR,AP
2019-03-01,post,76,-473.2787428725468,549.2787428725468,formal_hiring_balance,RR,AP
2019-04-01,post,152,2901.106343168924,-2749.106343168924,formal_hiring_balance,RR,AP
2019-05-01,post,124,2211.3065260699755,-2087.3065260699755,formal_hiring_balance,RR,AP
2019-06-01,post,194,814.0539120094888,-620.0539120094888,formal_hiring_balance,RR,AP
2019-07-01,post,253,570.7397566007426,-317.73975660074257,formal_hiring_balance,RR,AP
2019-08-01,post,276,1764.6686466017286,-1488.6686466017286,formal_hiring_balance,RR,AP
2019-09-01,post,605,1894.2595678820676,-1289.2595678820676,formal_hiring_balance,RR,AP
2019-10-01,post,242,1492.0622925745683,-1250.0622925745683,formal_hiring_balance,RR,AP
2019-11-01,post,628,450.64895101472746,177.35104898527254,formal_hiring_balance,RR,AP
2019-12-01,post,-171,-5588.184049873148,5417.184049873148,formal_hiring_balance,RR,AP
2020-01-01,post,381,1314.7594988171127,-933.7594988171127,formal_hiring_balance,RR,AP
2020-02-01,post,757,4894.699902307625,-4137.699902307625,formal_hiring_balance,RR,AP
2020-03-01,post,407,-1672.7437558629906,2079.743755862991,formal_hiring_balance,RR,AP
2020-04-01,post,-1404,-10160.124464126315,8756.124464126315,formal_hiring_balance,RR,AP
2020-05-01,post,-440,-3795.4461346675353,3355.4461346675353,formal_hiring_balance,RR,AP
2020-06-01,post,-25,1220.607333577172,-1245.607333577172,formal_hiring_balance,RR,AP
2020-07-01,post,175,3618.441399840686,-3443.441399840686,formal_hiring_balance,RR,AP
2020-08-01,post,639,3967.146057585108,-3328.146057585108,formal_hiring_balance,RR,AP
2020-09-01,post,1181,4488.552408090099,-3307.5524080900987,formal_hiring_balance,RR,AP
2020-10-01,post,632,5638.224871410679,-5006.224871410679,formal_hiring_balance,RR,AP
2020-11-01,post,1010,5494.855386048405,-4484.855386048405,formal_hiring_balance,RR,AP
2020-12-01,post,146,-4449.278858717133,4595.278858717133,formal_hiring_balance,RR,AP
2016-01-01,pre,-84,-1009.47443118544,925.47443118544,formal_hiring_balance,RR,ES
2016-02-01,pre,-83,-191.7463669228481,108.7463669228481,formal_hiring_balance,RR,ES
2016-03-01,pre,220,-1016.9436211056126,1236.9436211056127,formal_hiring_balance,RR,ES
2016-04-01,pre,-64,-18.90399152386782,-45.096008476132184,formal_hiring_balance,RR,ES
2016-05-01,pre,-43,-328.168908607232,285.168908607232,formal_hiring_balance,RR,ES
2016-06-01,pre,-232,-405.3222982563365,173.32229825633652,formal_hiring_balance,RR,ES
2016-07-01,pre,-90,39.39445558484156,-129.39445558484155,formal_hiring_balance,RR,ES
2016-08-01,pre,63,378.80605599477025,-315.80605599477025,formal_hiring_balance,RR,ES
2016-09-01,pre,345,562.2374687010533,-217.23746870105333,formal_hiring_balance,RR,ES
2016-10-01,pre,-207,-116.98755786298074,-90.01244213701926,formal_hiring_balance,RR,ES
2016-11-01,pre,-23,-1571.103956662157,1548.103956662157,formal_hiring_balance,RR,ES
2016-12-01,pre,-490,-7165.055487179856,6675.055487179856,formal_hiring_balance,RR,ES
2017-01-01,pre,258,20.063357784470536,237.93664221552947,formal_hiring_balance,RR,ES
2017-02-01,pre,164,1252.4604368820203,-1088.4604368820203,formal_hiring_balance,RR,ES
2017-03-01,pre,-86,-30.331758339002445,-55.66824166099755,formal_hiring_balance,RR,ES
2017-04-01,pre,244,207.2464925172832,36.7535074827168,formal_hiring_balance,RR,ES
2017-05-01,pre,267,-1071.54309778346,1338.54309778346,formal_hiring_balance,RR,ES
2017-06-01,pre,23,363.62463897582944,-340.62463897582944,formal_hiring_balance,RR,ES
2017-07-01,pre,15,-677.1626809811934,692.1626809811934,formal_hiring_balance,RR,ES
2017-08-01,pre,415,-177.33560669447118,592.3356066944712,formal_hiring_balance,RR,ES
2017-09-01,pre,535,466.6108293968721,68.38917060312792,formal_hiring_balance,RR,ES
2017-10-01,pre,48,710.9312337065275,-662.9312337065275,formal_hiring_balance,RR,ES
2017-11-01,pre,143,-1378.4308970215218,1521.4308970215218,formal_hiring_balance,RR,ES
2017-12-01,pre,-229,-5533.969276636988,5304.969276636988,formal_hiring_balance,RR,ES
2018-01-01,pre,92,538.7353544405321,-446.7353544405321,formal_hiring_balance,RR,ES
2018-02-01,pre,-49,2234.797008357173,-2283.797008357173,formal_hiring_balance,RR,ES
2018-03-01,pre,-2,-451.9965066394147,449.9965066394147,formal_hiring_balance,RR,ES
2018-04-01,pre,109,1632.081700287534,-1523.081700287534,formal_hiring_balance,RR,ES
2018-05-01,pre,-358,221.65245373465882,-579.6524537346588,formal_hiring_balance,RR,ES
2018-06-01,pre,-270,384.61819339405514,-654.6181933940552,formal_hiring_balance,RR,ES
2018-07-01,pre,-115,1249.4165195286505,-1364.4165195286505,formal_hiring_balance,RR,ES
2018-08-01,pre,135,1856.317128611193,-1721.317128611193,formal_hiring_balance,RR,ES
2018-09-01,pre,625,-447.18552576331484,1072.185525763315,formal_hiring_balance,RR,ES
2018-10-01,pre,145,957.954096044911,-812.954096044911,formal_hiring_balance,RR,ES
2018-11-01,pre,224,631.9946412131736,-407.9946412131736,formal_hiring_balance,RR,ES
2019-01-01,post,-300,3338.4724696985927,-3638.4724696985927,formal_hiring_balance,RR,ES
2019-02-01,post,-246,2496.3171535909805,-2742.3171535909805,formal_hiring_balance,RR,ES
2019-03-01,post,76,-423.5671868040602,499.5671868040602,formal_hiring_balance,RR,ES
2019-04-01,post,152,2206.0708029750836,-2054.0708029750836,formal_hiring_balance,RR,ES
2019-05-01,post,124,1014.5630131107305,-890.5630131107305,formal_hiring_balance,RR,ES
2019-06-01,post,194,859.2582698913238,-665.2582698913238,formal_hiring_balance,RR,ES
2019-07-01,post,253,1262.412516784518,-1009.412516784518,formal_hiring_balance,RR,ES
2019-08-01,post,276,1875.2208579473988,-1599.2208579473988,formal_hiring_balance,RR,ES
2019-09-01,post,605,1715.6897158846257,-1110.6897158846257,formal_hiring_balance,RR,ES
2019-10-01,post,242,1286.4490360575078,-1044.4490360575078,formal_hiring_balance,RR,ES
2019-11-01,post,628,229.30883577271294,398.69116422728706,formal_hiring_balance,RR,ES
2019-12-01,post,-171,-5470.085671517659,5299.085671517659,formal_hiring_balance,RR,ES
2020-01-01,post,381,1667.1129542014644,-1286.1129542014644,formal_hiring_balance,RR,ES
2020-02-01,post,757,4753.231314381508,-3996.231314381508,formal_hiring_balance,RR,ES
2020-03-01,post,407,-1118.4089766759912,1525.4089766759912,formal_hiring_balance,RR,ES
2020-04-01,post,-1404,-8575.087612805803,7171.087612805803,formal_hiring_balance,RR,ES
2020-05-01,post,-440,-3121.836096129763,2681.836096129763,formal_hiring_balance,RR,ES
2020-06-01,post,-25,1247.1430509720396,-1272.1430509720396,formal_hiring_balance,RR,ES
2020-07-01,post,175,3423.088205338531,-3248.088205338531,formal_hiring_balance,RR,ES
2020-08-01,post,639,3339.2632157431035,-2700.2632157431035,formal_hiring_balance,RR,ES
2020-09-01,post,1181,3932.482742492799,-2751.482742492799,formal_hiring_balance,RR,ES
2020-10-01,post,632,4929.784439557675,-4297.784439557675,formal_hiring_balance,RR,ES
2020-11-01,post,1010,4413.494385999076,-3403.4943859990763,formal_hiring_balance,RR,ES
2020-12-01,post,146,-4266.803731501368,4412.803731501368,formal_hiring_balance,RR,ES
2016-01-01,pre,-84,-1202.548709207784,1118.548709207784,formal_hiring_balance,RR,MA
2016-02-01,pre,-83,-224.99088181933917,141.99088181933917,formal_hiring_balance,RR,MA
2016-03-01,pre,220,-1223.6783237488917,1443.6783237488917,formal_hiring_balance,RR,MA
2016-04-01,pre,-64,198.2063489943677,-262.20634899436766,formal_hiring_balance,RR,MA
2016-05-01,pre,-43,-237.7775382668466,194.7775382668466,formal_hiring_balance,RR,MA
2016-06-01,pre,-232,-853.7057178456556,621.7057178456556,formal_hiring_balance,RR,MA
2016-07-01,pre,-90,-285.5922204239901,195.5922204239901,formal_hiring_balance,RR,MA
2016-08-01,pre,63,-277.85748539285595,340.85748539285595,formal_hiring_balance,RR,MA
2016-09-01,pre,345,444.39413148431873,-99.39413148431873,formal_hiring_balance,RR,MA
2016-10-01,pre,-207,-375.6356669310124,168.6356669310124,formal_hiring_balance,RR,MA
2016-11-01,pre,-23,-1675.6853276094844,1652.6853276094844,formal_hiring_balance,RR,MA
2016-12-01,pre,-490,-7250.401030421387,6760.401030421387,formal_hiring_balance,RR,MA
2017-01-01,pre,258,10.010556400137865,247.98944359986214,formal_hiring_balance,RR,MA
2017-02-01,pre,164,967.4279982390259,-803.4279982390259,formal_hiring_balance,RR,MA
2017-03-01,pre,-86,62.487238368404675,-148.4872383684047,formal_hiring_balance,RR,MA
2017-04-01,pre,244,495.1046817892044,-251.1046817892044,formal_hiring_balance,RR,MA
2017-05-01,pre,267,-833.644581793956,1100.6445817939561,formal_hiring_balance,RR,MA
2017-06-01,pre,23,175.03658579310374,-152.03658579310374,formal_hiring_balance,RR,MA
2017-07-01,pre,15,-860.8931940219607,875.8931940219607,formal_hiring_balance,RR,MA
2017-08-01,pre,415,-599.8669098724663,1014.8669098724663,formal_hiring_balance,RR,MA
2017-09-01,pre,535,483.19493076723654,51.80506923276346,formal_hiring_balance,RR,MA
2017-10-01,pre,48,668.0128060222763,-620.0128060222763,formal_hiring_balance,RR,MA
2017-11-01,pre,143,-1351.0882834699196,1494.0882834699196,formal_hiring_balance,RR,MA
2017-12-01,pre,-229,-5739.896532042198,5510.896532042198,formal_hiring_balance,RR,MA
2018-01-01,pre,92,483.43051246949045,-391.43051246949045,formal_hiring_balance,RR,MA
2018-02-01,pre,-49,2061.4486916541423,-2110.4486916541423,formal_hiring_balance,RR,MA
2018-03-01,pre,-2,-421.2572907649612,419.2572907649612,formal_hiring_balance,RR,MA
2018-04-01,pre,109,1733.3526702127197,-1624.3526702127197,formal_hiring_balance,RR,MA
2018-05-01,pre,-358,568.6584279411973,-926.6584279411973,formal_hiring_balance,RR,MA
2018-06-01,pre,-270,135.74219544949088,-405.74219544949085,formal_hiring_balance,RR,MA
2018-07-01,pre,-115,1148.3052046885227,-1263.3052046885227,formal_hiring_balance,RR,MA
2018-08-01,pre,135,1924.3430323135203,-1789.3430323135203,formal_hiring_balance,RR,MA
2018-09-01,pre,625,-228.7261427501821,853.7261427501821,formal_hiring_balance,RR,MA
2018-10-01,pre,145,860.2138917144233,-715.2138917144233,formal_hiring_balance,RR,MA
2018-11-01,pre,224,794.0169557055679,-570.0169557055679,formal_hiring_balance,RR,MA
2019-01-01,post,-300,3240.659912844099,-3540.659912844099,formal_hiring_balance,RR,MA
2019-02-01,post,-246,2501.3453408054415,-2747.3453408054415,formal_hiring_balance,RR,MA
2019-03-01,post,76,-506.02871540922064,582.0287154092207,formal_hiring_balance,RR,MA
2019-04-01,post,152,1840.1462845442761,-1688.1462845442761,formal_hiring_balance,RR,MA
2019-05-01,post,124,1808.9391878855138,-1684.9391878855138,formal_hiring_balance,RR,MA
2019-06-01,post,194,636.596565260153,-442.59656526015306,formal_hiring_balance,RR,MA
2019-07-01,post,253,964.4730478433172,-711.4730478433172,formal_hiring_balance,RR,MA
2019-08-01,post,276,1860.749452192891,-1584.749452192891,formal_hiring_balance,RR,MA
2019-09-01,post,605,1780.3743306226188,-1175.3743306226188,formal_hiring_balance,RR,MA
2019-10-01,post,242,1123.07998647794,-881.0799864779401,formal_hiring_balance,RR,MA
2019-11-01,post,628,315.3467852544129,312.6532147455871,formal_hiring_balance,RR,MA
2019-12-01,post,-171,-5306.209968263833,5135.209968263833,formal_hiring_balance,RR,MA
2020-01-01,post,381,1314.7324513847916,-933.7324513847916,formal_hiring_balance,RR,MA
2020-02-01,post,757,4661.355754506333,-3904.355754506333,formal_hiring_balance,RR,MA
2020-03-01,post,407,-1305.4112480222361,1712.4112480222361,formal_hiring_balance,RR,MA
2020-04-01,post,-1404,-8802.281729288145,7398.281729288145,formal_hiring_balance,RR,MA
2020-05-01,post,-440,-3334.211985021533,2894.211985021533,formal_hiring_balance,RR,MA
2020-06-01,post,-25,1057.3018210733844,-1082.3018210733844,formal_hiring_balance,RR,MA
2020-07-01,post,175,3218.0821282584066,-3043.0821282584066,formal_hiring_balance,RR,MA
2020-08-01,post,639,3414.7768212827737,-2775.7768212827737,formal_hiring_balance,RR,MA
2020-09-01,post,1181,3981.692407104686,-2800.692407104686,formal_hiring_balance,RR,MA
2020-10-01,post,632,5047.5768527928985,-4415.5768527928985,formal_hiring_balance,RR,MA
2020-11-01,post,1010,4678.461627595903,-3668.4616275959033,formal_hiring_balance,RR,MA
2020-12-01,post,146,-4100.106317438862,4246.106317438862,formal_hiring_balance,RR,MA
2016-01-01,pre,-84,-1290.7960001733468,1206.7960001733468,formal_hiring_balance,RR,SC
2016-02-01,pre,-83,-602.2888590158663,519.2888590158663,formal_hiring_balance,RR,SC
2016-03-01,pre,220,-1209.87343582064,1429.87343582064,formal_hiring_balance,RR,SC
2016-04-01,pre,-64,39.81722955327049,-103.8172295532705,formal_hiring_balance,RR,SC
2016-05-01,pre,-43,-92.38255269831681,49.382552698316815,formal_hiring_balance,RR,SC
2016-06-01,pre,-232,-835.2744183233374,603.2744183233374,formal_hiring_balance,RR,SC
2016-07-01,pre,-90,-241.6099979136636,151.6099979136636,formal_hiring_balance,RR,SC
2016-08-01,pre,63,-40.26453799011088,103.26453799011088,formal_hiring_balance,RR,SC
2016-09-01,pre,345,338.56926006282094,6.430739937179055,formal_hiring_balance,RR,SC
2016-10-01,pre,-207,-253.7730621955529,46.77306219555291,formal_hiring_balance,RR,SC
